"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00510040","1958","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1959","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1960","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1961","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1962","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1963","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1964","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1965","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1966","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1967","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1968","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1969","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1970","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1971","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1972","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1973","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1974","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1975","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1976","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1977","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1978","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1979","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1980","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1981","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1982","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1983","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1984","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00510040","1985","19.63333","-155.78333","1591.1","AHUA UMI 75, HI US","","","         0","0","","","     0"," ,0,1231,+","        0"," ,0"
