"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00427185","1931","40.76667","-111.83333","1498.1","RED BUTTE 1, UT US","","","","","         6"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00427185","1932","40.76667","-111.83333","1498.1","RED BUTTE 1, UT US","         6","6","       134","6","","","  -21.7","6,1212, ","0.0","6,1017","-3.9","6,1024","-4.4","6,1111","-6.7","6,1206","-9.4","6,1208","0.0","6,0428","-6.1","6,0313","-6.1","6,0313","-10.0","6,0312","-10.0","6,0312","    3144.1","1","    3144.1"," ","      4.05","6"
