"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SFM00068461","1986","-28.248","28.336","1695.0","BETHLEHEM, SF","","","","","","","","","","","","","","","         0","S","       239","S","         0","S","","","","","   31.5","S,1223,+","","","","","","","","","","","","","","","","","","","","","","","","","","","     23.02","S","",""
"SFM00068461","1987","-28.248","28.336","1695.0","BETHLEHEM, SF","","","","","","","","","","","","","","","         0","S","       229","S","         2","S","","","","","   32.8","S,0129,+","","","","","","","","","","","","","","","","","","","","","","","","","","","     23.42","S","",""
"SFM00068461","1988","-28.248","28.336","1695.0","BETHLEHEM, SF","","","","","","","","","","","","","","","         0","S","       218","S","         2","S","","","","","   35.7","S,1119, ","","","","","","","","","","","","","","","","","","","","","","","","","","","     22.51","S","",""
"SFM00068461","1993","-28.248","28.336","1695.0","BETHLEHEM, SF","    182.2","","     182.2","S","","","","","","","","","","","         0","S","       251","S","         7","S","","","","","   34.8","S,0109, ","","","","","","","","","","","","","","","","","","","","","","","","","","","     23.38","S","",""
"SFM00068461","1994","-28.248","28.336","1695.0","BETHLEHEM, SF","","","","","        64","S","        41","S","         5","S","         0","S","        95","S","         0","S","       238","S","         6","S","   -9.5","S,0701, "," 101.6"," ,S,0203, ","   33.0","S,1222,+","-0.1","S,0427","-2.7","S,0504","-8.2","S,0523","-8.2","S,0523","-9.0","S,0620","0.0","S,1003","-5.4","S,0823","-5.4","S,0823","-6.8","S,0811","","","","","    570.4"," ,S","     13.96","S","     23.01","S","      4.91","S"
"SFM00068461","1995","-28.248","28.336","1695.0","BETHLEHEM, SF","","","","","       130","S","        75","S","         4","S","         0","S","        89","S","         0","S","       233","S","         8","S","   -8.9","S,0719, ","  40.4"," ,S,1024, ","   34.3","S,0128,+","-0.1","S,0425","-4.2","S,0523","-6.1","S,0602","-7.6","S,0711","-8.9","S,0719","0.0","S,0913","-3.9","S,0906","-5.7","S,0905","-7.0","S,0824","    1646.9","9","    1646.9","S","    722.4"," ,S","     14.55","S","     23.16","S","      5.95","S"
"SFM00068461","1996","-28.248","28.336","1695.0","BETHLEHEM, SF","    140.6","","     140.6","S","       142","S","        78","S","         6","S","         0","S","        78","S","         0","S","       217","S","         0","S","   -8.3","S,0718, ","  57.2"," ,S,1024, ","   31.9","S,1019,+","0.0","S,0514","-2.6","S,0525","-6.5","S,0602","-8.1","S,0706","","","0.0","S,1019","-4.5","S,0919","-4.5","S,0919","","","    1792.6","6","    1792.6","S","   1001.9"," ,S","     13.81","S","     21.80","S","      5.82","S"
"SFM00068461","1997","-28.248","28.336","1695.0","BETHLEHEM, SF","","","","","","","","","","","","","","","         0","S","       203","S","         0","S","","","","","   31.9","S,1214,+","","","","","","","","","","","","","","","","","","","","","","","","","","","     22.33","S","",""
"SFM00068461","1999","-28.248","28.336","1695.0","BETHLEHEM, SF","","","","","","","","","","","         0","S","        76","S","         0","S","       242","S","         0","S","   -8.4","S,0804, ","","","   32.0","S,0302,+","-1.1","S,0419","-4.3","S,0529","-6.6","S,0607","-6.9","S,0608","","","-0.2","S,0928","-2.6","S,0901","-5.0","S,0824","-8.4","S,0804","","","","","","","     15.17","S","     23.72","S","      6.63","S"
"SFM00068461","2000","-28.248","28.336","1695.0","BETHLEHEM, SF","","","","","","","","","","","","","","","         0","S","       209","S","         0","S","","","","","   29.0","S,1018,+","","","","","","","","","","","","","","","","","","","","","","","","","","","     21.90","S","",""
