"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00306111","1949","42.4","-74.15","200.9","OAK HILL, NY US","        86","0","        60","0","         4","0","","","","","","","  34.0"," ,0,0829, ","    672.4"," ,0","",""
"USC00306111","1950","42.4","-74.15","200.9","OAK HILL, NY US","       110","0","        86","0","         5","0","","","","","","","  49.3"," ,0,1126, ","   1002.4"," ,0","",""
"USC00306111","1951","42.4","-74.15","200.9","OAK HILL, NY US","        98","0","        81","0","         9","0","","","","","","","  58.4"," ,0,1008, ","   1045.6"," ,0","",""
"USC00306111","1952","42.4","-74.15","200.9","OAK HILL, NY US","        87","0","        70","0","         9","0","","","","","","","  61.2"," ,0,0902, ","   1036.6"," ,0","",""
"USC00306111","1953","42.4","-74.15","200.9","OAK HILL, NY US","        92","0","        76","0","         9","0","","","","","","","  43.4"," ,0,0709, ","   1011.2"," ,0","",""
"USC00306111","1954","42.4","-74.15","200.9","OAK HILL, NY US","       103","0","        73","0","        10","0","","","","","","","  80.0"," ,0,0901, ","   1081.0"," ,0","",""
"USC00306111","1955","42.4","-74.15","200.9","OAK HILL, NY US","       101","0","        74","0","        14","0","","","","","",""," 185.4"," ,0,1016, ","   1338.5"," ,0","",""
"USC00306111","1956","42.4","-74.15","200.9","OAK HILL, NY US","       117","0","        94","0","         8","0","","","","","","","  43.2"," ,0,0924, ","    975.9"," ,0","",""
"USC00306111","1957","42.4","-74.15","200.9","OAK HILL, NY US","        98","0","        66","0","         9","0","","","","","","","  50.8"," ,0,0729, ","    810.1"," ,0","",""
"USC00306111","1958","42.4","-74.15","200.9","OAK HILL, NY US","       105","0","        79","0","         9","0","","","","","","","  52.3"," ,0,0228, ","   1040.5"," ,0","",""
"USC00306111","1959","42.4","-74.15","200.9","OAK HILL, NY US","       110","0","        78","0","         4","0","","","         4"," ","","","  51.3"," ,0,1024, ","    915.1"," ,0","",""
"USC00306111","1960","42.4","-74.15","200.9","OAK HILL, NY US","       105","0","        80","0","         9","0","        22","0","         3"," ","   241"," ,0,0219, ","  78.7"," ,0,0913, ","   1097.3"," ,0","     1799"," ,0"
"USC00306111","1961","42.4","-74.15","200.9","OAK HILL, NY US","       122","0","        80","0","         2","0","        16","0","         3"," ","   305"," ,0,0309, ","  37.6"," ,0,0309, ","    805.8"," ,0","     2055"," ,0"
"USC00306111","1962","42.4","-74.15","200.9","OAK HILL, NY US","","","","","","","","","         1"," ","","","","","","","",""
