"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MGM00044352","2010","45.733","112.367","1101.0","BAYANDELGER, MG","       130","S","       117","S","        14","S","   39.0","S,0725, ","      7.68","S"
"MGM00044352","2011","45.733","112.367","1101.0","BAYANDELGER, MG","       118","S","       101","S","         9","S","   36.1","S,0811, ","      8.35","S"
"MGM00044352","2012","45.733","112.367","1101.0","BAYANDELGER, MG","       130","S","       105","S","         6","S","   34.4","S,0830, ","      7.14","S"
"MGM00044352","2013","45.733","112.367","1101.0","BAYANDELGER, MG","       121","S","       110","S","         3","S","   33.4","S,0810, ","      8.32","S"
"MGM00044352","2014","45.733","112.367","1101.0","BAYANDELGER, MG","       113","S","       112","S","         9","S","   36.6","S,0726, ","     10.27","S"
"MGM00044352","2015","45.733","112.367","1101.0","BAYANDELGER, MG","       114","S","       128","S","        11","S","   37.0","S,0712, ","     10.39","S"
"MGM00044352","2016","45.733","112.367","1101.0","BAYANDELGER, MG","       123","S","       115","S","        24","S","   39.4","S,0802, ","      9.10","S"
"MGM00044352","2017","45.733","112.367","1101.0","BAYANDELGER, MG","       111","S","       122","S","        19","S","   39.3","S,0716, ","     10.33","S"
"MGM00044352","2018","45.733","112.367","1101.0","BAYANDELGER, MG","       116","S","       128","S","        17","S","   35.9","S,0802, ","      9.61","S"
"MGM00044352","2019","45.733","112.367","1101.0","BAYANDELGER, MG","       102","S","       116","S","         9","S","   34.6","S,0715, ","     10.12","S"
"MGM00044352","2020","45.733","112.367","1101.0","BAYANDELGER, MG","       106","S","       112","S","        13","S","   36.4","S,0729,+","      9.35","S"
"MGM00044352","2022","45.733","112.367","1101.0","BAYANDELGER, MG","       108","S","       114","S","        10","S","   37.0","S,0619, ","      9.20","S"
