"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00422073","1920","40.76667","-112.8","1302.1","DELLE, UT US","","","","","","","","","        14","6","       151","6","        63","6","         3"," ","","","","","   39.4","6,0814,+","","","","","","","","","","","","","","","","","","","","","","","","","","","     18.26","6","",""
"USC00422073","1921","40.76667","-112.8","1302.1","DELLE, UT US","","","","","","","","","         6","6","       165","6","        68","6","","","","","","","   40.0","6,0720, ","","","","","","","","","","","","","","","","","","","","","","","","","","","     19.19","6","",""
"USC00422073","1922","40.76667","-112.8","1302.1","DELLE, UT US","    495.7","","     495.7","6","        15","6","       182","6","        25","6","       155","6","        67","6","","","","","  -24.4","6,0120, ","   39.4","6,0704, ","0.0","6,0919","-3.9","6,0930","-6.1","6,1009","-6.7","6,1119","-9.4","6,1123","0.0","6,0501","-2.2","6,0419","-5.6","6,0418","-6.7","6,0413","-11.1","6,0305","    3507.1","1","    3507.1","6","      9.31","6","     17.37","6","      1.25","6"
"USC00422073","1923","40.76667","-112.8","1302.1","DELLE, UT US","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    3375.0","0","    3375.0","6","","","","","",""
"USC00422073","1951","40.76667","-112.8","1302.1","DELLE, UT US","","","","","","","","","","","","","","","","","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
