"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"SPW00014011","1957","40.496747","-3.445872","617.5","TORREJON, SP","","","","","","","","","","","","","","","","","","","","","","","","","        22"," ","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPW00014011","1958","40.496747","-3.445872","617.5","TORREJON, SP","    541.2","","     541.2","X","","","","","","","        0","","         0","X","         0","X","        31","X","         0","X","       167","X","        28","X","        53"," ","        15"," ","   -5.6","X,0124, ","     0","T,X,0125, ","     3"," ,X,0414,+","","","   37.8","X,0731,+","0.0","X,1122","","","","","","","","","0.0","X,0412","-2.2","X,0312","-5.6","X,0124","","","","","","","","","","","        6"," ,X","     14.77","X","     20.10","X","      9.43","X","","","",""
"SPW00014011","1959","40.496747","-3.445872","617.5","TORREJON, SP","    515.4","","     515.4","X","        98","X","        55","X","         2","X","        1","","         1","X","         0","X","        10","X","         0","X","       152","X","        32","X","        70"," ","        40"," ","   -1.1","X,1219,+","    25"," ,X,0203, ","    51"," ,X,0203, ","  26.7"," ,X,0520, ","   38.3","X,0706, ","0.0","X,1205","","","","","","","","","0.0","X,0220","","","","","","","","","    1717.5","5","    1717.5","X","    456.5"," ,X","       51"," ,X","     14.81","X","     19.87","X","      9.74","X","       270","X","      23.6","X"
"SPW00014011","1960","40.496747","-3.445872","617.5","TORREJON, SP","    531.4","","     531.4","X","       100","X","        55","X","         2","X","        2","","         1","X","         0","X","        29","X","         0","X","       151","X","        30","X","        69"," ","        20"," ","   -3.9","X,0115, ","    51"," ,X,0112,+","    51"," ,X,0111, ","  33.5"," ,X,1013, ","   36.7","X,0728,+","-1.1","X,1113","-2.2","X,1213","","","","","","","-3.3","X,0209","-3.3","X,0209","","","","","","","    1862.8","8","    1862.8","X","    537.6"," ,X","       57"," ,X","     13.89","X","     19.20","X","      8.58","X","       360","X","      22.6","X"
"SPW00014011","1961","40.496747","-3.445872","617.5","TORREJON, SP","    630.3","","     630.3","X","        93","X","        42","X","         1","X","        0","","         0","X","         0","X","        22","X","         0","X","       171","X","        43","X","        59"," ","        32"," ","   -4.4","X,1221, ","     0"," ,X,1231,+","     0","T,X,0122, ","  26.4"," ,X,1121, ","   36.1","X,0827, ","0.0","X,1130","-2.8","X,1220","-4.4","X,1221","","","","","0.0","X,0209","-3.9","X,0116","","","","","","","    2045.4","4","    2045.4","X","    389.8"," ,X","        0","T,X","     14.98","X","     20.90","X","      9.07","X","","","",""
"SPW00014011","1962","40.496747","-3.445872","617.5","TORREJON, SP","    502.8","","     502.8","X","        77","X","        51","X","         2","X","        0","","         1","X","         0","X","        64","X","         1","X","       137","X","        51","X","        64"," ","        18"," ","  -11.7","X,1226, ","     0"," ,X,1231,+","    28"," ,X,1227, ","  27.4"," ,X,1121,+","   37.2","X,0827, ","0.0","X,1102","-2.2","X,1117","-4.4","X,1129","-6.7","X,1205","-9.4","X,1209","0.0","X,0410","-2.2","X,0326","","","","","","","    2160.8","8","    2160.8","X","    465.8"," ,X","       28"," ,X","     13.17","X","     19.43","X","      6.92","X","       338","X","      20.6","X"
"SPW00014011","1963","40.496747","-3.445872","617.5","TORREJON, SP","    334.5","","     334.5","X","       116","X","        65","X","         4","X","        6","","         3","X","         0","X","        39","X","         3","X","       163","X","        28","X","        75"," ","        30"," ","  -16.1","X,0205, ","   102"," ,X,0204, ","    79"," ,X,0204, ","  32.3"," ,X,0726, ","   36.1","X,0825, ","-2.8","X,1215","-2.8","X,1215","-5.6","X,1217","","","","","-1.7","X,0407","-2.2","X,0325","-16.1","X,0205","-16.1","X,0205","-16.1","X,0205","    2483.6","6","    2483.6","X","    641.0"," ,X","      189"," ,X","     12.77","X","     18.34","X","      7.20","X","","","",""
"SPW00014011","1964","40.496747","-3.445872","617.5","TORREJON, SP","    533.3","","     533.3","X","        79","X","        38","X","         0","X","        0","","         1","X","         0","X","        82","X","         0","X","       165","X","        44","X","        38"," ","        37"," ","   -6.7","X,0212, ","     0"," ,X,1231,+","    51"," ,X,1221, ","  25.1"," ,X,0214, ","   35.6","X,0721,+","0.0","X,1023","-2.2","X,1123","-4.4","X,1210","","","","","-0.6","X,0327","-2.2","X,0310","-6.7","X,0212","-6.7","X,0212","","","    2185.7","7","    2185.7","X","    348.7"," ,X","       51"," ,X","     13.50","X","     19.94","X","      7.06","X","       340","X","      23.6","X"
"SPW00014011","1965","40.496747","-3.445872","617.5","TORREJON, SP","    512.4","","     512.4","X","        90","X","        51","X","         4","X","        0","","         1","X","         0","X","        63","X","         0","X","       152","X","        49","X","        73"," ","        12"," ","   -7.2","X,0220, ","     0"," ,X,1231,+","    28"," ,X,0218, ","  47.5"," ,X,1106, ","   39.4","X,0806, ","0.0","X,1122","-5.0","X,1124","-5.0","X,1124","","","","","-0.6","X,0422","-4.4","X,0309","-4.4","X,0309","-7.2","X,0220","","","    2343.2","2","    2343.2","X","    525.3"," ,X","       49"," ,X","     13.36","X","     19.56","X","      7.15","X","       290","X","      26.7","X"
"SPW00014011","1966","40.496747","-3.445872","617.5","TORREJON, SP","    448.1","","     448.1","X","        98","X","        47","X","         1","X","        0","","         0","X","         0","X","        60","X","         0","X","       149","X","        46","X","        87"," ","        30"," ","   -6.7","X,1226,+","     0"," ,X,1231,+","     0","T,X,1117, ","  30.2"," ,X,1106, ","   40.0","X,0712, ","0.0","X,1031","-3.3","X,1101","-4.4","X,1210","-6.7","X,1225","","","-1.7","X,0323","-2.8","X,0307","","","","","","","    2105.7","7","    2105.7","X","    449.1"," ,X","        0","T,X","     13.47","X","     19.70","X","      7.24","X","       200","X","      25.2","X"
