"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00349768","2010","36.4233","-99.4168","624.8","WOODWARD 2 WSW MESONET, OK US","   1106.5","","    1106.5","0","        0","","         0","0","         0","0","       104","0","        13","0","       205","0","        79","0","  -17.2","0,0108, ","     0"," ,0,1231,+","     0"," ,0,1231,+","   41.1","0,0813, ","-5.0","0,1105","-5.0","0,1105","-5.0","0,1105","-6.7","0,1126","-9.4","0,1225","-1.1","0,0408","-3.9","0,0322","-5.6","0,0321","-9.4","0,0224","-9.4","0,0224","    2501.2","2","      30.0","0,3,2","    2501.2","0","      37.2","0,3,2","      -4.4","0,3,2","      -0.6","0,3,2","      14.1","0,3,2","      19.1","0,3,2","    674.7"," ,0","        0"," ,0","     14.93","0","     21.48","0","      8.38","0"
"USC00349768","2011","36.4233","-99.4168","624.8","WOODWARD 2 WSW MESONET, OK US","   1410.3","","    1410.3","K","","","","","         4","K","        92","K","        14","K","       212","K","       109","K","  -19.4","K,0203, ","","","","","   43.9","K,0709,+","0.0","K,1027","-2.2","K,1103","-4.4","K,1116","-7.2","K,1205","-11.1","K,1206","0.0","K,0325","-2.2","K,0310","-4.4","K,0305","-6.7","K,0222","-11.7","K,0211","    2231.0","0","      32.2","K,3,2","    2231.0","K","      38.3","K,3,2","      -3.3","K,3,2","      -0.6","K,3,2","      14.7","K,3,2","      19.8","K,3,2","","","","","     15.93","K","     23.18","K","      8.67","K"
"USC00349768","2012","36.4233","-99.4168","624.8","WOODWARD 2 WSW MESONET, OK US","   1259.1","","    1259.1","7","","","","","         0","7","        74","7","         6","7","       227","7","       100","7","  -14.4","7,1226, ","","","","","   44.4","7,0802,+","-2.8","7,1007","-2.8","7,1007","-6.7","7,1027","-6.7","7,1027","-11.1","7,1210","-0.6","K,0309","-3.9","K,0303","-9.4","K,0212","-9.4","K,0212","-9.4","K,0212","    1890.8","8","      32.8","7,3,2","    1890.8","7","      39.4","7,3,2","      -1.1","7,3,2","       0.0","7,3,2","      15.5","7,3,2","      21.5","7,3,2","","","","","     16.80","7","     23.88","7","      9.73","7"
"USC00349768","2013","36.4233","-99.4168","624.8","WOODWARD 2 WSW MESONET, OK US","   1034.9","","    1034.9","7","","","","","         0","7","       114","7","        16","7","       192","7","        72","7","  -16.7","7,1207, ","","","","","   40.6","7,0627, ","-0.6","7,1018","-5.0","7,1112","-5.0","7,1112","-7.2","7,1126","-10.0","7,1127","-0.6","7,0503","-4.4","7,0424","-4.4","7,0424","-8.3","7,0326","-11.1","7,0223","    2293.3","3","      30.0","7,3,2","    2293.3","7","      38.9","7,3,2","      -2.8","7,3,2","      -0.6","7,3,2","      13.4","7,3,2","      19.1","7,3,2","","","","","     14.28","7","     21.01","7","      7.54","7"
"USC00349768","2014","36.4233","-99.4168","624.8","WOODWARD 2 WSW MESONET, OK US","   1040.5","","    1040.5","7","","","","","         2","7","        93","7","        22","7","       203","7","        78","7","  -19.4","7,0106, ","","","","","   41.1","7,0726, ","-1.7","7,1110","-6.7","7,1111","-6.7","7,1111","-6.7","7,1111","-8.9","7,1116","-2.2","7,0415","-2.2","7,0415","-5.0","7,0325","-8.9","7,0304","-8.9","7,0304","    2433.8","8","      29.4","7,3,2","    2433.8","7","      37.8","7,3,2","      -1.7","7,3,2","       0.0","7,3,2","      13.8","7,3,2","      20.1","7,3,2","","","","","     14.60","7","     21.25","7","      7.95","7"
"USC00349768","2015","36.4233","-99.4168","624.8","WOODWARD 2 WSW MESONET, OK US","   1020.8","","    1020.8","7","","","","","         0","7","        81","7","        14","7","       211","7","        72","7","  -12.8","7,0105, ","","","","","   40.6","7,0806, ","0.0","7,1025","-2.8","7,1121","-6.1","7,1217","-7.2","7,1218","-10.6","7,1229","0.0","7,0410","-8.9","7,0305","-8.9","7,0305","-8.9","7,0305","-8.9","7,0305","    2164.4","4","      29.4","7,3,2","    2164.4","7","      38.9","7,3,2","      -2.2","7,3,2","       0.0","7,3,2","      14.1","7,3,2","      20.5","7,3,2","","","","","     15.53","7","     22.03","7","      9.02","7"
"USC00349768","2016","36.4233","-99.4168","624.8","WOODWARD 2 WSW MESONET, OK US","   1100.9","","    1100.9","7","","","","","         1","7","        81","7","         5","7","       227","7","        79","7","  -21.7","7,1218, ","","","","","   40.0","7,0811, ","-1.1","7,1112","-7.2","7,1119","-7.2","7,1119","-7.2","7,1119","-11.1","7,1208","-1.1","7,0402","-6.1","7,0320","-6.1","7,0320","-7.8","7,0204","-11.7","7,0110","    1865.6","6","      30.0","7,3,2","    1865.6","7","      39.4","7,3,2","      -5.0","7,3,2","      -0.6","7,3,2","      14.8","7,3,2","      21.4","7,3,2","    498.4"," ,7","","","     16.20","7","     23.09","7","      9.30","7"
"USC00349768","2017","36.4233","-99.4168","624.8","WOODWARD 2 WSW MESONET, OK US","    954.5","","     954.5","7","","","","","         0","7","        78","7","        10","7","       228","7","        53","7","  -15.0","7,1231,+","","","","","   40.0","7,0722, ","-1.1","7,1027","-6.1","7,1028","-6.1","7,1028","-10.0","7,1207","-10.0","7,1207","-4.4","7,0315","-4.4","7,0315","-4.4","7,0315","-10.0","7,0225","-10.0","7,0225","    1840.2","2","      30.0","7,3,2","    1840.2","7","      38.3","7,3,2","      -3.9","7,3,2","      -0.6","7,3,2","      14.3","7,3,2","      21.2","7,3,2","    654.2"," ,7","","","     15.66","7","     22.53","7","      8.79","7"
"USC00349768","2018","36.4233","-99.4168","624.8","WOODWARD 2 WSW MESONET, OK US","   1160.5","","    1160.5","7","","","","","         1","7","       105","7","         9","7","       201","7","        91","7","  -20.0","7,0101, ","","","","","   42.2","7,0720, ","0.0","7,1014","-5.0","7,1109","-5.0","7,1109","-6.7","7,1110","-12.8","7,1113","-1.7","7,0416","-3.9","7,0415","-7.8","7,0407","-7.8","7,0407","-10.6","7,0221","    2151.0","0","      28.9","7,3,2","    2151.0","7","      38.9","7,3,2","      -2.8","7,3,2","      -0.6","7,3,2","      13.7","7,3,2","      20.8","7,3,2","","","","","     15.08","7","     22.10","7","      8.06","7"
"USC00349768","2019","36.4233","-99.4168","624.8","WOODWARD 2 WSW MESONET, OK US","   1054.3","","    1054.3","7","","","","","         0","7","       114","7","        14","7","       196","7","        77","7","  -14.4","7,1112,+","","","","","   40.6","7,0820,+","-1.7","7,1011","-5.0","7,1028","-5.0","7,1028","-7.2","7,1029","-8.9","7,1031","-1.1","7,0414","-5.6","7,0331","-5.6","7,0331","-7.2","7,0306","-12.8","7,0305","    2426.8","8","      30.0","7,3,2","    2426.8","7","      38.9","7,3,2","      -0.6","7,3,2","       0.0","7,3,2","      13.2","7,3,2","      19.5","7,3,2","","","","","     14.62","7","     21.42","7","      7.82","7"
