"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00299822","1901","35.7","-106.38333","2011.7","WOODBURY, NM US","        71","6","        41","6","         0","6","  22.9"," ,6,0728, ","","","","","    391.0"," ,6"
"USC00299822","1902","35.7","-106.38333","2011.7","WOODBURY, NM US","","","","","","","","","    2592.1","1","    2592.1","6","",""
