"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00251684","1972","40.5208","-98.0536","545.0","CLAY CENTER, NE US","    417.7","","     417.7","0","        85","0","        54","0","         8","0","       34","","        11","0","        26","0","       158","0","        43","0","       147","0","        34","0","","","","","  -26.7","0,1213, ","   330"," ,0,1119,+","   203"," ,0,1114, ","  69.9"," ,0,0726, ","   36.7","0,0919,+","-0.6","0,0930","-2.8","0,1007","-12.8","0,1019","-12.8","0,1019","-12.8","0,1019","-0.6","0,0425","-2.8","0,0424","-8.3","0,0404","-8.3","0,0404","-10.0","0,0329","","","","","","","","","","","","","","","","","    800.4"," ,0","      827"," ,0","      9.00","0","     15.87","0","      2.14","0"
"USC00251684","1973","40.5208","-98.0536","545.0","CLAY CENTER, NE US","    490.7","","     490.7","0","        85","0","        63","0","        10","0","       53","","        13","0","        13","0","       144","0","        45","0","       149","0","        43","0","","","","","  -25.6","0,0109, ","   457"," ,0,1231, ","   127"," ,0,1224,+","  74.4"," ,0,0903, ","   38.9","0,0708,+","-1.7","0,1028","-6.1","0,1029","-6.1","0,1029","-6.7","0,1121","-10.0","0,1122","-1.7","0,0515","-5.6","0,0411","-5.6","0,0411","-6.7","0,0220","-8.9","0,0219","    3810.8","8","","","    3810.8","0","","","","","","","","","","","   1045.5"," ,0","      765"," ,0","      9.72","0","     16.08","0","      3.35","0"
"USC00251684","1974","40.5208","-98.0536","545.0","CLAY CENTER, NE US","","","","","        59","0","        34","0","         0","0","       47","","         8","0","","","","","","","","","","","","","","","","","   660"," ,0,0114,+","   127"," ,0,1227, ","  24.4"," ,0,0606, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    379.6"," ,0","      578"," ,0","","","","","",""
"USC00251684","1975","40.5208","-98.0536","545.0","CLAY CENTER, NE US","    497.0","","     497.0","0","        59","0","        38","0","         7","0","       76","","        15","0","         9","0","       155","0","        51","0","       158","0","        35","0","","","","","  -27.2","0,0209, ","   229"," ,0,0310,+","   229"," ,0,0310, "," 105.2"," ,0,0722, ","   38.9","0,0901, ","0.0","0,0924","-4.4","0,1018","-4.4","0,1018","-8.3","0,1025","-10.6","0,1113","-2.2","0,0420","-2.2","0,0420","-5.0","0,0404","-16.1","0,0403","-16.1","0,0403","    3637.7","7","","","    3637.7","0","","","","","","","","","","","    676.6"," ,0","      875"," ,0","      9.22","0","     16.05","0","      2.40","0"
"USC00251684","1976","40.5208","-98.0536","545.0","CLAY CENTER, NE US","","","","","        55","0","        42","0","         5","0","       20","","         7","0","","","","","","","","","","","","","","","","","   102"," ,0,0305,+","   102"," ,0,0330,+","  69.1"," ,0,0722, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    548.5"," ,0","      407"," ,0","","","","","",""
"USC00251684","1977","40.5208","-98.0536","545.0","CLAY CENTER, NE US","    440.1","","     440.1","0","        74","0","        63","0","        14","0","","","         7","0","        17","0","       153","0","        31","0","       185","0","        29","0","","","","","  -26.7","0,0116, ","","","   229"," ,0,0319, "," 102.9"," ,0,0912, ","   37.2","0,0721,+","-2.2","0,1003","-2.2","0,1003","-5.0","0,1009","-6.7","0,1110","-11.1","0,1121","-1.1","0,0406","-2.8","0,0405","-8.3","0,0323","-8.3","0,0323","-9.4","0,0320","","","","","","","","","","","","","","","","","   1064.5"," ,0","      790"," ,0","     10.34","0","     17.79","0","      2.87","0"
"USC00251684","1978","40.5208","-98.0536","545.0","CLAY CENTER, NE US","    567.0","","     567.0","0","        84","0","        49","0","         4","0","","","        10","0","        31","0","       158","0","        71","0","       165","0","        51","0","","","","","  -28.9","0,0217, ","","","   152"," ,0,0303, ","  45.0"," ,0,0417, ","   40.6","0,0706, ","-1.1","0,1006","-4.4","0,1016","-4.4","0,1016","-7.8","0,1114","-10.6","0,1119","0.0","0,0503","-6.1","0,0421","-6.1","0,0421","-7.2","0,0325","-11.7","0,0309","    3868.7","7","","","    3868.7","0","","","","","","","","","","","    579.9"," ,0","     1140"," ,0","      8.68","0","     15.61","0","      1.76","0"
"USC00251684","1979","40.5208","-98.0536","545.0","CLAY CENTER, NE US","    475.0","","     475.0","0","        69","0","        44","0","         5","0","       69","","","","        32","0","       162","0","        59","0","       155","0","        35","0","","","","","  -27.2","0,0201,+","   203"," ,0,0219,+","","","  71.4"," ,0,1030, ","   38.9","0,0714, ","-0.6","0,1005","-5.6","0,1013","-5.6","0,1013","-6.7","0,1103","-10.0","0,1110","-1.7","0,0511","-2.2","0,0428","-6.7","0,0410","-6.7","0,0410","-9.4","0,0315","    4198.0","0","","","    4198.0","0","","","","","","","","","","","    686.0"," ,0","","","      8.40","0","     15.33","0","      1.47","0"
"USC00251684","1980","40.5208","-98.0536","545.0","CLAY CENTER, NE US","    629.4","","     629.4","0","        64","0","        37","0","         4","0","       53","","","","        18","0","       160","0","        46","0","       168","0","        53","0","","","","","  -27.8","0,0131, ","   127"," ,0,0210,+","","","  80.0"," ,0,0702, ","   40.6","0,0730, ","0.0","0,0917","-2.8","0,1003","-5.0","0,1025","-9.4","0,1026","-9.4","0,1026","0.0","0,0509","-4.4","0,0508","-4.4","0,0508","-7.2","0,0309","-10.0","0,0308","    3664.5","5","","","    3664.5","0","","","","","","","","","","","    568.9"," ,0","","","      9.99","0","     17.23","0","      2.75","0"
"USC00251684","1981","40.5208","-98.0536","545.0","CLAY CENTER, NE US","    440.2","","     440.2","0","        87","0","        57","0","        10","0","       24","","","","        12","0","       144","0","        25","0","       163","0","        25","0","","","","","  -31.1","0,0211, ","    51"," ,0,1220,+","","","  54.6"," ,0,0329, ","   39.4","0,0713,+","-0.6","0,0918","-4.4","0,1019","-4.4","0,1019","-10.0","0,1023","-10.0","0,1023","-1.1","0,0511","-2.2","0,0409","-5.0","0,0323","-6.7","0,0320","-8.9","0,0308","    3153.8","8","","","    3153.8","0","","","","","","","","","","","    774.8"," ,0","","","     10.40","0","     17.93","0","      2.86","0"
