"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CRCH","1995","33.2222","-116.4975","1345.7","RANCHITA CALIFORNIA, CA US","    847.7","","     847.7","U","         0","U","        21","U","         0","U","       202","U","        45","U","   -2.8","U,0325, ","   39.4","U,0728, ","0.0","U,1217","-2.2","U,1224","","","","","-0.6","U,0416","-2.8","U,0325","","","","","","","","","     16.36","U","     21.78","U","     10.95","U"
"USR0000CRCH","1996","33.2222","-116.4975","1345.7","RANCHITA CALIFORNIA, CA US","    784.8","","     784.8","U","         0","U","        23","U","         1","U","       198","U","        56","U","   -5.6","U,0123, ","   37.2","U,0701, ","-0.6","U,1027","","","","","","","-1.1","U,0329","-2.8","U,0227","-5.6","U,0123","","","    1419.4","4","    1419.4","U","     15.91","U","     21.97","U","      9.85","U"
"USR0000CRCH","1997","33.2222","-116.4975","1345.7","RANCHITA CALIFORNIA, CA US","    740.4","","     740.4","U","         0","U","        26","U","         0","U","       201","U","        44","U","   -3.9","U,0301, ","   37.2","U,0716, ","0.0","U,1201","-2.2","U,1224","","","","","0.0","U,0410","-2.8","U,0402","","","","","    1618.7","7","    1618.7","U","     15.54","U","     21.59","U","      9.49","U"
"USR0000CRCH","1998","33.2222","-116.4975","1345.7","RANCHITA CALIFORNIA, CA US","    627.1","","     627.1","U","         0","U","        35","U","         0","U","       155","U","        38","U","   -5.0","U,1223,+","   37.8","U,0715, ","0.0","U,1112","-3.3","U,1206","-4.4","U,1207","","","-1.7","U,0416","-3.9","U,0330","","","","","    2216.4","4","    2216.4","U","     13.90","U","     19.46","U","      8.34","U"
"USR0000CRCH","1999","33.2222","-116.4975","1345.7","RANCHITA CALIFORNIA, CA US","    696.3","","     696.3","U","         0","U","        41","U","         0","U","       191","U","        30","U","   -3.9","U,0404,+","   34.4","U,0825,+","0.0","U,1122","","","","","","","0.0","U,0603","-3.3","U,0409","","","","","    2009.0","0","    2009.0","U","     15.37","U","     21.31","U","      9.42","U"
"USR0000CRCH","2000","33.2222","-116.4975","1345.7","RANCHITA CALIFORNIA, CA US","    796.2","","     796.2","U","         0","U","        21","U","         0","U","       189","U","        50","U","   -2.8","U,1115,+","   37.2","U,0720, ","0.0","U,1110","-2.8","U,1111","","","","","-1.1","U,0309","-2.8","U,0306","","","","","    1457.8","8","    1457.8","U","     15.83","U","     21.72","U","      9.93","U"
"USR0000CRCH","2001","33.2222","-116.4975","1345.7","RANCHITA CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1937.9","9","    1937.9","U","","","","","",""
"USR0000CRCH","2003","33.2222","-116.4975","1345.7","RANCHITA CALIFORNIA, CA US","    967.8","","     967.8","U","         0","U","        24","U","         0","U","       186","U","        64","U","   -2.8","U,1227, ","   39.4","U,0710, ","-0.6","U,1122","-2.8","U,1227","","","","","0.0","U,0422","","","","","","","    1784.9","9","    1784.9","U","     16.09","U","     21.84","U","     10.35","U"
"USR0000CRCH","2004","33.2222","-116.4975","1345.7","RANCHITA CALIFORNIA, CA US","    761.2","","     761.2","U","         0","U","        31","U","         0","U","       192","U","        45","U","   -3.9","U,1129, ","   36.7","U,0901,+","-1.1","U,1121","-3.3","U,1122","","","","","0.0","U,0228","-2.2","U,0213","","","","","    1651.9","9","    1651.9","U","     15.47","U","     21.32","U","      9.61","U"
"USR0000CRCH","2006","33.2222","-116.4975","1345.7","RANCHITA CALIFORNIA, CA US","    861.7","","     861.7","U","         0","U","        34","U","         1","U","       182","U","        43","U","   -5.0","U,0221,+","   38.3","U,0722, ","-2.2","U,1129","-2.2","U,1129","","","","","0.0","U,0405","-2.2","U,0319","-5.0","U,0221","","","    1740.3","3","    1740.3","U","     15.75","U","     21.19","U","     10.32","U"
