"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ARM00087497","1981","-33.01","-58.613","22.9","GUALEGUAYCHU, AR","        74","S","        41","S","        17","S","","","","","","","  89.9"," ,S,0513, ","","","","","","","","","","","   1003.5"," ,S","",""
"ARM00087497","2004","-33.01","-58.613","22.9","GUALEGUAYCHU, AR","","","","","","","         0","S","         9","S","   -3.6","S,0711, ","","","-0.9","S,0530","-3.6","S,0711","","","0.0","S,0823","-3.0","S,0808","","","     12.09","S"
"ARM00087497","2007","-33.01","-58.613","22.9","GUALEGUAYCHU, AR","","","","","","","         0","S","        15","S","   -4.2","S,0711, ","","","-2.3","S,0530","-2.3","S,0530","","","0.0","S,0827","","","","","     11.64","S"
"ARM00087497","2008","-33.01","-58.613","22.9","GUALEGUAYCHU, AR","","","","","","","         0","S","        10","S","   -4.0","S,0531,+","","","-0.1","S,0529","-4.0","S,0530","","","0.0","S,0913","","","","","     12.29","S"
"ARM00087497","2009","-33.01","-58.613","22.9","GUALEGUAYCHU, AR","","","","","","","         0","S","        16","S","   -2.8","S,0612, ","","","-1.1","S,0609","-2.8","S,0612","","","-0.8","S,0810","","","","","     11.77","S"
"ARM00087497","2010","-33.01","-58.613","22.9","GUALEGUAYCHU, AR","","","","","","","         0","S","         9","S","   -4.1","S,0716, ","","","0.0","S,0629","-4.1","S,0716","","","-1.7","S,0804","","","","","     12.02","S"
"ARM00087497","2012","-33.01","-58.613","22.9","GUALEGUAYCHU, AR","","","","","","","         0","S","        15","S","   -4.8","S,0730, ","","","-4.7","S,0607","-4.7","S,0607","-4.7","S,0607","","","","","","","     12.45","S"
"ARM00087497","2020","-33.01","-58.613","22.9","GUALEGUAYCHU, AR","","","","","","","         0","S","        18","S","   -4.4","S,0714, ","","","-0.7","S,0602","-3.2","S,0614","-4.4","S,0714","-1.0","S,0920","-3.0","S,0820","","","     11.51","S"
"ARM00087497","2022","-33.01","-58.613","22.9","GUALEGUAYCHU, AR","","","","","","","         0","S","        13","S","   -2.7","S,0618,+","","","-1.8","S,0519","-2.7","S,0611","","","-1.1","S,0910","-2.3","S,0819","","","     11.35","S"
