"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00023621","1893","33.51667","-111.7","402.9","GRANITE REEF DAM, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00023621","1900","33.51667","-111.7","402.9","GRANITE REEF DAM, AZ US","","","","","        22","0","        12","0","         0","0","        0","","         0","0","","","","","","","","","","","","","         2"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  24.1"," ,0,1119, ","","","","","","","","","","","","","","","","","","","","","","","    154.5"," ,0","        0"," ,0","","","","","",""
"USC00023621","1901","33.51667","-111.7","402.9","GRANITE REEF DAM, AZ US","   1867.2","","    1867.2","0","        34","0","        20","0","         0","0","        0","","         0","0","         0","0","        14","0","         0","0","       289","0","       156","0","","","","","   -5.6","0,1214, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  22.1"," ,0,0124, ","   45.0","0,0708, ","-1.7","0,1213","-5.6","0,1214","-5.6","0,1214","-1.7","0,0203","-2.8","0,0112","","","","","","","     797.6","6","     797.6","0","    193.2"," ,0","        0"," ,0","     21.21","0","     28.87","0","     13.55","0"
"USC00023621","1902","33.51667","-111.7","402.9","GRANITE REEF DAM, AZ US","","","","","        29","0","        23","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  43.9"," ,0,1213, ","","","","","","","","","","","","","","","","","","","","","","","    252.8"," ,0","        0"," ,0","","","","","",""
"USC00023621","1903","33.51667","-111.7","402.9","GRANITE REEF DAM, AZ US","   1768.5","","    1768.5","0","        20","0","        14","0","         0","0","        0","","         0","0","         0","0","         8","0","         0","0","       305","0","       146","0","","","","","   -1.7","0,0217,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  21.8"," ,0,0201, ","   44.4","0,0822,+","-1.1","0,1224","","","","","0.0","0,0228","","","","","","","","","","","","","    134.8"," ,0","        0"," ,0","     21.20","0","     29.64","0","     12.76","0"
"USC00023621","1905","33.51667","-111.7","402.9","GRANITE REEF DAM, AZ US","   1874.3","","    1874.3","0","        55","0","        37","0","         4","0","        0","","         0","0","         0","0","        12","0","         0","0","       287","0","       151","0","","","         2"," ","   -3.9","0,1226, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  40.4"," ,0,0110, ","   48.3","0,0706, ","-1.7","0,1130","-3.9","0,1226","","","0.0","0,0213","","","","","","","","","","","","","    469.2"," ,0","        0"," ,0","     21.56","0","     29.69","0","     13.42","0"
"USC00023621","1906","33.51667","-111.7","402.9","GRANITE REEF DAM, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     731.5","5","     731.5","0","","","","","","","","","",""
"USC00023621","1907","33.51667","-111.7","402.9","GRANITE REEF DAM, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00023621","1908","33.51667","-111.7","402.9","GRANITE REEF DAM, AZ US","   1688.5","","    1688.5","0","        41","0","        25","0","         5","0","        0","","         0","0","         0","0","         3","0","         0","0","       275","0","       139","0","","","         2"," ","   -0.6","0,0214, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  45.2"," ,0,0728, ","   43.3","0,0709,+","0.0","0,1125","","","","","-0.6","0,0214","","","","","","","","","     726.5","5","     726.5","0","    358.4"," ,0","        0"," ,0","     20.88","0","     28.35","0","     13.40","0"
"USC00023621","1910","33.51667","-111.7","402.9","GRANITE REEF DAM, AZ US","   2098.8","","    2098.8","0","        30","0","        17","0","         0","0","        0","","         0","0","         0","0","        11","0","         0","0","       305","0","       179","0","","","         2"," ","   -3.9","0,0106, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  20.8"," ,0,0714, ","   46.1","0,0530, ","-0.6","0,1229","","","","","-1.7","0,0218","-3.9","0,0106","","","","","","","","","","","    195.3"," ,0","        0"," ,0","     22.23","0","     30.37","0","     14.09","0"
"USC00023621","1911","33.51667","-111.7","402.9","GRANITE REEF DAM, AZ US","   1731.3","","    1731.3","0","        42","0","        24","0","         5","0","        0","","         0","0","         0","0","        27","0","         0","0","       289","0","       153","0","","","","","   -4.4","0,1226,+","     0"," ,0,1231,+","     0","T,0,1225, ","  45.2"," ,0,0702, ","   43.3","0,0819, ","0.0","0,1128","-2.2","0,1129","-4.4","0,1215","0.0","0,0217","-4.4","0,0103","-4.4","0,0103","","","","","     630.3","3","     630.3","0","    362.5"," ,0","        0","T,0","     20.76","0","     28.67","0","     12.86","0"
"USC00023621","1912","33.51667","-111.7","402.9","GRANITE REEF DAM, AZ US","   1584.0","","    1584.0","0","        39","0","        26","0","         2","0","        0","","         0","0","         0","0","        23","0","         0","0","       296","0","       141","0","","","","","   -3.9","0,0101, ","     0"," ,0,1231,+","     0","T,0,1027, ","  36.3"," ,0,0827, ","   45.0","0,0605, ","-0.6","0,1216","","","","","-1.1","0,0226","-3.3","0,0103","","","","","","","     959.4","4","     959.4","0","    290.7"," ,0","        0","T,0","     20.25","0","     28.37","0","     12.12","0"
"USC00023621","1913","33.51667","-111.7","402.9","GRANITE REEF DAM, AZ US","   1652.3","","    1652.3","0","        41","0","        24","0","         3","0","        0","","         0","0","         0","0","        13","0","         0","0","       270","0","       151","0","         1"," ","","","  -10.6","0,0106, ","     0"," ,0,1231,+","     0","T,0,1002,+","  35.6"," ,0,0906, ","   44.4","0,0709,+","0.0","0,1202","","","","","0.0","0,0326","-6.1","0,0108","-6.1","0,0108","-7.8","0,0107","-10.6","0,0106","     989.7","7","     989.7","0","    276.5"," ,0","        0","T,0","     20.24","0","     28.30","0","     12.18","0"
"USC00023621","1914","33.51667","-111.7","402.9","GRANITE REEF DAM, AZ US","   1903.6","","    1903.6","0","        41","0","        28","0","         2","0","        0","","         0","0","         0","0","         8","0","         0","0","       293","0","       156","0","","","","","   -1.1","0,0207,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  49.8"," ,0,1218, ","   45.0","0,0627, ","0.0","0,1208","","","","","-0.6","0,0208","","","","","","","","","     684.9","9","     684.9","0","    316.2"," ,0","        0"," ,0","     21.65","0","     29.36","0","     13.94","0"
"USC00023621","1915","33.51667","-111.7","402.9","GRANITE REEF DAM, AZ US","   1719.3","","    1719.3","0","        44","0","        26","0","         3","0","        0","","         0","0","         0","0","        15","0","         0","0","       275","0","       165","0","","","","","   -3.3","0,1228, ","     0"," ,0,1231,+","     0","T,0,1215,+","  46.2"," ,0,1231, ","   45.0","0,0809, ","0.0","0,1126","-3.3","0,1228","","","-0.6","0,0204","-2.8","0,0118","","","","","","","     886.5","5","     886.5","0","    327.7"," ,0","        0","T,0","     20.53","0","     28.96","0","     12.10","0"
"USC00023621","1916","33.51667","-111.7","402.9","GRANITE REEF DAM, AZ US","   1670.5","","    1670.5","0","        44","0","        28","0","         2","0","        0","","         0","0","         0","0","        22","0","         0","0","       288","0","       154","0","","","         1"," ","   -5.0","0,1212,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.3"," ,0,0908, ","   44.4","0,0615, ","-2.2","0,1113","-2.2","0,1113","-4.4","0,1210","-0.6","0,0202","-2.2","0,0112","","","","","","","     690.0","0","     690.0","0","    311.8"," ,0","        0"," ,0","     20.69","0","     29.13","0","     12.24","0"
