"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NC000915920","1951","-22.267","166.45","72.0","NOUMEA NLLE CALEDO, NC","","","","","         0","G","         0","G","         0","G","       351","G","         0","G","   14.2","G,0624, ","   32.0","G,1210,+","       5.0","0","       5.0","G","     22.62","G","     25.49","G","     19.75","G"
"NC000915920","1952","-22.267","166.45","72.0","NOUMEA NLLE CALEDO, NC","   1740.6","","    1740.6","G","         0","G","         0","G","         0","G","       354","G","         4","G","   13.9","G,0813, ","   32.7","G,0324, ","       2.6","6","       2.6","G","     23.34","G","     26.26","G","     20.43","G"
"NC000915920","1953","-22.267","166.45","72.0","NOUMEA NLLE CALEDO, NC","   1735.8","","    1735.8","G","         0","G","         0","G","         0","G","       355","G","         4","G","   13.8","G,0727, ","   33.1","G,1225,+","       5.4","4","       5.4","G","     23.15","G","     26.22","G","     20.09","G"
"NC000915920","1954","-22.267","166.45","72.0","NOUMEA NLLE CALEDO, NC","   1851.3","","    1851.3","G","         0","G","         0","G","         0","G","       352","G","        11","G","   13.3","G,0910, ","   35.2","G,0108, ","       2.8","8","       2.8","G","     23.04","G","     25.93","G","     20.14","G"
"NC000915920","1955","-22.267","166.45","72.0","NOUMEA NLLE CALEDO, NC","   1689.0","","    1689.0","G","         0","G","         0","G","         0","G","       353","G","         5","G","   13.5","G,0725, ","   33.9","G,0217, ","       3.2","2","       3.2","G","     23.27","G","     26.25","G","     20.29","G"
"NC000915920","1956","-22.267","166.45","72.0","NOUMEA NLLE CALEDO, NC","   1839.5","","    1839.5","G","         0","G","         0","G","         0","G","       355","G","         6","G","   13.9","G,0807, ","   33.2","G,1230, ","       3.5","5","       3.5","G","     23.14","G","     26.10","G","     20.19","G"
"NC000915920","1957","-22.267","166.45","72.0","NOUMEA NLLE CALEDO, NC","   1642.9","","    1642.9","G","         0","G","         0","G","         0","G","       355","G","         5","G","   13.6","G,0621, ","   34.0","G,0216, ","       1.2","2","       1.2","G","     22.92","G","     25.90","G","     19.95","G"
"NC000915920","1958","-22.267","166.45","72.0","NOUMEA NLLE CALEDO, NC","   1822.1","","    1822.1","G","         0","G","         0","G","         0","G","       358","G","         9","G","   15.0","G,0826,+","   33.7","G,0218, ","       0.4","4","       0.4","G","     23.35","G","     26.13","G","     20.57","G"
"NC000915920","1959","-22.267","166.45","72.0","NOUMEA NLLE CALEDO, NC","   1587.3","","    1587.3","G","         0","G","         0","G","         0","G","       353","G","         4","G","   14.2","G,0811, ","   35.3","G,1228, ","       3.7","7","       3.7","G","     22.83","G","     25.53","G","     20.14","G"
"NC000915920","1960","-22.267","166.45","72.0","NOUMEA NLLE CALEDO, NC","   1749.7","","    1749.7","G","         0","G","         0","G","         0","G","       351","G","         3","G","   15.0","G,0703,+","   33.5","G,0124, ","       1.2","2","       1.2","G","     22.80","G","     25.62","G","     19.99","G"
"NC000915920","1961","-22.267","166.45","72.0","NOUMEA NLLE CALEDO, NC","   1560.4","","    1560.4","G","         0","G","         0","G","         0","G","       344","G","         2","G","   13.2","G,0810, ","   34.3","G,1203, ","      11.4","4","      11.4","G","     22.82","G","     25.32","G","     20.31","G"
"NC000915920","1962","-22.267","166.45","72.0","NOUMEA NLLE CALEDO, NC","   1788.4","","    1788.4","G","         0","G","         0","G","         0","G","       346","G","         1","G","   14.5","G,0731, ","   32.6","G,0224, ","       3.5","5","       3.5","G","     23.16","G","     25.86","G","     20.46","G"
