"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NGM00061099","1980","11.883","3.45","202.0","GAYA, NG","        60","S","        44","S","        12","S","","","","","","","","","","","","","  55.1"," ,S,0717, ","","","    804.3"," ,S","","","","","",""
"NGM00061099","1984","11.883","3.45","202.0","GAYA, NG","","","","","","","","","","","         0","S","       330","S","       277","S","","","","","   43.0","S,0404, ","","","","","     35.46","S","",""
"NGM00061099","2010","11.883","3.45","202.0","GAYA, NG","","","","","","","","","","","         0","S","       341","S","       288","S","","","","","   45.0","S,0419, ","","","","","     36.55","S","",""
"NGM00061099","2011","11.883","3.45","202.0","GAYA, NG","","","","","","","","","","","         0","S","       347","S","       301","S","","","","","   45.0","S,0417, ","","","","","     36.67","S","",""
"NGM00061099","2012","11.883","3.45","202.0","GAYA, NG","","","","","","","","","","","         0","S","       351","S","       286","S","","","","","   44.2","S,0422, ","","","","","     36.03","S","",""
"NGM00061099","2013","11.883","3.45","202.0","GAYA, NG","","","","","","","","","","","         0","S","       347","S","       292","S","","","","","   44.0","S,0321, ","","","","","     36.23","S","",""
"NGM00061099","2016","11.883","3.45","202.0","GAYA, NG","","","","","","","         0","S","         0","S","         0","S","       348","S","       286","S","   17.0","S,0131, ","","","   43.6","S,0501, ","","","     30.06","S","     35.94","S","     24.18","S"
"NGM00061099","2017","11.883","3.45","202.0","GAYA, NG","","","","","","","","","","","         0","S","       354","S","       288","S","","","","","   43.5","S,0410, ","","","","","     35.57","S","",""
"NGM00061099","2018","11.883","3.45","202.0","GAYA, NG","","","","","","","","","","","         0","S","       352","S","       288","S","","","","","   44.0","S,0424,+","","","","","     36.00","S","",""
"NGM00061099","2019","11.883","3.45","202.0","GAYA, NG","","","","","","","         0","S","         0","S","         0","S","       351","S","       305","S","   16.7","S,1211, ","","","   44.6","S,0621, ","","","     29.59","S","     35.98","S","     23.20","S"
"NGM00061099","2020","11.883","3.45","202.0","GAYA, NG","","","","","","","","","","","         0","S","       358","S","       291","S","","","","","   45.0","S,0406,+","","","","","     36.14","S","",""
"NGM00061099","2024","11.883","3.45","202.0","GAYA, NG","        70","S","        53","S","        11","S","","","","","","","","","","","",""," 125.0"," ,S,0831, ","","","   1039.0"," ,S","","","","","",""
