"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00025282","1913","33.63333","-112.3","351.1","MARINETTE, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         9"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00025282","1914","33.63333","-112.3","351.1","MARINETTE, AZ US","   1729.3","","    1729.3","0","        32","0","        20","0","         2","0","        0","","         0","0","         0","0","        29","0","         0","0","       271","0","       162","0","","","         7"," ","   -4.4","0,1215, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.0"," ,0,1218, ","   44.4","0,0803,+","-0.6","0,1207","-2.2","0,1208","-4.4","0,1215","0.0","0,0228","-3.9","0,0208","","","","","","","","","    215.2"," ,0","        0"," ,0","     20.59","0","     29.17","0","     12.01","0"
"USC00025282","1915","33.63333","-112.3","351.1","MARINETTE, AZ US","","","","","        32","0","        25","0","         3","0","        0","","         0","0","         0","0","        47","0","","","","","","","","","","","   -5.6","0,1228, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  48.3"," ,0,1230, ","","","0.0","0,1111","-3.9","0,1126","-5.6","0,1228","0.0","0,0309","-2.2","0,0204","","","","","    1067.5","5","    1067.5","0","    314.7"," ,0","        0"," ,0","","","","","      9.80","0"
"USC00025282","1920","33.63333","-112.3","351.1","MARINETTE, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00025282","1922","33.63333","-112.3","351.1","MARINETTE, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00025282","1923","33.63333","-112.3","351.1","MARINETTE, AZ US","","","","","        29","0","        22","0","         3","0","        0","","         0","0","","","","","","","","","","","         1"," ","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  58.4"," ,0,1109, ","","","","","","","","","","","","","","","","","","","","","    290.1"," ,0","        0"," ,0","","","","","",""
"USC00025282","1927","33.63333","-112.3","351.1","MARINETTE, AZ US","","","","","        35","0","        24","0","         0","0","        0","","         0","0","","","","","","","","","","","","","         7"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  17.8"," ,0,1227, ","","","","","","","","","","","","","","","","","","","","","    183.0"," ,0","        0"," ,0","","","","","",""
"USC00025282","1928","33.63333","-112.3","351.1","MARINETTE, AZ US","","","","","        22","0","        15","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  20.3"," ,0,1228, ","","","","","","","","","","","","","","","","","","","","","    115.0"," ,0","        0"," ,0","","","","","",""
"USC00025282","1929","33.63333","-112.3","351.1","MARINETTE, AZ US","","","","","        20","0","        18","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  22.9"," ,0,0117, ","","","","","","","","","","","","","","","","","","","","","    117.1"," ,0","        0"," ,0","","","","","",""
"USC00025282","1930","33.63333","-112.3","351.1","MARINETTE, AZ US","","","","","        22","0","        19","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  22.9"," ,0,0504, ","","","","","","","","","","","","","","","","","","","","","    205.3"," ,0","        0"," ,0","","","","","",""
"USC00025282","1932","33.63333","-112.3","351.1","MARINETTE, AZ US","","","","","","","","","","","        0","","         0","0","","","","","         0","0","       308","0","       181","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   47.2","0,0629, ","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","     31.31","0","",""
"USC00025282","1934","33.63333","-112.3","351.1","MARINETTE, AZ US","   2141.8","","    2141.8","0","        18","0","        14","0","         3","0","        0","","         0","0","         0","0","        40","0","         0","0","       349","0","       226","0","","","         3"," ","   -5.6","0,1203,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  36.8"," ,0,1213, ","   48.3","0,0711, ","0.0","0,1122","-3.3","0,1201","-4.4","0,1202","-1.1","0,0123","-2.2","0,0122","-4.4","0,0119","","","","","","","    192.6"," ,0","        0"," ,0","     22.52","0","     33.64","0","     11.39","0"
"USC00025282","1935","33.63333","-112.3","351.1","MARINETTE, AZ US","   1828.6","","    1828.6","0","        34","0","        23","0","         2","0","        0","","         0","0","         0","0","        32","0","         0","0","       318","0","       174","0","","","         1"," ","   -6.1","0,1106, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  28.4"," ,0,0815, ","   46.7","0,0729,+","0.0","0,1024","-3.9","0,1031","-6.1","0,1106","-0.6","0,0311","-2.8","0,0122","-5.6","0,0121","","","     699.3","3","     699.3","0","    235.6"," ,0","        0"," ,0","     21.02","0","     31.45","0","     10.58","0"
"USC00025282","1937","33.63333","-112.3","351.1","MARINETTE, AZ US","   2085.1","","    2085.1","0","        20","0","        15","0","         1","0","        0","","         0","0","         0","0","        28","0","         0","0","       311","0","       200","0","","","","","   -8.3","0,0124, ","     0"," ,0,1231,+","     0","T,0,0225,+","  26.7"," ,0,0313, ","   47.2","0,0803,+","","","","","","","-0.6","0,0227","-4.4","0,0128","-4.4","0,0128","-8.3","0,0124","","","","","    160.6"," ,0","        0","T,0","     21.87","0","     31.72","0","     12.02","0"
"USC00025282","1938","33.63333","-112.3","351.1","MARINETTE, AZ US","","","","","        23","0","        18","0","         0","0","        0","","         0","0","","","","","         0","0","       316","0","       161","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  22.9"," ,0,0303, ","   45.0","0,0731, ","","","","","","","","","","","","","","","","","","","    177.1"," ,0","        0"," ,0","","","     30.74","0","",""
