"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00045840","1897","32.68167","-116.52083","937.3","MORENA DAM, CA US","","","","","","","         1"," ","","","",""
"USC00045840","1900","32.68167","-116.52083","937.3","MORENA DAM, CA US","        32","6","        25","6","         6","6","","","  90.2"," ,6,0104, ","    467.1"," ,6"
"USC00045840","1949","32.68167","-116.52083","937.3","MORENA DAM, CA US","","","","","","","","","","","    416.6"," ,0"
