"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00315445","1938","35.66667","-78.7","134.1","MC CULLERS 1 W, NC US","       127","6","        78","6","        15","6","","","","","","","","","","","","","  56.4"," ,6,0827, ","","","","","   1246.7"," ,6","",""
"USC00315445","1939","35.66667","-78.7","134.1","MC CULLERS 1 W, NC US","       130","6","        91","6","        15","6","","","         2","6","","","","","","","    51"," ,6,0116, ","  77.0"," ,6,1001, ","","","","","   1424.2"," ,6","       76"," ,6"
"USC00315445","1940","35.66667","-78.7","134.1","MC CULLERS 1 W, NC US","       120","6","        72","6","         7","6","","","         2","6","","","","","","","   178"," ,6,0324, ","  64.8"," ,6,0814, ","","","","","    963.5"," ,6","      343"," ,6"
"USC00315445","1941","35.66667","-78.7","134.1","MC CULLERS 1 W, NC US","        92","6","        64","6","        17","6","","","         1","6","","","","","","","    43"," ,6,0227, ","  69.3"," ,6,0705, ","","","","","   1157.3"," ,6","       43"," ,6"
"USC00315445","1942","35.66667","-78.7","134.1","MC CULLERS 1 W, NC US","       106","6","        80","6","        19","6","","","","","","","","","","","","","  98.3"," ,6,0610, ","","","","","   1411.6"," ,6","",""
"USC00315445","1943","35.66667","-78.7","134.1","MC CULLERS 1 W, NC US","        88","6","        61","6","        17","6","","","","","","","","","","","",""," 116.6"," ,6,0609, ","","","","","   1374.9"," ,6","",""
"USC00315445","1944","35.66667","-78.7","134.1","MC CULLERS 1 W, NC US","       114","6","        77","6","        18","6","","","         1","6","","","","","","","    51"," ,6,0109, ","  97.3"," ,6,0930, ","","","","","   1404.0"," ,6","       51"," ,6"
"USC00315445","1945","35.66667","-78.7","134.1","MC CULLERS 1 W, NC US","       137","6","        94","6","        14","6","","","","","","","","","","","",""," 132.6"," ,6,0804, ","","","","","   1540.4"," ,6","",""
"USC00315445","1946","35.66667","-78.7","134.1","MC CULLERS 1 W, NC US","       129","6","        86","6","        20","6","","","         0","6","","","","","","","     0","T,6,0127, ","  52.6"," ,6,0619, ","","","","","   1352.6"," ,6","        0","T,6"
"USC00315445","1947","35.66667","-78.7","134.1","MC CULLERS 1 W, NC US","       133","6","        91","6","        10","6","","","         0","6","","","","","","","     3"," ,6,1225, "," 134.4"," ,6,0920, ","","","","","   1263.9"," ,6","        3"," ,6"
"USC00315445","1948","35.66667","-78.7","134.1","MC CULLERS 1 W, NC US","       139","0","        94","0","        15","0","","","         4","0","","","","","","","   152"," ,0,0210, ","  89.2"," ,0,0929, ","","","","","   1363.4"," ,0","      368"," ,0"
