"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000HSCO","2000","21.495","-158.0819","298.7","SCHOFIELD BARRACKS HAWAII, HI US","   1335.8","","    1335.8","U","         0","U","         0","U","         0","U","       360","U","         0","U","   11.1","U,0125,+","   31.7","U,0915, ","","","","","     21.97","U","     26.81","U","     17.13","U"
"USR0000HSCO","2001","21.495","-158.0819","298.7","SCHOFIELD BARRACKS HAWAII, HI US","   1368.2","","    1368.2","U","         0","U","         0","U","         0","U","       359","U","         0","U","   10.6","U,0207, ","   31.7","U,0826, ","       1.7","7","       1.7","U","     22.09","U","     26.37","U","     17.82","U"
"USR0000HSCO","2002","21.495","-158.0819","298.7","SCHOFIELD BARRACKS HAWAII, HI US","   1390.7","","    1390.7","U","         0","U","         0","U","         0","U","       358","U","         0","U","   10.6","U,0302, ","   31.7","U,0829, ","      11.6","6","      11.6","U","     22.10","U","     26.76","U","     17.45","U"
"USR0000HSCO","2005","21.495","-158.0819","298.7","SCHOFIELD BARRACKS HAWAII, HI US","   1360.4","","    1360.4","U","         0","U","         0","U","         0","U","       361","U","         1","U","   10.6","U,1225, ","   32.8","U,0925, ","","","","","     22.03","U","     26.66","U","     17.41","U"
"USR0000HSCO","2007","21.495","-158.0819","298.7","SCHOFIELD BARRACKS HAWAII, HI US","   1358.3","","    1358.3","U","         0","U","         0","U","         0","U","       365","U","         1","U","   10.6","U,0204, ","   32.2","U,0316, ","       6.4","4","       6.4","U","     22.04","U","     26.51","U","     17.56","U"
"USR0000HSCO","2008","21.495","-158.0819","298.7","SCHOFIELD BARRACKS HAWAII, HI US","   1298.0","","    1298.0","U","         0","U","         0","U","         0","U","       366","U","         0","U","   11.7","U,0227,+","   31.7","U,0629, ","       0.0","0","       0.0","U","     21.87","U","     26.60","U","     17.15","U"
"USR0000HSCO","2009","21.495","-158.0819","298.7","SCHOFIELD BARRACKS HAWAII, HI US","   1254.0","","    1254.0","U","         0","U","         0","U","         0","U","       358","U","         2","U","    9.4","U,0118, ","   32.8","U,1007, ","      18.4","4","      18.4","U","     21.70","U","     26.40","U","     17.01","U"
"USR0000HSCO","2012","21.495","-158.0819","298.7","SCHOFIELD BARRACKS HAWAII, HI US","   1185.4","","    1185.4","U","         0","U","         0","U","         0","U","       362","U","         0","U","   11.7","U,0209, ","   30.6","U,1009, ","","","","","     21.56","U","     26.02","U","     17.10","U"
"USR0000HSCO","2013","21.495","-158.0819","298.7","SCHOFIELD BARRACKS HAWAII, HI US","   1262.7","","    1262.7","U","         0","U","         0","U","         0","U","       361","U","         0","U","   11.1","U,0308,+","   30.6","U,1026,+","       8.5","5","       8.5","U","     21.76","U","     26.41","U","     17.10","U"
"USR0000HSCO","2014","21.495","-158.0819","298.7","SCHOFIELD BARRACKS HAWAII, HI US","   1323.3","","    1323.3","U","         0","U","         0","U","         0","U","       358","U","         0","U","   11.1","U,0123, ","   30.0","U,1001,+","       5.8","8","       5.8","U","     21.94","U","     25.87","U","     18.01","U"
"USR0000HSCO","2015","21.495","-158.0819","298.7","SCHOFIELD BARRACKS HAWAII, HI US","   1377.7","","    1377.7","U","         0","U","         0","U","         0","U","       353","U","         0","U","   10.6","U,0310,+","   31.1","U,0828, ","      19.2","2","      19.2","U","     22.06","U","     25.84","U","     18.28","U"
