"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SWE00137594","1945","55.87","13.25","55.0","TROLLENAS, SW","","","","","       154","E","        89","E","         2","E","","","","","","","","","","","","","  34.8"," ,E,0627, ","","","","","","","","","","","","","","","","","","","    837.2"," ,E","","","","","",""
"SWE00137594","1946","55.87","13.25","55.0","TROLLENAS, SW","","","","","       136","E","        84","E","         2","E","","","","","","","","","","","","","  77.7"," ,E,0715, ","","","","","","","","","","","","","","","","","","","    736.6"," ,E","","","","","",""
"SWE00137594","1948","55.87","13.25","55.0","TROLLENAS, SW","","","","","       145","E","        77","E","         1","E","","","","","","","","","","","","","  29.3"," ,E,0529, ","","","","","","","","","","","","","","","","","","","    616.0"," ,E","","","","","",""
"SWE00137594","1970","55.87","13.25","55.0","TROLLENAS, SW","","","","","       143","E","        90","E","         1","E","","","","","","","","","","","","","  26.4"," ,E,1101, ","","","","","","","","","","","","","","","","","","","    718.2"," ,E","","","","","",""
"SWE00137594","1971","55.87","13.25","55.0","TROLLENAS, SW","","","","","       133","E","        79","E","         0","E","","","","","","","","","","","","","  20.4"," ,E,1012, ","","","","","","","","","","","","","","","","","","","    629.5"," ,E","","","","","",""
"SWE00137594","1972","55.87","13.25","55.0","TROLLENAS, SW","     38.2","","      38.2","E","       120","E","        76","E","         3","E","         0","E","       104","E","        23","E","        41","E","         0","E","  -14.0","E,0202, ","  53.0"," ,E,0709, ","   30.0","E,0718, ","0.0","E,0928","-2.9","E,1019","-4.9","E,1022","-1.5","E,0428","-5.0","E,0425","-5.0","E,0425","-10.0","E,0314","-10.0","E,0314","    588.8"," ,E","      7.53","E","     11.17","E","      3.90","E"
