"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MGM00044241","1969","48.917","106.067","807.0","BARUUNHARAA, MG","       121","S","        78","S","         8","S","   37.2","S,0620, ","      5.48","S"
"MGM00044241","2005","48.917","106.067","807.0","BARUUNHARAA, MG","       124","S","        99","S","        10","S","   39.0","S,0715, ","      6.27","S"
"MGM00044241","2006","48.917","106.067","807.0","BARUUNHARAA, MG","       110","S","       102","S","         7","S","   36.0","S,0810, ","      8.21","S"
"MGM00044241","2007","48.917","106.067","807.0","BARUUNHARAA, MG","       115","S","       108","S","        19","S","   40.6","S,0726, ","      9.98","S"
"MGM00044241","2008","48.917","106.067","807.0","BARUUNHARAA, MG","       109","S","        94","S","        13","S","   38.6","S,0607, ","      7.85","S"
"MGM00044241","2010","48.917","106.067","807.0","BARUUNHARAA, MG","       129","S","        98","S","         9","S","   39.1","S,0626, ","      6.23","S"
"MGM00044241","2011","48.917","106.067","807.0","BARUUNHARAA, MG","       123","S","        95","S","         6","S","   34.0","S,0820, ","      6.89","S"
"MGM00044241","2013","48.917","106.067","807.0","BARUUNHARAA, MG","       112","S","        96","S","         1","S","   32.3","S,0621, ","      7.31","S"
"MGM00044241","2014","48.917","106.067","807.0","BARUUNHARAA, MG","       108","S","       106","S","         8","S","   35.4","S,0725, ","      8.60","S"
"MGM00044241","2015","48.917","106.067","807.0","BARUUNHARAA, MG","       124","S","       114","S","        21","S","   38.8","S,0706, ","      8.32","S"
"MGM00044241","2016","48.917","106.067","807.0","BARUUNHARAA, MG","       130","S","       105","S","        10","S","   38.5","S,0802, ","      6.41","S"
"MGM00044241","2017","48.917","106.067","807.0","BARUUNHARAA, MG","       124","S","       110","S","        21","S","   38.9","S,0626, ","      8.12","S"
"MGM00044241","2018","48.917","106.067","807.0","BARUUNHARAA, MG","       114","S","       108","S","         8","S","   36.0","S,0601, ","      8.01","S"
"MGM00044241","2019","48.917","106.067","807.0","BARUUNHARAA, MG","       105","S","       111","S","        22","S","   35.8","S,0621, ","      9.20","S"
"MGM00044241","2020","48.917","106.067","807.0","BARUUNHARAA, MG","       115","S","       110","S","         9","S","   36.1","S,0722, ","      8.79","S"
"MGM00044241","2022","48.917","106.067","807.0","BARUUNHARAA, MG","       108","S","        98","S","        10","S","   36.7","S,0702, ","      8.28","S"
"MGM00044241","2023","48.917","106.067","807.0","BARUUNHARAA, MG","       114","S","        86","S","        10","S","   37.3","S,0622, ","      7.83","S"
