"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00093947","2011","30.24333","-98.90972","516.6","FREDERICKSBURG GILLESPIE CO AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","         1"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093947","2012","30.24333","-98.90972","516.6","FREDERICKSBURG GILLESPIE CO AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","        22"," ","         2"," ","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093947","2013","30.24333","-98.90972","516.6","FREDERICKSBURG GILLESPIE CO AIRPORT, TX US","       2.9","W","   1333.2","","    1333.2","W","        61","W","        33","W","         5","W","         0","W","        55","W","         1","W","       254","W","        98","W","        65"," ","         9"," ","        35"," ","   -6.6","W,0306,+","  71.4"," ,W,1013, ","   39.4","W,0629, ","-2.7","W,1113","-2.7","W,1113","-5.5","W,1207","","","","","-3.8","W,0326","-3.8","W,0326","-6.6","W,0306","","","","","","","","","    513.6"," ,W","     18.50","W","     25.18","W","     11.83","W","       290","W","      15.7","W"
"USW00093947","2014","30.24333","-98.90972","516.6","FREDERICKSBURG GILLESPIE CO AIRPORT, TX US","       3.0","W","   1291.5","","    1291.5","W","        51","W","        28","W","         7","W","         0","W","        52","W","         0","W","       258","W","        79","W","        70"," ","        10"," ","        41"," ","   -9.3","W,0107, ","  85.3"," ,W,1011, ","   37.2","W,0826, ","-0.5","W,1112","-3.2","W,1114","-5.5","W,1118","","","","","-0.5","W,0317","-7.1","W,0303","-7.1","W,0303","-7.1","W,0303","-9.3","W,0107","    1324.8","8","    1324.8","W","    548.4"," ,W","     18.43","W","     24.97","W","     11.88","W","       340","W","      12.1","W"
"USW00093947","2015","30.24333","-98.90972","516.6","FREDERICKSBURG GILLESPIE CO AIRPORT, TX US","       2.5","W","   1301.6","","    1301.6","W","        86","W","        43","W","        10","W","         0","W","        45","W","         2","W","       272","W","        81","W","        83"," ","        10"," ","        46"," ","   -7.1","W,0306,+","  81.8"," ,W,1024, ","   38.3","W,0812,+","0.0","W,1121","-2.7","W,1122","","","","","","","-7.1","W,0306","-7.1","W,0306","-7.1","W,0306","-7.1","W,0306","","","    1228.4","4","    1228.4","W","    683.2"," ,W","     18.65","W","     24.90","W","     12.39","W","       350","W","      13.0","W"
"USW00093947","2016","30.24333","-98.90972","516.6","FREDERICKSBURG GILLESPIE CO AIRPORT, TX US","       2.6","W","   1271.3","","    1271.3","W","        73","W","        43","W","         8","W","         0","W","        34","W","         0","W","       275","W","        68","W","        83"," ","        10"," ","        46"," ","   -7.1","W,1219, ","  54.6"," ,W,0518, ","   38.3","W,0812, ","-2.1","W,1120","-2.7","W,1210","-6.6","W,1218","-7.1","W,1219","","","0.0","W,0325","-3.2","W,0209","-6.6","W,0207","","","","","     997.5","5","     997.5","W","    706.2"," ,W","     19.18","W","     25.44","W","     12.93","W","       330","W","      12.5","W"
"USW00093947","2017","30.24333","-98.90972","516.6","FREDERICKSBURG GILLESPIE CO AIRPORT, TX US","       2.8","W","   1283.4","","    1283.4","W","        63","W","        38","W","         6","W","         0","W","        27","W","         0","W","       293","W","        82","W","        71"," ","        14"," ","        32"," ","  -10.5","W,0108,+"," 103.1"," ,W,0807, ","   38.3","W,0729, ","-0.5","W,1028","-3.2","W,1208","","","","","","","-0.5","W,0303","-2.7","W,0127","-10.5","W,0108","-10.5","W,0108","-10.5","W,0108","     707.0","0","     707.0","W","    576.7"," ,W","     19.55","W","     26.10","W","     13.00","W","       310","W","      13.4","W"
"USW00093947","2018","30.24333","-98.90972","516.6","FREDERICKSBURG GILLESPIE CO AIRPORT, TX US","       2.6","W","   1452.3","","    1452.3","W","        81","W","        41","W","         7","W","         0","W","        39","W","         2","W","       246","W","        98","W","        73"," ","        11"," ","        31"," ","   -9.3","W,0117, ","  56.6"," ,W,0504, ","   41.1","W,0723, ","-4.3","W,1113","-4.3","W,1113","-6.0","W,1114","","","","","0.0","W,0314","-4.9","W,0212","-4.9","W,0212","-9.3","W,0117","-9.3","W,0117","    1050.6","6","    1050.6","W","    601.4"," ,W","     18.97","W","     25.20","W","     12.74","W","       310","W","      13.9","W"
"USW00093947","2019","30.24333","-98.90972","516.6","FREDERICKSBURG GILLESPIE CO AIRPORT, TX US","       2.8","W","   1402.8","","    1402.8","W","        70","W","        34","W","         6","W","         0","W","        41","W","         0","W","       264","W","       103","W","        72"," ","         9"," ","        35"," ","   -8.2","W,1219, ","  59.7"," ,W,0503, ","   37.8","W,0816,+","-2.1","W,1031","-3.8","W,1101","-7.7","W,1218","-7.7","W,1218","","","-3.8","W,0306","-3.8","W,0306","-6.0","W,0305","","","","","    1190.1","1","    1190.1","W","    545.1"," ,W","     19.00","W","     25.40","W","     12.61","W","        40","W","      19.7","W"
"USW00093947","2020","30.24333","-98.90972","516.6","FREDERICKSBURG GILLESPIE CO AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","        60"," ","         9"," ","        22"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    1038.0","0","    1038.0","W","","","","","","","","","","","",""
