"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AGE00147709","1880","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","        63","E","        44","E","         3","E","","","","","","","","","","","","","  44.0"," ,E,0129, ","","","","","","","","","","","","","","","","","","","    428.4"," ,E","","","","","",""
"AGE00147709","1881","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","        95","E","        64","E","         4","E","","","","","","","","","","","","","  41.0"," ,E,1030, ","","","","","","","","","","","","","","","","","","","    718.1"," ,E","","","","","",""
"AGE00147709","1882","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","        62","E","        48","E","         4","E","","","","","","","","","","","","","  60.6"," ,E,1216, ","","","","","","","","","","","","","","","","","","","    662.9"," ,E","","","","","",""
"AGE00147709","1883","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","       108","E","        74","E","         4","E","","","","","","","","","","","","","  52.8"," ,E,0114, ","","","","","","","","","","","","","","","","","","","    864.4"," ,E","","","","","",""
"AGE00147709","1884","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","       110","E","        85","E","         8","E","         0","E","         4","E","","","","","","","   -2.4","E,1223, ","  62.4"," ,E,0307, ","","","-2.0","E,1222","-2.4","E,1223","-0.1","E,0109","","","","","","","","","","","   1144.1"," ,E","","","","","      9.47","E"
"AGE00147709","1885","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","        95","E","        79","E","         4","E","","","","","","","","","","","","","  38.2"," ,E,0929, ","","","","","","","","","","","","","","","","","","","    911.0"," ,E","","","","","",""
"AGE00147709","1886","36.63","4.2","942.0","FORT NATIONAL, AG","    451.4","","     451.4","E","       110","E","        86","E","        15","E","         0","E","        22","E","         0","E","       145","E","        11","E","   -2.0","E,0206,+","  96.2"," ,E,1119, ","   38.0","E,0730, ","0.0","E,1202","","","-1.8","E,0414","","","","","","","    2079.0","0","    2079.0","E","   1228.7"," ,E","     13.89","E","     18.15","E","      9.62","E"
"AGE00147709","1887","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","        92","E","        69","E","         6","E","","","","","         0","E","       138","E","        21","E","","","  52.0"," ,E,1027, ","   39.0","E,0731, ","","","","","","","","","","","","","","","","","    868.7"," ,E","","","     18.33","E","",""
"AGE00147709","1888","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","       102","E","        74","E","         8","E","","","","","         0","E","       123","E","        12","E","","","  45.2"," ,E,0416, ","   37.0","E,0729, ","","","","","","","","","","","","","","","","","    882.5"," ,E","","","     17.64","E","",""
"AGE00147709","1889","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","        94","E","        82","E","         8","E","         0","E","        36","E","         0","E","       114","E","        27","E","   -4.0","E,0330,+","  59.9"," ,E,0507, ","   37.0","E,0819,+","-1.0","E,1129","","","0.0","E,0412","-4.0","E,0330","","","","","","","","","   1171.1"," ,E","     13.31","E","     17.54","E","      9.08","E"
"AGE00147709","1890","36.63","4.2","942.0","FORT NATIONAL, AG","    481.2","","     481.2","E","       111","E","        92","E","        13","E","         0","E","        21","E","         0","E","       117","E","        16","E","   -4.0","E,0303,+","  59.0"," ,E,0228, ","   42.0","E,0818, ","-1.0","E,1030","","","0.0","E,0320","-4.0","E,0303","","","","","","","","","   1230.4"," ,E","     13.35","E","     17.43","E","      9.26","E"
"AGE00147709","1892","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","","","","","","","","","","","         0","E","       139","E","        33","E","","","","","   38.0","E,0731, ","","","","","","","","","","","","","","","","","","","","","     19.21","E","",""
"AGE00147709","1893","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","        75","E","        53","E","         6","E","         0","E","        21","E","","","","","","","   -4.0","E,0117, ","  48.3"," ,E,1221, ","","","-2.0","E,1125","","","-2.0","E,0208","-3.0","E,0119","","","","","","","","","    660.1"," ,E","","","","","     10.67","E"
"AGE00147709","1895","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","        90","E","        67","E","         4","E","         0","E","        16","E","","","","","","","   -5.0","E,0130, ","  42.0"," ,E,0130, ","","","","","","","-1.0","E,0307","-4.0","E,0306","-5.0","E,0130","","","","","","","    751.7"," ,E","","","","","     11.01","E"
"AGE00147709","1897","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","        77","E","        52","E","         6","E","         0","E","        12","E","         0","E","       133","E","        17","E","   -4.0","E,0126, ","  66.0"," ,E,0124, ","   38.0","E,0720, ","0.0","E,1204","","","0.0","E,0223","-4.0","E,0126","","","","","","","","","    736.2"," ,E","     14.73","E","     18.81","E","     10.66","E"
"AGE00147709","1898","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","       106","E","        81","E","        19","E","","","","","","","","","","","","","  81.0"," ,E,0426, ","","","","","","","","","","","","","","","    1979.9","9","    1979.9"," ","   1446.8"," ,E","","","","","",""
"AGE00147709","1899","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","        84","E","        60","E","         7","E","","","","","         0","E","       156","E","        12","E","","","  50.0"," ,E,1209, ","   40.0","E,0811, ","","","","","","","","","","","","","","","","","    786.8"," ,E","","","     19.62","E","",""
"AGE00147709","1900","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","        93","E","        73","E","        11","E","","","","","","","","","","","","","  68.0"," ,E,1110, ","","","","","","","","","","","","","","","","","","","   1113.9"," ,E","","","","","",""
"AGE00147709","1903","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","        80","E","        52","E","         8","E","","","","","         0","E","       122","E","        13","E","","","  46.6"," ,E,1218, ","   39.0","E,0717, ","","","","","","","","","","","","","","","","","    741.2"," ,E","","","     18.12","E","",""
"AGE00147709","1904","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","       103","E","        83","E","        15","E","","","","","         0","E","       138","E","        27","E","","","  57.4"," ,E,0204, ","   37.0","E,0813, ","","","","","","","","","","","","","","","","","   1364.4"," ,E","","","     18.65","E","",""
"AGE00147709","1905","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","        91","E","        73","E","        10","E","","","","","         0","E","       123","E","        37","E","","","  70.2"," ,E,0527, ","   38.0","E,0825,+","","","","","","","","","","","","","","","","","   1048.7"," ,E","","","     18.52","E","",""
"AGE00147709","1906","36.63","4.2","942.0","FORT NATIONAL, AG","","","","","       104","E","        90","E","        14","E","         0","E","        39","E","         0","E","       136","E","        22","E","   -5.0","E,0125,+","  64.6"," ,E,0130, ","   37.0","E,0814,+","0.0","E,1220","-4.0","E,1230","0.0","E,0331","-3.0","E,0213","-5.0","E,0125","","","","","","","   1301.3"," ,E","     13.85","E","     18.27","E","      9.43","E"
"AGE00147709","1907","36.63","4.2","942.0","FORT NATIONAL, AG","    541.6","","     541.6","E","        99","E","        86","E","        15","E","         0","E","        38","E","         1","E","       140","E","        18","E","   -7.0","E,0204, ","  77.4"," ,E,0215, ","   37.0","E,0806,+","-2.0","E,1228","","","0.0","E,0316","-3.0","E,0314","-5.0","E,0206","-7.0","E,0204","","","","","   1308.9"," ,E","     14.10","E","     18.50","E","      9.71","E"
"AGE00147709","1908","36.63","4.2","942.0","FORT NATIONAL, AG","    552.4","","     552.4","E","       113","E","        98","E","        15","E","         0","E","        22","E","         0","E","       146","E","         8","E","   -6.0","E,0204, ","  65.0"," ,E,1226, ","   36.0","E,0806, ","","","","","0.0","E,0409","-4.0","E,0207","-6.0","E,0204","","","    2016.0","0","    2016.0","E","   1469.3"," ,E","     14.26","E","     18.56","E","      9.95","E"
