"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00022508","1939","21.48722","-158.02806","257.9","WHEELER ARMY AIR FIELD 810.1, HI US","   1233.9","","    1233.9","6","       214","6","        85","6","         8","6","","","","","         0","6","         0","6","         0","6","       361","6","         0","6","","","","","   14.4","6,1221,+","","","",""," 132.8"," ,6,1023, ","   29.4","6,1002,+","","","","","   1118.4"," ,6","","","     21.72","6","     25.13","6","     18.30","6","","","",""
"USW00022508","1940","21.48722","-158.02806","257.9","WHEELER ARMY AIR FIELD 810.1, HI US","   1526.0","","    1526.0","6","       172","6","        77","6","         5","6","","","","","         0","6","         0","6","         0","6","       363","6","         0","6","","","","","   11.7","6,0225,+","","","",""," 184.4"," ,6,1120, ","   31.7","6,1021, ","       2.8","8","       2.8","6","    913.9"," ,6","","","     22.48","6","     26.36","6","     18.60","6","","","",""
"USW00022508","1941","21.48722","-158.02806","257.9","WHEELER ARMY AIR FIELD 810.1, HI US","   1373.0","","    1373.0","6","       162","6","        63","6","         5","6","","","","","         0","6","         0","6","         0","6","       360","6","         0","6","","","","","   12.2","6,1231, ","","","","","  61.7"," ,6,0625, ","   31.1","6,0825,+","       9.1","1","       9.1","6","    677.2"," ,6","","","     22.06","6","     25.70","6","     18.42","6","","","",""
"USW00022508","1942","21.48722","-158.02806","257.9","WHEELER ARMY AIR FIELD 810.1, HI US","   1448.8","","    1448.8","6","       168","6","        75","6","        12","6","","","","","         0","6","         0","6","         0","6","       358","6","         0","6","","","","","   11.7","6,0103, ","","","","","  87.4"," ,6,1029, ","   31.7","6,0922, ","      17.5","5","      17.5","6","   1040.3"," ,6","","","     22.25","6","     26.01","6","     18.50","6","","","",""
"USW00022508","1943","21.48722","-158.02806","257.9","WHEELER ARMY AIR FIELD 810.1, HI US","   1499.2","","    1499.2","6","       190","6","        74","6","         7","6","","","","","         0","6","         0","6","         0","6","       361","6","         0","6","","","","","   11.7","6,0301,+","","","","","  58.7"," ,6,0113, ","   31.1","6,0605, ","      10.9","9","      10.9","6","    866.2"," ,6","","","     22.40","6","     26.32","6","     18.47","6","","","",""
"USW00022508","1944","21.48722","-158.02806","257.9","WHEELER ARMY AIR FIELD 810.1, HI US","   1357.7","","    1357.7","6","       167","6","        51","6","         6","6","","","","","         0","6","         0","6","         0","6","       364","6","         0","6","","","","","   12.8","6,0326, ","","","","","  82.6"," ,6,0303, ","   30.0","6,1010,+","       1.4","4","       1.4","6","    715.2"," ,6","","","     22.03","6","     25.92","6","     18.14","6","","","",""
"USW00022508","1945","21.48722","-158.02806","257.9","WHEELER ARMY AIR FIELD 810.1, HI US","   1510.8","","    1510.8","6","       164","6","        59","6","        10","6","","","","","         0","6","         0","6","         0","6","       363","6","         0","6","","","","","   12.8","6,1216, ","","","",""," 136.4"," ,6,0423, ","   30.0","6,0704,+","       0.0","0","       0.0","6","   1058.9"," ,6","","","     22.47","6","     26.66","6","     18.27","6","","","",""
"USW00022508","1946","21.48722","-158.02806","257.9","WHEELER ARMY AIR FIELD 810.1, HI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       1.1","1","       1.1"," ","","","","","","","","","","","","","",""
"USW00022508","1947","21.48722","-158.02806","257.9","WHEELER ARMY AIR FIELD 810.1, HI US","   1441.8","","    1441.8","6","       152","6","        72","6","         2","6","","","","","         0","6","         0","6","         0","6","       358","6","         0","6","","","","","   11.1","6,0104, ","","","","","  30.2"," ,6,0331, ","   30.0","6,1010,+","","","","","    637.8"," ,6","","","     22.23","6","     26.29","6","     18.17","6","","","",""
"USW00022508","1948","21.48722","-158.02806","257.9","WHEELER ARMY AIR FIELD 810.1, HI US","","","","","       209","6","        98","6","        12","6","","","","","","","","","","","","","","","","","","","","","","","","","  87.6"," ,6,0127, ","","","      11.7","7","      11.7","6","   1279.9"," ,6","","","","","","","","","","","",""
