"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CBGR","1993","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    668.2","","     668.2","U","         0","U","        23","U","         0","U","       196","U","        72","U","   -3.9","U,1225, ","   38.9","U,0802,+","0.0","U,1122","-2.2","U,1123","","","","","0.0","U,0125","-2.8","U,0105","","","    1556.0","0","","","     15.83","U","     22.31","U","      9.35","U"
"USR0000CBGR","1994","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    756.5","","     756.5","U","         0","U","        19","U","         0","U","       206","U","        81","U","   -2.8","U,1209, ","   39.4","U,0921, ","-0.6","U,1113","-2.8","U,1209","","","","","0.0","U,0323","","","","","    1491.4","4","    1491.4","U","     15.83","U","     22.69","U","      8.97","U"
"USR0000CBGR","1995","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1704.1","1","    1704.1"," ","","","","","",""
"USR0000CBGR","1996","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    868.4","","     868.4","U","         0","U","         8","U","         0","U","       212","U","        86","U","   -3.3","U,0226, ","   42.8","U,0810, ","-0.6","U,1202","","","","","","","-1.1","U,0323","-3.3","U,0226","","","","","","","     17.14","U","     23.80","U","     10.48","U"
"USR0000CBGR","1997","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1158.2","2","    1158.2"," ","","","","","",""
"USR0000CBGR","1998","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    676.2","","     676.2","U","         0","U","        14","U","         0","U","       166","U","        61","U","   -6.7","U,1223, ","   42.8","U,0804, ","-1.1","U,1204","-2.2","U,1206","-4.4","U,1221","-6.7","U,1223","-0.6","U,0304","","","","","","","","","     15.33","U","     21.18","U","      9.48","U"
"USR0000CBGR","1999","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    697.3","","     697.3","U","         0","U","        17","U","         0","U","       204","U","        71","U","   -3.9","U,0110, ","   41.1","U,0712, ","0.0","U,1216","","","","","","","-2.2","U,0409","-2.2","U,0409","","","    1786.8","8","    1786.8","U","     15.82","U","     22.78","U","      8.86","U"
"USR0000CBGR","2000","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    753.3","","     753.3","U","         0","U","         8","U","         0","U","       195","U","        75","U","   -1.1","U,1116,+","   41.1","U,0614, ","-0.6","U,1111","","","","","","","-0.6","U,0224","","","","","    1351.7","7","    1351.7","U","     16.15","U","     22.71","U","      9.59","U"
"USR0000CBGR","2001","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    907.3","","     907.3","U","         0","U","        13","U","         0","U","       211","U","        94","U","   -1.1","U,0214,+","   41.7","U,0703, ","-0.6","U,1204","","","","","","","-0.6","U,0408","","","","","    1566.9","9","    1566.9","U","     16.89","U","     23.75","U","     10.03","U"
"USR0000CBGR","2002","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    820.1","","     820.1","U","         0","U","        19","U","         0","U","       213","U","        85","U","   -4.4","U,0129, ","   42.8","U,0710, ","","","","","","","","","-0.6","U,0315","-3.3","U,0308","-4.4","U,0129","    1478.1","1","    1478.1","U","     16.45","U","     23.51","U","      9.38","U"
"USR0000CBGR","2003","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    912.2","","     912.2","U","         0","U","        10","U","         0","U","       182","U","        88","U","   -2.8","U,1227, ","   41.1","U,0728,+","-0.6","U,1122","-2.8","U,1227","","","","","-0.6","U,0405","","","","","    1505.8","8","    1505.8","U","     16.49","U","     23.22","U","      9.76","U"
"USR0000CBGR","2004","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    837.7","","     837.7","U","         0","U","        13","U","         0","U","       209","U","        82","U","   -2.2","U,0104, ","   40.0","U,0811, ","-1.7","U,1129","","","","","","","0.0","U,0125","-2.2","U,0104","","","    1385.3","3","    1385.3","U","     16.70","U","     23.46","U","      9.93","U"
"USR0000CBGR","2005","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    820.4","","     820.4","U","         0","U","        10","U","         0","U","       204","U","        78","U","   -2.2","U,1216, ","   42.2","U,0716, ","-0.6","U,1127","-2.2","U,1216","","","","","0.0","U,0120","","","","","    1581.1","1","    1581.1","U","     16.64","U","     23.48","U","      9.81","U"
"USR0000CBGR","2006","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    907.9","","     907.9","U","         0","U","        11","U","         0","U","       192","U","        86","U","   -0.6","U,1218,+","   42.8","U,0723,+","0.0","U,1125","","","","","","","-0.6","U,0221","","","","","    1449.0","0","    1449.0","U","     16.51","U","     22.82","U","     10.19","U"
"USR0000CBGR","2007","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    747.2","","     747.2","U","         0","U","        15","U","         0","U","       206","U","        66","U","   -5.0","U,0114, ","   40.6","U,0705, ","0.0","U,1130","","","","","","","0.0","U,0418","-3.3","U,0116","-5.0","U,0114","    1420.7","7","    1420.7","U","     16.37","U","     23.07","U","      9.68","U"
"USR0000CBGR","2008","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    921.4","","     921.4","U","         0","U","        11","U","         0","U","       204","U","        98","U","   -2.8","U,1218, ","   42.8","U,0708, ","0.0","U,1207","-2.8","U,1218","","","","","-2.2","U,0420","-2.2","U,0420","","","    1593.8","8","    1593.8","U","     16.58","U","     23.30","U","      9.85","U"
"USR0000CBGR","2009","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    872.4","","     872.4","U","         0","U","        14","U","         0","U","       202","U","        88","U","   -4.4","U,1209, ","   41.7","U,0628, ","-2.2","U,1206","-2.2","U,1206","-4.4","U,1209","","","-0.6","U,0310","-2.2","U,0104","","","    1497.4","4","    1497.4","U","     16.49","U","     23.22","U","      9.76","U"
"USR0000CBGR","2010","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    753.6","","     753.6","U","         0","U","         8","U","         0","U","       182","U","        76","U","   -2.8","U,1230,+","   41.7","U,0825, ","-2.2","U,1123","-2.2","U,1123","","","","","","","","","","","    1653.9","9","    1653.9","U","     15.96","U","     22.20","U","      9.73","U"
"USR0000CBGR","2011","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    740.8","","     740.8","U","         0","U","        14","U","         0","U","       177","U","        80","U","   -3.9","U,0110, ","   41.7","U,0909, ","-0.6","U,1213","","","","","","","-1.1","U,0408","-2.2","U,0226","","","    1682.8","8","    1682.8","U","     15.70","U","     22.26","U","      9.14","U"
"USR0000CBGR","2012","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    935.4","","     935.4","U","         0","U","        11","U","         0","U","       197","U","        98","U","   -4.4","U,0117,+","   42.2","U,0811, ","0.0","U,1214","","","","","","","0.0","U,0406","-4.4","U,0117","-4.4","U,0117","    1485.1","1","    1485.1","U","     16.87","U","     23.55","U","     10.18","U"
"USR0000CBGR","2013","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    855.0","","     855.0","U","         0","U","        21","U","         0","U","       224","U","        79","U","   -5.0","U,1208, ","   42.8","U,0608, ","-1.7","U,1204","-2.8","U,1205","-5.0","U,1208","","","0.0","U,0221","-2.2","U,0115","","","    1358.4","4","    1358.4","U","     17.06","U","     24.29","U","      9.83","U"
"USR0000CBGR","2014","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","   1008.1","","    1008.1","U","         0","U","         4","U","         0","U","       232","U","        99","U","   -0.6","U,1227,+","   41.1","U,0801, ","-0.6","U,1227","","","","","","","-0.6","U,0205","","","","","    1118.4","4","    1118.4","U","     18.09","U","     24.75","U","     11.44","U"
"USR0000CBGR","2015","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    972.5","","     972.5","U","         0","U","        11","U","         0","U","       233","U","        90","U","   -2.2","U,0102, ","   41.1","U,0729, ","0.0","U,1126","","","","","","","-0.6","U,0103","-2.2","U,0102","","","    1067.1","1","    1067.1","U","     17.73","U","     24.64","U","     10.83","U"
"USR0000CBGR","2016","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    884.2","","     884.2","U","         0","U","         7","U","         0","U","       220","U","        90","U","   -2.2","U,1218, ","   40.6","U,0729, ","-0.6","U,1217","-2.2","U,1218","","","","","0.0","U,0203","","","","","    1278.2","2","    1278.2","U","     17.24","U","     23.74","U","     10.75","U"
"USR0000CBGR","2017","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","   1068.9","","    1068.9","U","         0","U","         7","U","         0","U","       200","U","        93","U","   -1.1","U,0116,+","   42.8","U,0828, ","0.0","U,1222","","","","","","","0.0","U,0228","","","","","    1449.2","2","    1449.2","U","     17.53","U","     23.87","U","     11.19","U"
"USR0000CBGR","2018","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    898.4","","     898.4","U","         0","U","         8","U","         0","U","       220","U","        85","U","   -3.3","U,0220, ","   41.1","U,0725, ","","","","","","","","","-0.6","U,0305","-3.3","U,0220","","","    1293.8","8","    1293.8","U","     17.29","U","     24.07","U","     10.51","U"
"USR0000CBGR","2019","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","    861.4","","     861.4","U","         0","U","         4","U","         0","U","       205","U","        75","U","   -1.1","U,0207, ","   40.0","U,0815, ","","","","","","","","","0.0","U,0221","","","","","    1339.0","0","    1339.0","U","     16.90","U","     23.26","U","     10.54","U"
"USR0000CBGR","2020","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","   1133.5","","    1133.5","U","         0","U","         4","U","         0","U","       217","U","       109","U","   -1.1","U,0203, ","   43.3","U,0906, ","0.0","U,1110","","","","","","","0.0","U,0326","","","","","    1268.0","0","    1268.0","U","     17.93","U","     24.76","U","     11.11","U"
"USR0000CBGR","2021","39.3975","-121.3861","244.8","BANGOR CALIFORNIA, CA US","   1077.8","","    1077.8","U","         0","U","         8","U","         0","U","       213","U","        99","U","   -2.2","U,0126, ","   43.3","U,0710, ","-1.1","U,1217","","","","","","","0.0","U,0316","-2.2","U,0126","","","    1239.1","1","    1239.1","U","     17.53","U","     24.18","U","     10.88","U"
