"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MYM00096421","2001","2.262","111.985","37.2","SIBU, MY","","","","","","","","","","","","","","","         0","S","       352","S","       219","S","","","","","   36.6","S,0829, ","","","","","     32.47","S","",""
"MYM00096421","2004","2.262","111.985","37.2","SIBU, MY","","","","","       209","S","       157","S","        55","S","","","","","","","","","","","",""," 198.9"," ,S,0126, ","","","   4260.0"," ,S","","","","","",""
"MYM00096421","2005","2.262","111.985","37.2","SIBU, MY","","","","","       195","S","       151","S","        33","S","","","","","","","","","","","",""," 115.1"," ,S,0105, ","","","   3046.4"," ,S","","","","","",""
"MYM00096421","2006","2.262","111.985","37.2","SIBU, MY","","","","","       200","S","       143","S","        34","S","","","","","","","","","","","",""," 111.0"," ,S,0328, ","","","   2932.8"," ,S","","","","","",""
"MYM00096421","2007","2.262","111.985","37.2","SIBU, MY","","","","","       231","S","       180","S","        44","S","","","","","","","","","","","",""," 167.9"," ,S,0226, ","","","   3861.7"," ,S","","","","","",""
"MYM00096421","2008","2.262","111.985","37.2","SIBU, MY","","","","","       245","S","       183","S","        59","S","","","","","","","","","","","",""," 153.2"," ,S,1005, ","","","   4454.6"," ,S","","","","","",""
"MYM00096421","2009","2.262","111.985","37.2","SIBU, MY","","","","","       219","S","       171","S","        55","S","","","","","","","","","","","",""," 142.2"," ,S,0111, ","","","   4214.4"," ,S","","","","","",""
"MYM00096421","2010","2.262","111.985","37.2","SIBU, MY","","","","","       223","S","       165","S","        34","S","","","","","","","","","","","",""," 134.9"," ,S,0220, ","","","   3328.1"," ,S","","","","","",""
"MYM00096421","2011","2.262","111.985","37.2","SIBU, MY","","","","","       213","S","       156","S","        47","S","","","","","","","","","","","",""," 109.0"," ,S,1028, ","","","   3333.9"," ,S","","","","","",""
"MYM00096421","2012","2.262","111.985","37.2","SIBU, MY","","","","","       210","S","       149","S","        46","S","","","","","","","","","","","","","  84.8"," ,S,0127, ","","","   3131.4"," ,S","","","","","",""
"MYM00096421","2013","2.262","111.985","37.2","SIBU, MY","","","","","       213","S","       147","S","        39","S","","","","","","","","","","","",""," 113.3"," ,S,0101, ","","","   2865.8"," ,S","","","","","",""
"MYM00096421","2014","2.262","111.985","37.2","SIBU, MY","","","","","       200","S","       146","S","        41","S","","","","","","","","","","","",""," 129.0"," ,S,1201, ","","","   3342.4"," ,S","","","","","",""
"MYM00096421","2016","2.262","111.985","37.2","SIBU, MY","","","","","       235","S","       176","S","        56","S","","","","","","","","","","","",""," 134.9"," ,S,1121, ","","","   4877.6"," ,S","","","","","",""
"MYM00096421","2017","2.262","111.985","37.2","SIBU, MY","","","","","       247","S","       178","S","        58","S","","","","","","","","","","","",""," 215.4"," ,S,0218, ","","","   4612.3"," ,S","","","","","",""
"MYM00096421","2018","2.262","111.985","37.2","SIBU, MY","","","","","       229","S","       167","S","        52","S","","","","","","","","","","","",""," 121.7"," ,S,0801, ","","","   3677.6"," ,S","","","","","",""
"MYM00096421","2019","2.262","111.985","37.2","SIBU, MY","","","","","       213","S","       149","S","        34","S","","","","","","","","","","","",""," 111.8"," ,S,0419, ","","","   3025.4"," ,S","","","","","",""
"MYM00096421","2020","2.262","111.985","37.2","SIBU, MY","","","","","       259","S","       181","S","        35","S","","","","","","","","","","","",""," 123.7"," ,S,0217, ","","","   3246.8"," ,S","","","","","",""
"MYM00096421","2021","2.262","111.985","37.2","SIBU, MY","","","","","       233","S","       166","S","        46","S","","","","","","","","","","","",""," 140.7"," ,S,0108, ","","","   3245.8"," ,S","","","","","",""
"MYM00096421","2023","2.262","111.985","37.2","SIBU, MY","","","","","       235","S","       175","S","        51","S","","","","","","","","","","","",""," 111.3"," ,S,0325, ","","","   3686.9"," ,S","","","","","",""
"MYM00096421","2024","2.262","111.985","37.2","SIBU, MY","","","","","       232","S","       171","S","        53","S","","","","","","","","","","","",""," 117.6"," ,S,1217, ","","","   3704.2"," ,S","","","","","",""
