"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES"
"GLW00017503","1958","76.98333","-56.06667","124.1","CAMP TUTO SITE 2, GL","        24"," "
"GLW00017503","1959","76.98333","-56.06667","124.1","CAMP TUTO SITE 2, GL","        39"," "
"GLW00017503","1960","76.98333","-56.06667","124.1","CAMP TUTO SITE 2, GL","        58"," "
