"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00344860","2010","35.8543","-97.9544","322.8","KINGFISHER 1 W MESONET, OK US","   1261.3","","    1261.3","0","        0","","         0","0","         0","0","        95","0","        12","0","       208","0","        86","0","  -16.7","0,0109, ","     0"," ,0,1231,+","     0"," ,0,1231,+","   42.2","0,0813,+","0.0","0,1029","-2.8","0,1105","-6.7","0,1125","-6.7","0,1125","-8.9","0,1206","-1.1","0,0408","-5.0","0,0322","-5.0","0,0322","-6.7","0,0209","-10.0","0,0130","    2366.1","1","","","    2366.1","0","","","","","","","","","","","    746.6"," ,0","        0"," ,0","     15.67","0","     22.13","0","      9.20","0"
"USC00344860","2011","35.8543","-97.9544","322.8","KINGFISHER 1 W MESONET, OK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    637.9"," ,K","","","","","","","",""
"USC00344860","2012","35.8543","-97.9544","322.8","KINGFISHER 1 W MESONET, OK US","   1376.0","","    1376.0","7","","","","","         0","7","        86","7","         3","7","       232","7","       110","7","  -13.3","7,1229, ","","","","","   46.1","7,0801, ","-1.7","7,1008","-3.9","7,1027","-5.0","7,1112","-8.9","7,1210","-8.9","7,1210","-1.1","K,0310","-2.2","K,0309","-5.0","K,0225","-8.9","K,0212","-8.9","K,0212","    1785.6","6","      32.8","7,3,2","    1785.6","7","      42.8","7,3,2","      -1.1","7,3,2","       0.0","7,3,2","      15.2","7,3,2","      22.5","7,3,2","    515.8"," ,7","","","     17.25","7","     24.58","7","      9.92","7"
"USC00344860","2013","35.8543","-97.9544","322.8","KINGFISHER 1 W MESONET, OK US","   1091.4","","    1091.4","7","","","","","         0","7","       117","7","        12","7","       194","7","        76","7","  -16.7","7,1210, ","","","","","   41.1","7,0831, ","-0.6","7,1019","-6.7","7,1112","-6.7","7,1112","-6.7","7,1112","-8.9","7,1113","0.0","7,0504","-3.3","7,0424","-10.0","7,0326","-10.0","7,0326","-10.0","7,0326","    2188.2","2","","","    2188.2","7","","","","","","","","","","","","","","","     14.68","7","     21.44","7","      7.93","7"
"USC00344860","2014","35.8543","-97.9544","322.8","KINGFISHER 1 W MESONET, OK US","   1162.3","","    1162.3","7","","","","","         2","7","       109","7","        16","7","       211","7","        85","7","  -18.3","7,0124, ","","","","","   41.1","7,0726, ","-0.6","7,1031","-3.3","7,1111","-6.7","7,1112","-6.7","7,1112","-8.9","7,1202","0.0","7,0502","-5.6","7,0415","-5.6","7,0415","-12.8","7,0304","-12.8","7,0304","    2477.3","3","      29.4","7,3,2","    2477.3","7","      38.3","7,3,2","      -1.1","7,3,2","       0.0","7,3,2","      14.1","7,3,2","      21.0","7,3,2","","","","","     15.03","7","     21.96","7","      8.10","7"
"USC00344860","2015","35.8543","-97.9544","322.8","KINGFISHER 1 W MESONET, OK US","   1159.0","","    1159.0","7","","","","","         1","7","        91","7","        11","7","       217","7","        89","7","  -18.3","7,0305, ","","","","","   41.1","7,0807, ","0.0","7,1108","-3.9","7,1121","-4.4","7,1122","-7.8","7,1229","","","-2.2","7,0404","-2.2","7,0404","-18.3","7,0305","-18.3","7,0305","-18.3","7,0305","    2149.2","2","      30.0","7,3,2","    2149.2","7","      38.3","7,3,2","      -1.7","7,3,2","       0.0","7,3,2","      14.9","7,3,2","      21.2","7,3,2","","","","","     15.97","7","     22.60","7","      9.34","7"
"USC00344860","2016","35.8543","-97.9544","322.8","KINGFISHER 1 W MESONET, OK US","   1279.4","","    1279.4","7","","","","","         0","7","        89","7","         5","7","       224","7","        93","7","  -17.2","7,1219,+","","","","","   40.0","7,0811,+","-5.0","7,1119","-5.0","7,1119","-5.0","7,1119","-7.8","7,1208","-9.4","7,1215","-2.8","7,0402","-2.8","7,0402","-6.7","7,0226","-6.7","7,0226","-8.9","7,0110","    1810.3","3","      31.1","7,3,2","    1810.3","7","      38.3","7,3,2","      -2.2","7,3,2","       0.0","7,3,2","      15.8","7,3,2","      22.3","7,3,2","","","","","     16.82","7","     23.75","7","      9.89","7"
"USC00344860","2017","35.8543","-97.9544","322.8","KINGFISHER 1 W MESONET, OK US","   1154.1","","    1154.1","7","","","","","         2","7","        64","7","         9","7","       224","7","        77","7","  -24.4","7,0107, ","","","","","   42.2","7,0722, ","-0.6","7,1027","-2.8","7,1028","-9.4","7,1207","-9.4","7,1207","-9.4","7,1207","-1.7","7,0315","-3.3","7,0314","-4.4","7,0302","-7.2","7,0112","-14.4","7,0108","    1753.8","8","      31.7","7,3,2","    1753.8","7","      40.6","7,3,2","      -0.6","7,3,2","       0.6","7,3,2","      15.4","7,3,2","      22.3","7,3,2","    909.4"," ,7","","","     16.50","7","     23.10","7","      9.90","7"
"USC00344860","2018","35.8543","-97.9544","322.8","KINGFISHER 1 W MESONET, OK US","   1291.3","","    1291.3","7","","","","","         0","7","       111","7","         8","7","       195","7","        97","7","  -16.1","7,0117,+","","","","","   44.4","7,0720, ","-3.3","7,1109","-3.3","7,1109","-6.1","7,1110","-8.3","7,1113","","","-1.1","7,0419","-3.3","7,0416","-5.0","7,0407","-7.2","7,0221","-14.4","7,0212","    2104.0","0","      30.6","7,3,2","    2104.0","7","      39.4","7,3,2","      -2.8","7,3,2","      -0.6","7,3,2","      14.3","7,3,2","      21.4","7,3,2","    851.4"," ,7","","","     15.52","7","     22.18","7","      8.85","7"
"USC00344860","2019","35.8543","-97.9544","322.8","KINGFISHER 1 W MESONET, OK US","   1193.8","","    1193.8","7","","","","","         0","7","        97","7","        11","7","       201","7","        91","7","  -12.2","7,0304, ","","","","","   41.1","7,0807, ","0.0","7,1011","-2.8","7,1029","-5.6","7,1031","-7.2","7,1111","-10.0","7,1112","-0.6","7,0412","-3.3","7,0331","-8.9","7,0306","-8.9","7,0306","-8.9","7,0306","    2272.2","2","","","    2272.2","7","","","","","","","","","","","","","","","     15.37","7","     21.70","7","      9.03","7"
