"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TO000005387","1945","6.17","1.25","20.0","LOME, TO","   3040.9","","    3040.9","I","        54","I","        32","I","         6","I","         0","I","         0","I","         0","I","       363","I","        41","I","   17.9","I,1231, ","  73.0"," ,I,1017, ","   34.9","I,0320, ","","","","","    598.0"," ,I","     26.82","I","     30.06","I","     23.58","I"
"TO000005387","1946","6.17","1.25","20.0","LOME, TO","   2949.9","","    2949.9","I","        49","I","        30","I","         6","I","         0","I","         0","I","         0","I","       365","I","        17","I","   16.9","I,0131, ","  51.5"," ,I,0420, ","   34.0","I,1231,+","       0.0","0","       0.0","I","    500.7"," ,I","     26.44","I","     29.50","I","     23.39","I"
"TO000005387","1947","6.17","1.25","20.0","LOME, TO","   3170.4","","    3170.4","I","        83","I","        51","I","        10","I","         0","I","         0","I","         0","I","       365","I","        36","I","   17.8","I,0102, ","  44.6"," ,I,0705, ","   34.4","I,0120, ","       0.0","0","       0.0","I","    764.5"," ,I","     27.03","I","     30.17","I","     23.89","I"
"TO000005387","1948","6.17","1.25","20.0","LOME, TO","   3004.7","","    3004.7","I","        45","I","        28","I","         9","I","         0","I","         0","I","         0","I","       366","I","        35","I","   18.4","I,0122, ","  63.6"," ,I,0511, ","   33.8","I,1231, ","       0.0","0","       0.0","I","    564.8"," ,I","     26.55","I","     29.75","I","     23.35","I"
"TO000005387","1949","6.17","1.25","20.0","LOME, TO","   2989.6","","    2989.6","I","        65","I","        51","I","        12","I","         0","I","         0","I","         0","I","       364","I","        33","I","   16.4","I,1010, "," 164.3"," ,I,0811, ","   36.2","I,0220, ","       0.0","0","       0.0","I","   1174.4"," ,I","     26.62","I","     30.10","I","     23.14","I"
"TO000005387","1950","6.17","1.25","20.0","LOME, TO","   2840.8","","    2840.8","I","        69","I","        41","I","        10","I","         0","I","         0","I","         0","I","       364","I","        56","I","   18.0","I,0928, ","  83.7"," ,I,0622, ","   33.9","I,0207, ","       0.0","0","       0.0","I","    827.5"," ,I","     26.14","I","     30.24","I","     22.05","I"
"TO000005387","1951","6.17","1.25","20.0","LOME, TO","   3089.0","","    3089.0","I","        70","I","        45","I","        11","I","         0","I","         0","I","         0","I","       365","I","       119","I","   20.0","I,1129,+"," 152.4"," ,I,1002, ","   34.9","I,0319, ","       0.0","0","       0.0","I","    936.6"," ,I","     26.80","I","     30.99","I","     22.62","I"
"TO000005387","1952","6.17","1.25","20.0","LOME, TO","   2902.6","","    2902.6","I","        85","I","        48","I","        14","I","         0","I","         0","I","         0","I","       366","I","        60","I","   17.0","I,0204,+"," 112.5"," ,I,0515, ","   34.0","I,0408,+","       0.0","0","       0.0","I","   1024.7"," ,I","     26.27","I","     30.08","I","     22.45","I"
"TO000005387","1953","6.17","1.25","20.0","LOME, TO","   2882.0","","    2882.0","I","        74","I","        48","I","        11","I","         0","I","         0","I","         0","I","       364","I","        33","I","   17.4","I,1203, ","  96.6"," ,I,0213, ","   33.6","I,0505, ","       0.0","0","       0.0","I","    882.4"," ,I","     26.26","I","     30.09","I","     22.43","I"
"TO000005387","1954","6.17","1.25","20.0","LOME, TO","   2799.2","","    2799.2","I","        81","I","        42","I","        11","I","         0","I","         0","I","         0","I","       365","I","        30","I","   16.0","I,0101, ","  61.5"," ,I,1007, ","   36.4","I,0209, ","       0.0","0","       0.0","I","    770.6"," ,I","     26.01","I","     29.78","I","     22.25","I"
