"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"NLE00109163","1956","52.7831","4.9","-2.0","KOLHORN, NL","       15","","   150"," ,E,0224,+"
"NLE00109163","1957","52.7831","4.9","-2.0","KOLHORN, NL","        0","","     0"," ,E,1231,+"
"NLE00109163","1958","52.7831","4.9","-2.0","KOLHORN, NL","        9","","   150"," ,E,0124,+"
"NLE00109163","1959","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    20"," ,E,0111, "
"NLE00109163","1960","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    20"," ,E,0114, "
"NLE00109163","1961","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    20"," ,E,0204, "
"NLE00109163","1962","52.7831","4.9","-2.0","KOLHORN, NL","        4","","    80"," ,E,1230,+"
"NLE00109163","1963","52.7831","4.9","-2.0","KOLHORN, NL","        4","","    80"," ,E,0206,+"
"NLE00109163","1964","52.7831","4.9","-2.0","KOLHORN, NL","        1","","    40"," ,E,1227, "
"NLE00109163","1965","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    20"," ,E,1127,+"
"NLE00109163","1967","52.7831","4.9","-2.0","KOLHORN, NL","        6","","   150"," ,E,0109,+"
"NLE00109163","1968","52.7831","4.9","-2.0","KOLHORN, NL","       11","","   150"," ,E,1230,+"
"NLE00109163","1970","52.7831","4.9","-2.0","KOLHORN, NL","       12","","    80"," ,E,1231,+"
"NLE00109163","1971","52.7831","4.9","-2.0","KOLHORN, NL","        7","","    80"," ,E,0101, "
"NLE00109163","1972","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    10"," ,E,0311,+"
"NLE00109163","1973","52.7831","4.9","-2.0","KOLHORN, NL","        2","","    80"," ,E,1202, "
"NLE00109163","1974","52.7831","4.9","-2.0","KOLHORN, NL","        0","","     0"," ,E,1231,+"
"NLE00109163","1975","52.7831","4.9","-2.0","KOLHORN, NL","        0","","     0"," ,E,1231,+"
"NLE00109163","1976","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    20"," ,E,1231,+"
"NLE00109163","1977","52.7831","4.9","-2.0","KOLHORN, NL","        3","","    40"," ,E,0113,+"
"NLE00109163","1978","52.7831","4.9","-2.0","KOLHORN, NL","        2","","    80"," ,E,0411, "
"NLE00109163","1980","52.7831","4.9","-2.0","KOLHORN, NL","        7","","   150"," ,E,1107, "
"NLE00109163","1981","52.7831","4.9","-2.0","KOLHORN, NL","       24","","    80"," ,E,1229,+"
"NLE00109163","1983","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    20"," ,E,0212,+"
"NLE00109163","1984","52.7831","4.9","-2.0","KOLHORN, NL","        6","","    80"," ,E,0127,+"
"NLE00109163","1985","52.7831","4.9","-2.0","KOLHORN, NL","       22","","   150"," ,E,0108,+"
"NLE00109163","1986","52.7831","4.9","-2.0","KOLHORN, NL","       10","","    80"," ,E,0102,+"
"NLE00109163","1987","52.7831","4.9","-2.0","KOLHORN, NL","        3","","    40"," ,E,1209,+"
"NLE00109163","1988","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    20"," ,E,1121,+"
"NLE00109163","1989","52.7831","4.9","-2.0","KOLHORN, NL","        0","","     0"," ,E,1231,+"
"NLE00109163","1990","52.7831","4.9","-2.0","KOLHORN, NL","        0","","     0"," ,E,1231,+"
"NLE00109163","1991","52.7831","4.9","-2.0","KOLHORN, NL","        6","","    80"," ,E,0212, "
"NLE00109163","1992","52.7831","4.9","-2.0","KOLHORN, NL","        0","","     0"," ,E,1231,+"
"NLE00109163","1993","52.7831","4.9","-2.0","KOLHORN, NL","        3","","    40"," ,E,1201,+"
"NLE00109163","1994","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    10"," ,E,0225,+"
"NLE00109163","1995","52.7831","4.9","-2.0","KOLHORN, NL","        3","","    80"," ,E,0106, "
"NLE00109163","1996","52.7831","4.9","-2.0","KOLHORN, NL","        2","","    40"," ,E,0221,+"
"NLE00109163","1997","52.7831","4.9","-2.0","KOLHORN, NL","        0","","     0"," ,E,1231,+"
"NLE00109163","1998","52.7831","4.9","-2.0","KOLHORN, NL","        0","","     0"," ,E,1231,+"
"NLE00109163","1999","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    20"," ,E,0210, "
"NLE00109163","2000","52.7831","4.9","-2.0","KOLHORN, NL","        0","","     0"," ,E,1231,+"
"NLE00109163","2001","52.7831","4.9","-2.0","KOLHORN, NL","        1","","    80"," ,E,1223, "
"NLE00109163","2002","52.7831","4.9","-2.0","KOLHORN, NL","        0","","     0"," ,E,1231,+"
"NLE00109163","2003","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    10"," ,E,1223, "
"NLE00109163","2004","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    10"," ,E,1228,+"
"NLE00109163","2005","52.7831","4.9","-2.0","KOLHORN, NL","        7","","   270"," ,E,0303,+"
"NLE00109163","2006","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    10"," ,E,0312,+"
"NLE00109163","2007","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    10"," ,E,0319, "
"NLE00109163","2008","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    10"," ,E,1206,+"
"NLE00109163","2010","52.7831","4.9","-2.0","KOLHORN, NL","       25","","   120"," ,E,0109,+"
"NLE00109163","2011","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    10"," ,E,0105, "
"NLE00109163","2012","52.7831","4.9","-2.0","KOLHORN, NL","       10","","   120"," ,E,0207,+"
"NLE00109163","2013","52.7831","4.9","-2.0","KOLHORN, NL","        7","","    50"," ,E,0123,+"
"NLE00109163","2014","52.7831","4.9","-2.0","KOLHORN, NL","        0","","     0"," ,E,1231,+"
"NLE00109163","2017","52.7831","4.9","-2.0","KOLHORN, NL","        2","","    60"," ,E,0212, "
"NLE00109163","2018","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    10"," ,E,1216,+"
"NLE00109163","2019","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    10"," ,E,0201,+"
"NLE00109163","2020","52.7831","4.9","-2.0","KOLHORN, NL","        0","","     0"," ,E,1231,+"
"NLE00109163","2022","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    10"," ,E,1215,+"
"NLE00109163","2023","52.7831","4.9","-2.0","KOLHORN, NL","        0","","    10"," ,E,0311, "
