"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00106152","1935","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","     95.4","","      95.4","0","        92","0","        57","0","         1","0","","","        19","0","         4","0","       147","0","        22","0","       119","0","        15","0","","","  -28.3","0,0120, ","","","   318"," ,0,0325, ","  37.3"," ,0,0325, ","   37.8","0,0714, ","","","-1.1","0,0816","-3.9","0,0926","-5.0","0,1021","-10.0","0,1030","-10.0","0,1030","-0.6","0,0525","-3.9","0,0507","-6.1","0,0403","-12.8","0,0327","-12.8","0,0327","    3588.8","8","","","","","    3588.8","0","","","","","","","","","","","","","","","","","","","","","    406.6"," ,0","     1312"," ,0","      8.00","0","     14.39","0","      1.60","0","",""
"USC00106152","1936","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    203.2","","     203.2","0","       101","0","        61","0","         1","0","","","        25","0","         7","0","       125","0","        40","0","       135","0","        18","0","","","  -25.6","0,0216,+","","","   165"," ,0,0205, ","  25.4"," ,0,0104, ","   37.8","0,0721, ","","","-0.6","0,1015","-2.2","0,1020","-7.2","0,1021","-7.2","0,1021","-16.7","0,1102","-1.7","0,0406","-2.2","0,0405","-6.7","0,0402","-6.7","0,0402","-11.7","0,0401","    3803.9","9","","","","","    3803.9","0","","","","","","","","","","","","","","","","","","","","","    431.4"," ,0","     1420"," ,0","      8.76","0","     14.67","0","      2.84","0","",""
"USC00106152","1937","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","     95.5","","      95.5","0","       135","0","        87","0","         2","0","","","        30","0","        11","0","       118","0","        40","0","       110","0","        12","0","","","  -27.8","0,0121, ","","","   305"," ,0,1227, ","  34.8"," ,0,1227, ","   35.6","0,0724, ","","","-1.1","0,0829","-2.2","0,1129","-7.8","0,1208","-7.8","0,1208","","","-2.2","0,0506","-2.2","0,0506","-6.1","0,0222","-11.7","0,0221","-11.7","0,0221","    3887.8","8","","","","","    3887.8","0","","","","","","","","","","","","","","","","","","","","","    678.7"," ,0","     2294"," ,0","      7.84","0","     13.58","0","      2.10","0","",""
"USC00106152","1938","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    248.7","","     248.7","0","       110","0","        58","0","         0","0","","","        14","0","         0","0","       112","0","        20","0","       121","0","        24","0","","","  -16.1","0,0130, ","","","   229"," ,0,0206, ","  19.1"," ,0,0318, ","   37.2","0,0722, ","","","-1.7","0,1017","-2.2","0,1105","-9.4","0,1111","-9.4","0,1111","-9.4","0,1111","0.0","0,0506","-3.3","0,0330","-4.4","0,0329","-8.9","0,0217","-8.9","0,0217","    3435.7","7","","","","","    3435.7","0","","","","","","","","","","","","","","","","","","","","","    418.9"," ,0","     1128"," ,0","      9.51","0","     14.76","0","      4.25","0","",""
"USC00106152","1939","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    208.4","","     208.4","0","       101","0","        49","0","         0","0","","","        24","0","         1","0","        98","0","        14","0","       113","0","        23","0","","","  -21.1","0,0209, ","","","   178"," ,0,0206, ","  19.8"," ,0,0311, ","   38.9","0,0727, ","","","-0.6","0,1007","-2.2","0,1103","-6.1","0,1225","-9.4","0,1227","-9.4","0,1227","0.0","0,0506","-2.8","0,0314","-4.4","0,0308","-7.2","0,0305","-14.4","0,0211","    3434.4","4","","","","","    3434.4","0","","","","","","","","","","","","","","","","","","","","","    394.3"," ,0","     1560"," ,0","      9.91","0","     15.37","0","      4.44","0","",""
"USC00106152","1940","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    179.4","","     179.4","0","       134","0","        84","0","         3","0","","","        10","0","         0","0","        88","0","        21","0","       118","0","        13","0","","","  -13.3","0,1112, ","","","    89"," ,0,0109, ","  33.0"," ,0,1003, ","   37.2","0,0711, ","","","-0.6","0,1103","-10.0","0,1110","-10.0","0,1110","-10.0","0,1110","-10.0","0,1110","0.0","0,0416","-3.3","0,0311","-5.6","0,0201","-6.7","0,0126","-9.4","0,0125","    3078.7","7","","","","","    3078.7","0","","","","","","","","","","","","","","","","","","","","","    723.2"," ,0","      641"," ,0","      9.80","0","     14.96","0","      4.64","0","",""
"USC00106152","1941","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    187.3","","     187.3","0","       143","0","        74","0","         0","0","","","         8","0","         0","0","        85","0","        14","0","        88","0","        12","0","","","  -14.4","0,1231, ","","","    81"," ,0,0224, ","  24.1"," ,0,0517, ","   37.2","0,0717, ","","","0.0","0,0921","-2.2","0,1030","-5.6","0,1119","-8.3","0,1226","-8.9","0,1227","-1.7","0,0419","-2.8","0,0418","-5.0","0,0314","-11.1","0,0112","-11.1","0,0112","    3260.2","2","","","","","    3260.2","0","","","","","","","","","","","","","","","","","","","","","    650.8"," ,0","      437"," ,0","      9.62","0","     14.48","0","      4.75","0","",""
"USC00106152","1942","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    173.7","","     173.7","0","       135","0","        61","0","         0","0","","","        20","0","         4","0","       123","0","        26","0","       102","0","        23","0","","","  -26.1","0,0101, ","","","   203"," ,0,1208, ","  21.1"," ,0,1208, ","   37.2","0,0819, ","","","-3.9","0,1023","-3.9","0,1023","-4.4","0,1024","-7.2","0,1128","-8.9","0,1226","0.0","0,0502","-2.2","0,0327","-4.4","0,0324","-9.4","0,0315","-9.4","0,0315","    3834.8","8","","","","","    3834.8","0","","","","","","","","","","","","","","","","","","","","","    517.3"," ,0","     1554"," ,0","      8.24","0","     13.71","0","      2.77","0","",""
"USC00106152","1943","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","     80.7","","      80.7","0","       100","0","        55","0","         1","0","","","        10","0","         5","0","       133","0","        35","0","       102","0","         2","0","","","  -22.2","0,0118, ","","","   203"," ,0,0120, ","  26.2"," ,0,0331, ","   32.8","0,0725, ","","","-2.2","0,1018","-2.2","0,1018","-5.0","0,1115","-6.7","0,1214","","","-0.6","0,0517","-2.2","0,0425","-4.4","0,0321","-8.9","0,0318","-8.9","0,0318","    3906.4","4","","","","","    3906.4","0","","","","","","","","","","","","","","","","","","","","","    476.4"," ,0","      771"," ,0","      7.68","0","     12.99","0","      2.37","0","",""
"USC00106152","1944","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    115.5","","     115.5","0","        97","0","        44","0","         0","0","","","        10","0","         1","0","       126","0","        36","0","       113","0","        14","0","","","  -17.8","0,0217, ","","","   140"," ,0,0216, ","  17.8"," ,0,0813, ","   35.6","0,0906,+","","","-0.6","0,0918","-3.3","0,1112","-4.4","0,1114","-6.7","0,1118","-9.4","0,1211","-1.1","0,0503","-2.2","0,0502","-4.4","0,0328","-13.9","0,0327","-13.9","0,0327","    3770.5","5","","","","","    3770.5","0","","","","","","","","","","","","","","","","","","","","","    354.2"," ,0","      679"," ,0","      8.23","0","     13.60","0","      2.86","0","",""
"USC00106152","1945","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    141.8","","     141.8","0","       149","0","        75","0","         2","0","","","        11","0","         1","0","       128","0","        31","0","       110","0","        19","0","","","  -18.9","0,1214, ","","","    69"," ,0,1211, ","  36.3"," ,0,1228, ","   34.4","0,0901,+","","","0.0","0,0820","-5.6","0,1018","-5.6","0,1018","-12.2","0,1108","-12.2","0,1108","0.0","0,0614","-2.2","0,0428","-6.7","0,0402","-6.7","0,0402","-8.9","0,0306","    3695.6","6","","","","","    3695.6","0","","","","","","","","","","","","","","","","","","","","","    626.2"," ,0","      629"," ,0","      8.27","0","     13.68","0","      2.86","0","",""
"USC00106152","1946","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    134.2","","     134.2","0","       110","0","        61","0","         0","0","","","        10","0","         1","0","       138","0","        14","0","       117","0","        17","0","","","  -18.3","0,0130, ","","","   114"," ,0,0206, ","  23.1"," ,0,0905,+","   37.2","0,0822, ","","","-2.2","0,0922","-2.2","0,0922","-6.7","0,1010","-6.7","0,1010","-9.4","0,1102","0.0","0,0501","-2.2","0,0316","-5.6","0,0218","-7.8","0,0212","-9.4","0,0204","    3587.0","0","","","","","    3587.0","0","","","","","","","","","","","","","","","","","","","","","    564.9"," ,0","      685"," ,0","      8.67","0","     14.49","0","      2.85","0","",""
"USC00106152","1947","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    116.5","","     116.5","0","       131","0","        68","0","         1","0","","","         9","0","         2","0","       120","0","        19","0","       127","0","        10","0","","","  -19.4","0,0102, ","","","   168"," ,0,0130, ","  47.5"," ,0,0916, ","   35.0","0,0714, ","","","0.0","0,0914","-2.8","0,1109","-6.7","0,1116","-6.7","0,1116","-10.0","0,1121","-1.1","0,0423","-2.2","0,0405","-6.1","0,0306","-8.3","0,0227","-9.4","0,0210","    3585.0","0","","","","","    3585.0","0","","","","","","","","","","","","","","","","","","","","","    608.7"," ,0","      683"," ,0","      9.18","0","     15.09","0","      3.28","0","",""
"USC00106152","1948","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    104.7","","     104.7","0","       127","0","        79","0","         3","0","","","        20","0","         2","0","       151","0","        32","0","       119","0","         4","0","","","  -18.9","0,0211, ","","","   147"," ,0,1207, ","  35.6"," ,0,0226, ","   33.9","0,0629, ","","","-1.1","0,0924","-6.7","0,1016","-6.7","0,1016","-6.7","0,1016","-10.0","0,1108","-0.6","0,0502","-2.2","0,0427","-7.2","0,0311","-7.2","0,0311","-12.2","0,0310","    3644.9","9","","","","","    3644.9","0","","","","","","","","","","","","","","","","","","","","","    864.2"," ,0","     1495"," ,0","      7.81","0","     13.43","0","      2.18","0","",""
"USC00106152","1949","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    149.0","","     149.0","0","        99","0","        60","0","         0","0","","","        25","0","        17","0","       135","0","        45","0","       134","0","        18","0","         1"," ","  -30.6","0,0124, ","","","   241"," ,0,0101, ","  22.9"," ,0,0210, ","   37.2","0,0731, ","","","-2.2","0,0912","-2.2","0,0912","-5.0","0,1016","-8.3","0,1017","-18.3","0,1219","-2.2","0,0505","-2.2","0,0505","-6.1","0,0328","-9.4","0,0214","-9.4","0,0214","    4008.1","1","","","","","    4008.1","0","","","","","","","","","","","","","","","","","","","","","    469.0"," ,0","     1938"," ,0","      8.33","0","     15.01","0","      1.66","0","",""
"USC00106152","1951","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    118.4","","     118.4","0","        99","0","        60","0","         1","0","","","","","         5","0","       148","0","        25","0","       130","0","        17","0","","","  -21.7","0,1224, ","","","","","  30.0"," ,0,0605, ","   35.6","0,0802,+","","","0.0","0,1017","-2.8","0,1025","-5.0","0,1030","-7.8","0,1031","-12.8","0,1207","-1.7","0,0601","-2.2","0,0530","-8.3","0,0421","-8.3","0,0421","-10.0","0,0310","    3559.9","9","","","","","    3559.9","0","","","","","","","","","","","","","","","","","","","","","    536.9"," ,0","","","      8.19","0","     14.51","0","      1.86","0","",""
"USC00106152","1952","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    148.4","","     148.4","0","        80","0","        52","0","         0","0","","","        15","0","         1","0","       135","0","        26","0","       152","0","        20","0","","","  -28.3","0,0101, ","","","   114"," ,0,0216, ","  15.7"," ,0,0428, ","   35.6","0,0730, ","","","0.0","0,1016","-2.8","0,1025","-5.0","0,1102","-6.7","0,1107","-10.6","0,1108","-0.6","0,0530","-2.2","0,0420","-6.1","0,0408","-6.7","0,0307","-10.6","0,0224","    3751.9","9","","","","","    3751.9","0","","","","","","","","","","","","","","","","","","","","","    374.8"," ,0","      799"," ,0","      9.02","0","     15.62","0","      2.43","0","",""
"USC00106152","1953","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","     96.7","","      96.7","0","       134","0","        65","0","         2","0","        8","","         6","0","         0","0","       104","0","         0","0","       113","0","        14","0","","","   -6.7","0,1103,+","   102"," ,0,1208,+","   102"," ,0,0320, ","  33.0"," ,0,1122, ","   36.1","0,0815, ","","","-0.6","0,0920","-2.2","0,0924","-5.0","0,1024","-6.7","0,1102","","","-0.6","0,0522","-2.2","0,0511","-5.6","0,0302","-6.7","0,0220","","","    3380.2","2","","","","","    3380.2","0","","","","","","","","","","","","","","","","","","","","","    631.6"," ,0","      464"," ,0","      9.60","0","     15.90","0","      3.29","0","",""
"USC00106152","1954","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","     56.6","","      56.6","0","       113","0","        74","0","         0","0","       30","","        17","0","         3","0","       131","0","        11","0","       108","0","         4","0","","","  -29.4","0,0120, ","   229"," ,0,0117, ","   152"," ,0,1229,+","  17.5"," ,0,0824, ","   34.4","0,0706, ","","","-0.6","0,0930","-3.9","0,1013","-5.0","0,1025","-9.4","0,1216","-9.4","0,1216","0.0","0,0514","-3.3","0,0502","-7.2","0,0501","-7.2","0,0501","-9.4","0,0330","    3385.2","2","","","","","    3385.2","0","","","","","","","","","","","","","","","","","","","","","    548.2"," ,0","     1106"," ,0","      8.73","0","     14.87","0","      2.59","0","",""
"USC00106152","1955","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    157.1","","     157.1","0","       144","0","        66","0","         2","0","       79","","        30","0","         6","0","       159","0","        34","0","       101","0","        25","0","","","  -25.6","0,1115, ","   203"," ,0,1209,+","   203"," ,0,1209, ","  34.0"," ,0,0914, ","   36.1","0,0716, ","","","-1.1","0,0924","-2.8","0,1027","-6.1","0,1111","-16.7","0,1112","-16.7","0,1112","-1.1","0,0514","-2.2","0,0427","-4.4","0,0405","-6.7","0,0326","-8.9","0,0325","    3834.3","3","","","","","    3834.3","0","","","","","","","","","","","","","","","","","","","","","    583.6"," ,0","     1858"," ,0","      7.31","0","     13.28","0","      1.34","0","",""
"USC00106152","1956","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    157.3","","     157.3","0","       119","0","        64","0","         1","0","","","        20","0","         6","0","       133","0","        30","0","       122","0","        18","0","","","  -26.7","0,0201, ","","","   229"," ,0,0222, ","  25.9"," ,0,0615, ","   37.2","0,0814, ","","","-0.6","0,0904","-2.2","0,1101","-7.8","0,1114","-7.8","0,1114","-8.9","0,1119","0.0","0,0513","-2.2","0,0406","-4.4","0,0315","-11.7","0,0314","-11.7","0,0314","    3871.1","1","","","","","    3871.1","0","","","","","","","","","","","","","","","","","","","","","    548.6"," ,0","     1206"," ,0","      8.42","0","     14.28","0","      2.57","0","",""
"USC00106152","1957","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    110.5","","     110.5","0","       125","0","        62","0","         0","0","","","        15","0","        10","0","       123","0","        31","0","       136","0","         7","0","","","  -31.7","0,0127,+","","","   127"," ,0,0115, ","  24.1"," ,0,0606, ","   34.4","0,0725, ","","","-2.8","0,0919","-2.8","0,0919","-6.7","0,1103","-6.7","0,1103","-8.9","0,1121","0.0","0,0424","-2.8","0,0327","-4.4","0,0326","-8.3","0,0222","-13.3","0,0221","    3812.3","3","","","","","    3812.3","0","","","","","","","","","","","","","","","","","","","","","    515.7"," ,0","     1056"," ,0","      8.58","0","     14.56","0","      2.62","0","",""
"USC00106152","1958","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    298.7","","     298.7","0","       147","0","        80","0","         0","0","","","","","         0","0","        88","0","         2","0","       130","0","        33","0","","","  -10.0","0,1117, ","","","","","  23.6"," ,0,0417, ","   36.7","0,0825,+","","","-1.1","0,0924","-2.8","0,1009","-5.6","0,1024","-8.3","0,1116","-10.0","0,1117","0.0","0,0429","-2.2","0,0314","-4.4","0,0307","-7.2","0,0108","","","    3171.3","3","","","","","    3171.3","0","","","","","","","","","","","","","","","","","","","","","    654.8"," ,0","","","     10.68","0","     16.58","0","      4.77","0","",""
"USC00106152","1959","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    132.2","","     132.2","0","       133","0","        57","0","         0","0","","","        16","0","         1","0","       119","0","        19","0","        95","0","        14","0","","","  -18.9","0,0104, ","","","   203"," ,0,1115, ","  24.9"," ,0,0515, ","   38.9","0,0723, ","","","-3.3","0,1001","-3.3","0,1001","-6.1","0,1105","-6.7","0,1112","-12.8","0,1113","-1.7","0,0506","-2.2","0,0414","-5.6","0,0314","-6.7","0,0213","-8.9","0,0201","    3399.8","8","","","","","    3399.8","0","","","","","","","","","","","","","","","","","","","","","    574.2"," ,0","     1243"," ,0","      8.56","0","     14.14","0","      2.98","0","",""
"USC00106152","1960","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    176.0","","     176.0","0","       110","0","        70","0","         2","0","       40","","        16","0","         2","0","       124","0","        38","0","       125","0","        24","0","","","  -21.7","0,0118, ","   279"," ,0,0118,+","   127"," ,0,0304, ","  27.7"," ,0,0801, ","   39.4","0,0718, ","","","-1.7","0,0921","-3.9","0,1029","-6.1","0,1104","-7.8","0,1205","","","-1.1","0,0523","-2.2","0,0422","-5.6","0,0310","-10.0","0,0304","-10.0","0,0304","    3769.1","1","","","","","    3769.1","0","","","","","","","","","","","","","","","","","","","","","    544.9"," ,0","      893"," ,0","      8.88","0","     15.32","0","      2.45","0","",""
"USC00106152","1961","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    265.0","","     265.0","0","       126","0","        84","0","         1","0","","","        12","0","         2","0","       128","0","        19","0","       129","0","        39","0","","","  -23.9","0,1211, ","","","   208"," ,0,1124, ","  34.3"," ,0,1122, ","   42.8","0,0804, ","","","0.0","0,0908","-2.8","0,0926","-5.0","0,1029","-10.6","0,1102","-10.6","0,1102","-1.7","0,0424","-3.3","0,0410","-6.1","0,0304","-6.7","0,0303","-11.1","0,0104","    3347.3","3","","","","","    3347.3","0","","","","","","","","","","","","","","","","","","","","","    607.7"," ,0","      735"," ,0","      9.23","0","     15.53","0","      2.93","0","",""
"USC00106152","1962","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","     93.7","","      93.7","0","       107","0","        69","0","         2","0","","","","","         3","0","       113","0","        27","0","       112","0","        13","0","","","  -27.8","0,0121, ","","","","","  30.5"," ,0,0427, ","   35.6","0,0815, ","","","-3.3","0,0908","-3.3","0,0908","-4.4","0,1118","-10.0","0,1223","-10.0","0,1223","0.0","0,0703","-2.2","0,0504","-6.7","0,0313","-6.7","0,0313","-12.8","0,0302","    3853.6","6","","","","","    3853.6","0","","","","","","","","","","","","","","","","","","","","","    544.4"," ,0","","","      8.40","0","     14.68","0","      2.12","0","",""
"USC00106152","1963","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    149.0","","     149.0","0","       105","0","        62","0","         2","0","","","        12","0","         6","0","       123","0","        24","0","       127","0","        21","0","","","  -23.3","0,0111, ","","","   127"," ,0,0201, ","  27.9"," ,0,1108, ","   35.0","0,0811,+","","","-1.7","0,1019","-3.9","0,1026","-4.4","0,1120","-9.4","0,1121","-9.4","0,1121","-1.1","0,0511","-2.2","0,0402","-10.0","0,0201","-10.0","0,0201","-10.0","0,0201","    3498.1","1","","","","","    3498.1","0","","","","","","","","","","","","","","","","","","","","","    515.5"," ,0","      740"," ,0","      9.11","0","     15.46","0","      2.76","0","",""
"USC00106152","1964","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","     55.2","","      55.2","0","       154","0","        75","0","         7","0","","","        26","0","         3","0","       162","0","        21","0","       102","0","         5","0","","","  -27.8","0,1217, ","","","   216"," ,0,0124, ","  53.3"," ,0,1126, ","   35.6","0,0712, ","","","-0.6","0,0909","-4.4","0,1003","-4.4","0,1003","-7.8","0,1115","-10.0","0,1116","-1.7","0,0525","-2.2","0,0514","-5.0","0,0420","-6.7","0,0326","-9.4","0,0227","    3709.2","2","","","","","    3709.2","0","","","","","","","","","","","","","","","","","","","","","    801.4"," ,0","     2100"," ,0","      7.51","0","     13.52","0","      1.50","0","",""
"USC00106152","1965","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    136.2","","     136.2","0","       125","0","        49","0","         1","0","       41","","        19","0","         0","0","       123","0","        22","0","       118","0","        15","0","","","  -15.0","0,0101, ","   457"," ,0,0126, ","   117"," ,0,0103, ","  31.0"," ,0,0419, ","   36.7","0,0801, ","","","-0.6","0,0916","-3.3","0,0917","-6.1","0,1016","-6.7","0,1125","-8.9","0,1217","0.0","0,0531","-2.8","0,0507","-4.4","0,0327","-6.7","0,0326","-12.2","0,0324","    3768.3","3","","","","","    3768.3","0","","","","","","","","","","","","","","","","","","","","","    423.3"," ,0","     1502"," ,0","      8.79","0","     14.92","0","      2.65","0","",""
"USC00106152","1966","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    103.6","","     103.6","0","       111","0","        63","0","         0","0","       33","","        13","0","         1","0","       130","0","        15","0","       130","0","        14","0","","","  -20.0","0,0215, ","   483"," ,0,0103, ","   333"," ,0,0103, ","  23.1"," ,0,1115, ","   37.8","0,0824, ","","","-1.1","0,1003","-5.0","0,1009","-5.0","0,1009","-6.7","0,1108","","","-2.2","0,0523","-2.2","0,0523","-11.1","0,0419","-11.1","0,0419","-11.1","0,0419","    3545.0","0","","","","","    3545.0","0","","","","","","","","","","","","","","","","","","","","","    482.0"," ,0","     1380"," ,0","      8.92","0","     15.50","0","      2.34","0","",""
"USC00106152","1967","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    221.6","","     221.6","0","       124","0","        61","0","         1","0","       25","","        21","0","         0","0","       136","0","        13","0","       126","0","        33","0","","","  -15.6","0,1221, ","   178"," ,0,1221, ","   127"," ,0,0329, ","  29.5"," ,0,1225, ","   39.4","0,0712, ","","","-1.7","0,1019","-2.2","0,1026","-6.1","0,1104","-10.6","0,1126","-10.6","0,1126","-1.1","0,0526","-2.8","0,0501","-4.4","0,0330","-6.7","0,0312","","","    3517.3","3","","","","","    3517.3","0","","","","","","","","","","","","","","","","","","","","","    513.8"," ,0","     1332"," ,0","      9.18","0","     15.55","0","      2.81","0","",""
"USC00106152","1968","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    108.0","","     108.0","0","       134","0","        76","0","         1","0","       44","","        17","0","         5","0","       116","0","        21","0","       111","0","        16","0","","","  -41.1","0,1230, ","   508"," ,0,1231, ","   381"," ,0,1228, ","  43.4"," ,0,0219, ","   36.1","0,0729,+","","","-3.9","0,1002","-3.9","0,1002","-13.3","0,1116","-13.3","0,1116","-13.3","0,1116","-1.7","0,0505","-6.1","0,0503","-6.1","0,0503","-7.2","0,0413","-12.2","0,0128","    3439.2","2","","","","","    3439.2","0","","","","","","","","","","","","","","","","","","","","","    690.7"," ,0","     1337"," ,0","      8.54","0","     14.54","0","      2.54","0","",""
"USC00106152","1969","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    114.9","","     114.9","0","       101","0","        56","0","         0","0","       90","","        28","0","         4","0","       143","0","        42","0","       117","0","         9","0","","","  -20.0","0,0129,+","   914"," ,0,0202,+","   203"," ,0,0111, ","  24.1"," ,0,0410, ","   36.7","0,0823, ","","","0.0","0,0915","-2.2","0,1003","-5.6","0,1013","-6.7","0,1014","-9.4","0,1228","-0.6","0,0504","-2.8","0,0324","-5.0","0,0314","-8.3","0,0313","-10.0","0,0312","    3977.5","5","","","","","    3977.5","0","","","","","","","","","","","","","","","","","","","","","    508.6"," ,0","     2010"," ,0","      7.91","0","     14.17","0","      1.64","0","",""
"USC00106152","1970","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    213.7","","     213.7","0","       138","0","        86","0","         0","0","       51","","        23","0","         1","0","       148","0","        25","0","       112","0","        32","0","","","  -20.6","0,1222, ","   203"," ,0,1229,+","   102"," ,0,1231,+","  24.4"," ,0,0213, ","   37.2","0,0823, ","","","0.0","0,0912","-3.9","0,0913","-5.6","0,0914","-6.7","0,1121","-14.4","0,1122","-0.6","0,0429","-2.2","0,0427","-10.6","0,0305","-10.6","0,0305","-10.6","0,0305","    3742.4","4","","","","","    3742.4","0","","","","","","","","","","","","","","","","","","","","","    782.3"," ,0","     1421"," ,0","      8.42","0","     14.54","0","      2.30","0","",""
"USC00106152","1971","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    195.9","","     195.9","0","       140","0","        84","0","         4","0","","","        31","0","         1","0","       152","0","        29","0","       109","0","        34","0","","","  -18.3","0,1207, ","","","   203"," ,0,1209, ","  46.7"," ,0,0602, ","   37.8","0,0801, ","","","-2.2","0,0914","-2.2","0,0914","-5.6","0,1015","-7.2","0,1017","-9.4","0,1028","-1.7","0,0521","-3.3","0,0416","-5.0","0,0318","-6.7","0,0317","-11.1","0,0304","    3890.7","7","","","","","    3890.7","0","","","","","","","","","","","","","","","","","","","","","    769.6"," ,0","     2062"," ,0","      7.89","0","     14.03","0","      1.76","0","",""
"USC00106152","1972","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    147.8","","     147.8","0","       141","0","        85","0","         5","0","","","        24","0","        12","0","       147","0","        32","0","       112","0","        15","0","","","  -23.9","0,1209, ","","","   102"," ,0,0205, ","  42.4"," ,0,0508, ","   38.3","0,0808, ","","","-1.1","0,0910","-2.2","0,0928","-5.0","0,1127","-6.7","0,1202","-8.9","0,1203","0.0","0,0525","-2.2","0,0501","-5.0","0,0430","-7.2","0,0205","-10.6","0,0204","    4000.7","7","","","","","    4000.7","0","","","","","","","","","","","","","","","","","","","","","    783.3"," ,0","     1239"," ,0","      7.90","0","     14.14","0","      1.66","0","",""
"USC00106152","1973","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    148.0","","     148.0","0","       120","0","        73","0","         4","0","       39","","        26","0","         5","0","       156","0","        17","0","       119","0","        31","0","","","  -25.0","0,0106, ","   356"," ,0,1229, ","   203"," ,0,1227, ","  26.4"," ,0,1207, ","   37.8","0,0905, ","","","-2.8","0,0916","-2.8","0,0916","-5.6","0,1009","-8.3","0,1102","-10.6","0,1103","0.0","0,0618","-2.2","0,0610","-4.4","0,0420","-11.1","0,0208","-11.1","0,0208","    3853.1","1","","","","","    3853.1","0","","","","","","","","","","","","","","","","","","","","","    699.3"," ,0","     1650"," ,0","      8.49","0","     15.19","0","      1.79","0","",""
