"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00050242","1939","38.88333","-103.65","1598.1","AMY, CO US","","","","","","","","","","","         1"," ","","","","","","","","","",""
"USC00050242","1944","38.88333","-103.65","1598.1","AMY, CO US","        50","6","        39","6","         1","6","","","        13","6","","","","","   279"," ,6,0321, ","  50.8"," ,6,0321, ","    385.9"," ,6","     1370"," ,6"
"USC00050242","1946","38.88333","-103.65","1598.1","AMY, CO US","        49","6","        40","6","         3","6","","","        12","6","","","","","   305"," ,6,1106, ","  28.7"," ,6,0907, ","    413.5"," ,6","     1735"," ,6"
"USC00050242","1950","38.88333","-103.65","1598.1","AMY, CO US","        33","0","        26","0","         4","0","","","         4","0","","","","","    51"," ,0,0312, ","  33.8"," ,0,0710, ","    288.8"," ,0","      146"," ,0"
"USC00050242","1951","38.88333","-103.65","1598.1","AMY, CO US","        40","0","        29","0","         0","0","","","","","","","","","","","  24.1"," ,0,0514, ","    336.4"," ,0","",""
"USC00050242","1952","38.88333","-103.65","1598.1","AMY, CO US","        22","0","        20","0","         1","0","","","         2","0","","","","","   203"," ,0,0321, ","  57.2"," ,0,0822, ","    236.3"," ,0","      254"," ,0"
"USC00050242","1953","38.88333","-103.65","1598.1","AMY, CO US","        31","0","        28","0","         2","0","","","         4","0","","","","","    89"," ,0,0301, ","  40.6"," ,0,0710, ","    255.6"," ,0","      190"," ,0"
"USC00050242","1954","38.88333","-103.65","1598.1","AMY, CO US","        34","0","        22","0","         0","0","","","         3","0","","","","","    89"," ,0,0111, ","  22.9"," ,0,0826, ","    209.2"," ,0","      203"," ,0"
"USC00050242","1955","38.88333","-103.65","1598.1","AMY, CO US","        20","0","        15","0","         1","0","","","         5","0","         3"," ","","","    25"," ,0,1119,+","  32.5"," ,0,0719, ","    175.4"," ,0","      125"," ,0"
"USC00050242","1956","38.88333","-103.65","1598.1","AMY, CO US","        28","0","        23","0","         1","0","","","         6","0","","","","","   152"," ,0,1119, ","  25.4"," ,0,0609, ","    189.8"," ,0","      508"," ,0"
"USC00050242","1957","38.88333","-103.65","1598.1","AMY, CO US","        54","0","        46","0","         5","0","","","         4","0","","","","","   305"," ,0,0402, ","  57.9"," ,0,0402, ","    530.5"," ,0","      559"," ,0"
"USC00050242","1958","38.88333","-103.65","1598.1","AMY, CO US","        40","0","        38","0","         0","0","","","        11","0","","","","","    76"," ,0,1029,+","  21.6"," ,0,0509, ","    321.2"," ,0","      558"," ,0"
"USC00050242","1959","38.88333","-103.65","1598.1","AMY, CO US","        36","0","        27","0","         1","0","","","         6","0","         2"," ","","","   330"," ,0,0408, ","  33.0"," ,0,0408, ","    297.2"," ,0","     1052"," ,0"
"USC00050242","1960","38.88333","-103.65","1598.1","AMY, CO US","        34","0","        30","0","         2","0","","","        15","0","","","","","   305"," ,0,0114, ","  40.6"," ,0,1018, ","    316.0"," ,0","     1499"," ,0"
"USC00050242","1961","38.88333","-103.65","1598.1","AMY, CO US","        42","0","        34","0","         1","0","","","","","","","","","","","  26.7"," ,0,0919, ","    262.2"," ,0","",""
"USC00050242","1962","38.88333","-103.65","1598.1","AMY, CO US","        39","0","        27","0","         2","0","","","         9","0","","","","","   254"," ,0,0108, ","  35.6"," ,0,0516, ","    255.1"," ,0","      633"," ,0"
"USC00050242","1964","38.88333","-103.65","1598.1","AMY, CO US","        29","0","        16","0","         2","0","","","         8","0","","","","","   127"," ,0,0308, ","  31.8"," ,0,0530, ","    188.0"," ,0","      405"," ,0"
"USC00050242","1965","38.88333","-103.65","1598.1","AMY, CO US","        44","0","        37","0","         4","0","","","         1","0","","","","","    25"," ,0,0122, ","  83.3"," ,0,0819, ","    473.6"," ,0","       25"," ,0"
"USC00050242","1966","38.88333","-103.65","1598.1","AMY, CO US","        35","0","        28","0","         1","0","","","         6","0","","","","","    76"," ,0,0123, ","  29.7"," ,0,0730, ","    261.1"," ,0","      279"," ,0"
"USC00050242","1967","38.88333","-103.65","1598.1","AMY, CO US","        48","0","        34","0","         3","0","","","         7","0","","","","","   203"," ,0,0114, ","  48.0"," ,0,0712, ","    355.1"," ,0","      456"," ,0"
"USC00050242","1968","38.88333","-103.65","1598.1","AMY, CO US","        41","0","        26","0","         1","0","","","         2","0","","","","","   102"," ,0,1222, ","  29.2"," ,0,0724, ","    260.8"," ,0","      178"," ,0"
"USC00050242","1969","38.88333","-103.65","1598.1","AMY, CO US","        45","0","        31","0","         0","0","","","         4","0","","","","","   178"," ,0,1018, ","  24.1"," ,0,1018, ","    293.3"," ,0","      438"," ,0"
"USC00050242","1970","38.88333","-103.65","1598.1","AMY, CO US","","","","","","","        4","","         4","0","","","    51"," ,0,0319,+","   102"," ,0,0330, ","","","","","      254"," ,0"
