"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00427608","1967","40.7","-111.91667","1293.0","SALT LAKE CITY SUBURBAN SEWAGE PLANT, UT US","    565.2","","     565.2","0","        84","0","        44","0","         1","0","","","","","         0","0","       141","0","        13","0","       156","0","        67","0","","","  -15.0","0,1214, ","","","","","  27.9"," ,0,0123, ","   37.8","0,0721, ","-1.7","0,1015","-2.8","0,1024","-5.6","0,1103","-8.9","0,1127","-8.9","0,1127","-1.1","0,0513","-2.2","0,0502","-10.6","0,0330","-10.6","0,0330","-10.6","0,0330","","","","","    355.8"," ,0","","","     11.40","0","     18.50","0","      4.31","0"
"USC00427608","1968","40.7","-111.91667","1293.0","SALT LAKE CITY SUBURBAN SEWAGE PLANT, UT US","    451.4","","     451.4","0","        83","0","        52","0","         1","0","","","","","         0","0","       138","0","        16","0","       155","0","        47","0","","","  -16.7","0,0113, ","","","","","  35.3"," ,0,0523, ","   37.2","0,0719, ","-0.6","0,0922","-3.3","0,1017","-6.1","0,1114","-7.2","0,1126","-11.7","0,1202","0.0","0,0507","-2.2","0,0421","-6.1","0,0216","-13.3","0,0215","-13.3","0,0215","    3115.5","5","    3115.5","0","    493.9"," ,0","","","     10.65","0","     17.70","0","      3.61","0"
"USC00427608","1969","40.7","-111.91667","1293.0","SALT LAKE CITY SUBURBAN SEWAGE PLANT, UT US","    582.1","","     582.1","0","        73","0","        37","0","         2","0","","","","","         0","0","       141","0","         7","0","       161","0","        57","0","","","  -16.7","0,0204, ","","","","","  33.0"," ,0,0730, ","   37.8","0,0802, ","0.0","0,1006","-2.2","0,1030","-10.0","0,1118","-10.0","0,1118","-10.0","0,1118","-0.6","0,0426","-2.2","0,0326","-5.0","0,0325","-7.2","0,0314","-8.9","0,0215","    3131.2","2","    3131.2","0","    365.1"," ,0","","","     11.40","0","     18.34","0","      4.46","0"
"USC00427608","1970","40.7","-111.91667","1293.0","SALT LAKE CITY SUBURBAN SEWAGE PLANT, UT US","    526.2","","     526.2","0","        86","0","        58","0","         1","0","","","","","         0","0","       137","0","        15","0","       139","0","        57","0","","","  -16.7","0,1220, ","","","","","  34.8"," ,0,0905, ","   38.9","0,0626, ","0.0","0,0915","-3.3","0,1015","-5.0","0,1027","-7.2","0,1211","-10.0","0,1213","0.0","0,0511","-3.3","0,0421","-6.1","0,0401","-6.7","0,0220","-9.4","0,0129","    3126.2","2","    3126.2","0","    494.6"," ,0","","","     10.85","0","     17.77","0","      3.93","0"
"USC00427608","1971","40.7","-111.91667","1293.0","SALT LAKE CITY SUBURBAN SEWAGE PLANT, UT US","    489.9","","     489.9","0","        92","0","        49","0","         0","0","       50","","","","         3","0","       137","0","        19","0","       150","0","        59","0","         2"," ","  -20.0","0,0106, ","   203"," ,0,0108,+","","","  17.5"," ,0,1016, ","   37.8","0,0814,+","-0.6","0,0928","-5.0","0,1028","-5.0","0,1028","-7.8","0,1030","-13.9","0,1204","-0.6","0,0518","-2.2","0,0413","-6.1","0,0401","-10.0","0,0318","-10.0","0,0318","    3257.6","6","    3257.6","0","    365.1"," ,0","","","     10.43","0","     17.23","0","      3.63","0"
"USC00427608","1972","40.7","-111.91667","1293.0","SALT LAKE CITY SUBURBAN SEWAGE PLANT, UT US","    478.4","","     478.4","0","        80","0","        42","0","         0","0","","","","","         7","0","       114","0","        25","0","       167","0","        43","0","         6"," ","  -25.0","0,1210, ","","","","","  22.6"," ,0,1105, ","   38.3","0,0809,+","0.0","0,1025","-3.3","0,1030","-5.0","0,1031","-6.7","0,1204","-16.1","0,1205","0.0","0,0502","-2.8","0,0501","-5.0","0,0330","-6.7","0,0329","-8.9","0,0205","    3120.7","7","    3120.7","0","    344.2"," ,0","","","     11.19","0","     18.14","0","      4.24","0"
"USC00427608","1973","40.7","-111.91667","1293.0","SALT LAKE CITY SUBURBAN SEWAGE PLANT, UT US","","","","","","","","","","","","","","","","","","","","","","","","","        10"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3496.6","6","    3496.6","0","","","","","","","","","",""
"USC00427608","1974","40.7","-111.91667","1293.0","SALT LAKE CITY SUBURBAN SEWAGE PLANT, UT US","","","","","        59","0","        31","0","         1","0","","","        15","0","","","","","        17","0","       168","0","        82","0","         4"," ","","","","","   203"," ,0,0410,+","  41.1"," ,0,0410, ","   38.9","0,0624,+","","","","","","","","","","","","","","","","","","","","","","","","","    284.9"," ,0","     1155"," ,0","","","     19.23","0","",""
"USC00427608","1975","40.7","-111.91667","1293.0","SALT LAKE CITY SUBURBAN SEWAGE PLANT, UT US","","","","","","","","","","","","","","","","","","","","","","","","","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    378.2"," ,0","     1002"," ,0","","","","","",""
"USC00427608","1976","40.7","-111.91667","1293.0","SALT LAKE CITY SUBURBAN SEWAGE PLANT, UT US","","","","","        51","0","        27","0","         1","0","       31","","        10","0","","","","","        19","0","       159","0","        43","0","         2"," ","","","   203"," ,0,0107,+","   102"," ,0,0205,+","  25.9"," ,0,0731, ","   38.9","0,0709, ","","","","","","","","","","","","","","","","","","","","","","","","","    241.4"," ,0","      612"," ,0","","","     18.21","0","",""
