"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CMOR","2000","34.3175","-117.5019","1005.8","MORMON ROCK CALIFORNIA, CA US","    571.3","","     571.3","U","         0","U","        34","U","         0","U","       211","U","        59","U","   -4.4","U,1115, ","   39.4","U,0614, ","0.0","U,1031","-2.2","U,1112","-4.4","U,1115","0.0","U,0419","-2.2","U,0108","","","","","","","     15.30","U","     23.06","U","      7.55","U"
"USR0000CMOR","2001","34.3175","-117.5019","1005.8","MORMON ROCK CALIFORNIA, CA US","    655.7","","     655.7","U","         0","U","        58","U","         0","U","       223","U","        76","U","   -3.9","U,0207, ","   40.0","U,0702, ","0.0","U,1125","-2.2","U,1210","","","0.0","U,0422","-2.2","U,0215","","","    1858.7","7","    1858.7","U","     15.23","U","     22.92","U","      7.55","U"
"USR0000CMOR","2003","34.3175","-117.5019","1005.8","MORMON ROCK CALIFORNIA, CA US","    931.0","","     931.0","U","         0","U","        25","U","         0","U","       209","U","       113","U","   -5.6","U,1227, ","   41.7","U,0710, ","0.0","U,1104","-2.8","U,1123","-5.6","U,1227","0.0","U,0406","-2.2","U,0206","","","    1634.8","8","    1634.8","U","     16.32","U","     24.20","U","      8.43","U"
"USR0000CMOR","2004","34.3175","-117.5019","1005.8","MORMON ROCK CALIFORNIA, CA US","    644.8","","     644.8","U","         0","U","        36","U","         0","U","       214","U","        83","U","   -5.6","U,1201, ","   40.6","U,0810, ","0.0","U,1120","-2.8","U,1129","-5.6","U,1201","-0.6","U,0229","-2.8","U,0201","","","    1537.1","1","    1537.1","U","     15.58","U","     23.65","U","      7.51","U"
"USR0000CMOR","2005","34.3175","-117.5019","1005.8","MORMON ROCK CALIFORNIA, CA US","    625.9","","     625.9","U","         0","U","        24","U","         0","U","       218","U","        71","U","   -3.9","U,1216, ","   43.3","U,0718, ","-0.6","U,1127","-3.9","U,1216","","","-0.6","U,0420","","","","","    1795.0","0","    1795.0","U","     15.63","U","     23.61","U","      7.65","U"
"USR0000CMOR","2006","34.3175","-117.5019","1005.8","MORMON ROCK CALIFORNIA, CA US","    829.3","","     829.3","U","         0","U","        46","U","         0","U","       233","U","        95","U","   -6.1","U,0216, ","   43.3","U,0722, ","-3.3","U,1128","-3.3","U,1128","-4.4","U,1217","0.0","U,0406","-2.8","U,0313","-4.4","U,0220","    1603.2","2","    1603.2","U","     16.23","U","     24.78","U","      7.69","U"
"USR0000CMOR","2007","34.3175","-117.5019","1005.8","MORMON ROCK CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1361.0","0","    1361.0","U","","","","","",""
"USR0000CMOR","2017","34.3175","-117.5019","1005.8","MORMON ROCK CALIFORNIA, CA US","    789.6","","     789.6","U","         0","U","         6","U","         0","U","       216","U","        47","U","   -2.8","U,0224, ","   39.4","U,0707, ","","","","","","","0.0","U,0306","-2.8","U,0224","","","    1380.5","5","    1380.5","U","     16.93","U","     22.81","U","     11.04","U"
"USR0000CMOR","2018","34.3175","-117.5019","1005.8","MORMON ROCK CALIFORNIA, CA US","    663.2","","     663.2","U","         0","U","        10","U","         0","U","       188","U","        34","U","   -3.3","U,0224,+","   40.6","U,0706, ","","","","","","","-0.6","U,0318","-3.3","U,0224","","","    1375.9","9","    1375.9","U","     16.00","U","     21.70","U","     10.30","U"
"USR0000CMOR","2019","34.3175","-117.5019","1005.8","MORMON ROCK CALIFORNIA, CA US","    503.4","","     503.4","U","         0","U","        20","U","         0","U","       180","U","        35","U","   -3.3","U,0211,+","   36.1","U,0727, ","0.0","U,1128","-2.2","U,1130","","","-2.8","U,0223","-2.8","U,0223","","","    1799.9","9","    1799.9","U","     14.49","U","     20.14","U","      8.84","U"
