"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00402202","1915","36.0148","-85.1313","551.7","CROSSVILLE EDUCATION AND RESEARCH STATION, TN US","    469.2","","     469.2","0","       159","0","        98","0","        20","0","        8","","         7","0","         0","0","       110","0","         6","0","       196","0","         5","0","","","","","  -10.6","0,0121, ","   152"," ,0,0331, ","   140"," ,0,0331, ","  55.9"," ,0,0201, ","   34.4","0,0731, ","-2.8","0,1009","-2.8","0,1009","-7.2","0,1116","-7.2","0,1116","","","-5.6","0,0404","-5.6","0,0404","-5.6","0,0404","-7.2","0,0302","-9.4","0,0209","","","","","","","","","","","","","","","","","   1501.6"," ,0","      482"," ,0","     13.00","0","     18.77","0","      7.24","0","",""
"USC00402202","1916","36.0148","-85.1313","551.7","CROSSVILLE EDUCATION AND RESEARCH STATION, TN US","","","","","       142","0","        92","0","        16","0","","","","","","","","","","","","","","","","","","","","","","","","","  82.6"," ,0,0708, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1450.0"," ,0","","","","","","","","","",""
"USC00402202","1917","36.0148","-85.1313","551.7","CROSSVILLE EDUCATION AND RESEARCH STATION, TN US","    292.7","","     292.7","0","       159","0","       102","0","        13","0","       15","","         9","0","        10","0","       118","0","        20","0","       157","0","         3","0","","","","","  -25.0","0,1210, ","   152"," ,0,1213, ","    76"," ,0,1231,+","  77.2"," ,0,0717, ","   33.9","0,0626, ","-1.1","0,1007","-4.4","0,1011","-4.4","0,1011","-7.8","0,1031","-12.2","0,1125","0.0","0,0509","-3.9","0,0415","-4.4","0,0410","-8.9","0,0319","-8.9","0,0319","    2517.9","9","","","    2517.9","0","","","","","","","","","","","   1448.2"," ,0","      499"," ,0","     11.02","0","     17.59","0","      4.44","0","",""
"USC00402202","1918","36.0148","-85.1313","551.7","CROSSVILLE EDUCATION AND RESEARCH STATION, TN US","    386.0","","     386.0","0","       146","0","       102","0","        17","0","        8","","        17","0","         6","0","       104","0","        17","0","       174","0","        23","0","","","","","  -25.6","0,0112, ","   203"," ,0,0121, ","   102"," ,0,0113,+","  56.4"," ,0,0621, ","   36.1","0,0806, ","-1.1","0,0921","-2.2","0,0922","-5.6","0,1102","-7.8","0,1130","-10.0","0,1201","0.0","0,0502","-2.2","0,0411","-5.6","0,0318","-9.4","0,0223","-9.4","0,0223","    2884.2","2","","","    2884.2","0","","","","","","","","","","","   1417.9"," ,0","      940"," ,0","     12.40","0","     18.88","0","      5.91","0","",""
"USC00402202","1919","36.0148","-85.1313","551.7","CROSSVILLE EDUCATION AND RESEARCH STATION, TN US","","","","","       110","0","        79","0","        15","0","","","","","","","","","","","","","","","","","","","","","","","","","  61.0"," ,0,0305, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1179.0"," ,0","","","","","","","","","",""
"USC00402202","1920","36.0148","-85.1313","551.7","CROSSVILLE EDUCATION AND RESEARCH STATION, TN US","","","","","       127","0","        96","0","        25","0","","","","","","","","","","","","","","","","","","","","","","","","","  94.2"," ,0,0809, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1751.7"," ,0","","","","","","","","","",""
"USC00402202","1921","36.0148","-85.1313","551.7","CROSSVILLE EDUCATION AND RESEARCH STATION, TN US","","","","","       132","0","        91","0","         9","0","","","","","","","","","","","","","","","","","","","","","","","",""," 113.0"," ,0,0416, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1327.6"," ,0","","","","","","","","","",""
"USC00402202","1922","36.0148","-85.1313","551.7","CROSSVILLE EDUCATION AND RESEARCH STATION, TN US","    446.6","","     446.6","0","       133","0","       106","0","        21","0","        2","","         3","0","         1","0","        85","0","         3","0","       194","0","        12","0","","","","","  -19.4","0,0114, ","   102"," ,0,0113, ","   102"," ,0,0113, ","  75.7"," ,0,0824, ","   33.3","0,0618,+","-0.6","0,1013","-3.9","0,1121","-6.1","0,1123","-10.0","0,1126","-10.0","0,1126","-2.2","0,0402","-2.2","0,0402","-4.4","0,0323","-7.2","0,0308","-12.2","0,0217","    2078.7","7","","","    2078.7","0","","","","","","","","","","","   1771.7"," ,0","      240"," ,0","     13.86","0","     20.40","0","      7.32","0","",""
"USC00402202","1923","36.0148","-85.1313","551.7","CROSSVILLE EDUCATION AND RESEARCH STATION, TN US","","","","","       114","0","        96","0","        12","0","","","","","         1","0","        92","0","","","","","","","","","","","  -17.8","0,0218, ","","","","","  50.8"," ,0,0728, ","","","-1.7","0,1010","-2.2","0,1020","-7.8","0,1101","-7.8","0,1101","-8.9","0,1109","-0.6","0,0418","-3.3","0,0409","-10.0","0,0401","-10.0","0,0401","-10.0","0,0401","","","","","","","","","","","","","","","","","   1344.8"," ,0","","","","","","","      7.11","0","",""
"USC00402202","1924","36.0148","-85.1313","551.7","CROSSVILLE EDUCATION AND RESEARCH STATION, TN US","","","","","       117","0","        87","0","        14","0","","","","","","","","","","","","","","","","","","","","","","","","","  61.0"," ,0,1208, ","","","","","","","","","","","","","","","","","","","","","","","    2488.2","2","","","    2488.2"," ","","","","","","","","","","","   1168.7"," ,0","","","","","","","","","",""
