"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00098985","1898","31.483333","-81.35","3.0","VALONA, GA US","   1207.6","","    1207.6","6","        77","6","        71","6","        14","6","         0","6","        24","6","         0","6","       264","6","        46","6","   -6.7","6,1205, ","  67.3"," ,6,0816, ","   38.9","6,0530, ","-1.1","6,1127","-6.7","6,1205","-6.7","6,1205","-6.7","6,1205","0.0","6,0416","-3.3","6,0225","-5.0","6,0203","","","","","     702.5","5","     702.5","6","   1066.0"," ,6","     18.79","6","     24.64","6","     12.95","6"
"USC00098985","1899","31.483333","-81.35","3.0","VALONA, GA US","    797.9","","     797.9","6","","","","","","","         0","6","        30","6","         3","6","       203","6","         5","6","  -15.0","6,0213, ","","","   37.2","6,0807, ","-5.6","6,1205","-5.6","6,1205","-5.6","6,1205","","","0.0","6,0308","-5.6","6,0215","-5.6","6,0215","-12.2","6,0214","-12.2","6,0214","    1478.8","8","    1478.8","6","","","     16.36","6","     20.09","6","     12.63","6"
"USC00098985","1900","31.483333","-81.35","3.0","VALONA, GA US","","","","","        78","6","        73","6","        17","6","         0","6","        23","6","","","","","","","   -7.8","6,0129,+"," 143.5"," ,6,1003, ","","","-1.1","6,1110","","","","","","","-0.6","6,0414","-2.8","6,0220","-6.7","6,0203","-6.7","6,0203","","","","","","","   1484.6"," ,6","","","","","     13.61","6"
"USC00098985","1901","31.483333","-81.35","3.0","VALONA, GA US","","","","","        62","6","        60","6","        17","6","         0","6","        32","6","","","","","","","   -8.3","6,1221, ","  81.3"," ,6,0613, ","","","-1.7","6,1116","-2.8","6,1117","-5.0","6,1118","-6.7","6,1219","-1.1","6,0317","-2.8","6,0308","-5.6","6,0307","","","","","     987.5","5","     987.5","6","   1231.1"," ,6","","","","","     12.14","6"
"USC00098985","1902","31.483333","-81.35","3.0","VALONA, GA US","   1332.8","","    1332.8","6","        72","6","        63","6","        22","6","         0","6","        33","6","         0","6","       268","6","        74","6","   -8.3","6,0114, "," 203.2"," ,6,1026, ","   38.9","6,0706, ","-1.1","6,1224","-7.2","6,1228","-7.2","6,1228","-7.2","6,1228","-1.1","6,0320","-3.9","6,0219","-5.0","6,0218","-8.3","6,0114","","","","","","","   1581.6"," ,6","     19.44","6","     25.30","6","     13.57","6"
"USC00098985","1903","31.483333","-81.35","3.0","VALONA, GA US","   1206.5","","    1206.5","6","","","","","","","         0","6","        27","6","         0","6","       248","6","        64","6","   -7.8","6,1128, ","","","   38.9","6,0828, ","-0.6","6,1127","-7.8","6,1128","-7.8","6,1128","-7.8","6,1128","-5.6","6,0218","-5.6","6,0218","-5.6","6,0218","","","","","     661.7","7","     661.7","6","","","     18.86","6","     24.59","6","     13.13","6"
"USC00098985","1904","31.483333","-81.35","3.0","VALONA, GA US","","","","","        54","6","        52","6","        13","6","","","","","","","","","","","","","  81.3"," ,6,1103, ","","","","","","","","","","","","","","","","","","","","","    1133.6","6","    1133.6","6","   1075.5"," ,6","","","","","",""
"USC00098985","1905","31.483333","-81.35","3.0","VALONA, GA US","","","","","        64","6","        60","6","        20","6","","","","","","","","","","","","","  76.2"," ,6,0530, ","","","","","","","","","","","","","","","","","","","","","","","","","   1393.5"," ,6","","","","","",""
"USC00098985","1906","31.483333","-81.35","3.0","VALONA, GA US","","","","","        61","6","        56","6","        14","6","         0","6","        16","6","         0","6","       242","6","        45","6","   -6.7","6,1227,+","  88.9"," ,6,0616, ","   35.6","6,0810,+","-1.1","6,1113","-2.2","6,1115","-5.6","6,1224","-6.7","6,1225","-2.2","6,0321","-2.2","6,0321","","","","","","","     965.2","2","     965.2","6","   1242.4"," ,6","     18.79","6","     24.33","6","     13.26","6"
"USC00098985","1907","31.483333","-81.35","3.0","VALONA, GA US","","","","","        60","6","        54","6","        15","6","         0","6","        16","6","         0","6","       270","6","        60","6","   -3.9","6,1205, ","  56.6"," ,6,0512, ","   36.7","6,0724,+","-1.1","6,1114","-3.9","6,1205","","","","","-2.2","6,0415","-2.2","6,0415","","","","","","","","","","","   1009.0"," ,6","     19.37","6","     25.57","6","     13.18","6"
"USC00098985","1908","31.483333","-81.35","3.0","VALONA, GA US","","","","","","","","","","","         0","6","        23","6","","","","","","","   -7.2","6,0203, ","","","","","0.0","6,1116","-2.2","6,1227","","","","","-2.2","6,0223","-2.2","6,0223","-7.2","6,0203","-7.2","6,0203","","","","","","","","","","","","","     13.58","6"
"USC00098985","1909","31.483333","-81.35","3.0","VALONA, GA US","","","","","        64","6","        58","6","        14","6","","","","","","","","","","","","","  90.9"," ,6,0812, ","","","","","","","","","","","","","","","","","","","","","","","","","   1068.4"," ,6","","","","","",""
"USC00098985","1910","31.483333","-81.35","3.0","VALONA, GA US","","","","","        62","6","        59","6","        16","6","","","","","","","","","","","",""," 218.4"," ,6,0719, ","","","","","","","","","","","","","","","","","","","","","","","","","   1383.4"," ,6","","","","","",""
