"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA004017797","1985","51.3","-102.0333","526.0","STORNOWAY, SK CA","","","","","","","","","        79","C","       199","C","  -38.0","C,0101, ","","","","","-1.0","C,0908","-4.0","C,0925","-6.0","C,0930","-7.0","C,1010","-9.0","C,1015","-1.0","C,0602","-4.0","C,0416","-5.0","C,0409","-10.0","C,0408","-10.0","C,0408","","","","","     -5.64","C"
"CA004017797","1987","51.3","-102.0333","526.0","STORNOWAY, SK CA","        50","C","        39","C","         1","C","        10","C","","","","","","","   100"," ,C,0317, ","  26.0"," ,C,0630, ","","","","","","","","","","","","","","","","","","","","","    365.0"," ,C","      740"," ,C","",""
"CA004017797","1988","51.3","-102.0333","526.0","STORNOWAY, SK CA","        57","C","        38","C","         2","C","        11","C","","","","","","","   160"," ,C,0408, ","  36.0"," ,C,0501, ","","","","","","","","","","","","","","","","","","","","","    358.0"," ,C","     1070"," ,C","",""
