"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"RQW00011603","1961","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2514.7","","    2514.7","0","       160","0","        94","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       364","0","         0","0","         9"," ","        72"," ","   17.8","0,1222, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 109.0"," ,0,0423, ","   31.7","0,0918,+","       0.0","0","       0.0","0","   1678.4"," ,0","        0"," ,0","     25.25","0","     28.45","0","     22.05","0","        90","X","      19.5","X"
"RQW00011603","1962","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2512.0","","    2512.0","0","       147","0","        83","0","        12","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         3","0","        15"," ","        91"," ","   17.2","0,0131, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  66.0"," ,0,1013, ","   35.0","0,0705, ","       0.0","0","       0.0","0","   1192.2"," ,0","        0"," ,0","     25.22","0","     28.46","0","     21.98","0","       135","X","      19.0","X"
"RQW00011603","1963","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2642.3","","    2642.3","0","       166","0","        99","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         8","0","         9"," ","       103"," ","   17.2","0,0127, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 112.5"," ,0,0325, ","   33.9","0,0609, ","       0.0","0","       0.0","0","   1572.8"," ,0","        0"," ,0","     25.56","0","     28.71","0","     22.42","0","","","",""
"RQW00011603","1964","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2652.3","","    2652.3","0","       145","0","        80","0","         4","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         2","0","         9"," ","        98"," ","   17.2","0,1228,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  38.9"," ,0,0401, ","   32.2","0,0515,+","       0.0","0","       0.0","0","    879.6"," ,0","        0"," ,0","     25.58","0","     28.73","0","     22.43","0","        80","X","      18.5","X"
"RQW00011603","1965","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2282.4","","    2282.4","0","       159","0","        76","0","        20","0","        0","","         0","0","         0","0","         0","0","         0","0","       364","0","         0","0","         1"," ","       102"," ","   15.6","0,0107, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  85.3"," ,0,1125, ","   31.1","0,0917,+","       0.0","0","       0.0","0","   1399.3"," ,0","        0"," ,0","     24.59","0","     27.74","0","     21.44","0","       100","X","      19.5","X"
"RQW00011603","1966","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2427.8","","    2427.8","0","       180","0","        93","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       364","0","         0","0","         1"," ","        98"," ","   17.2","0,0213,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  65.5"," ,0,0714, ","   31.7","0,0823, ","       0.0","0","       0.0","0","   1457.6"," ,0","        0"," ,0","     25.00","0","     28.12","0","     21.87","0","        90","X","      20.6","X"
"RQW00011603","1967","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2387.3","","    2387.3","0","       145","0","        64","0","         8","0","        0","","         0","0","         0","0","         0","0","         0","0","       364","0","         1","0","","","        70"," ","   16.7","0,0206, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  53.3"," ,0,0801, ","   32.2","0,1003, ","       0.0","0","       0.0","0","    841.8"," ,0","        0"," ,0","     24.90","0","     28.12","0","     21.67","0","       113","X","      18.0","X"
"RQW00011603","1968","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2686.6","","    2686.6","0","       173","0","        83","0","        11","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         4","0","         1"," ","       170"," ","   17.2","0,0207,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  83.8"," ,0,1008, ","   32.8","0,0929, ","       0.0","0","       0.0","0","   1261.9"," ,0","        0"," ,0","     25.67","0","     28.88","0","     22.46","0","        60","X","      20.6","X"
"RQW00011603","1969","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2815.0","","    2815.0","0","       148","0","        95","0","        19","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        12","0","","","       129"," ","   17.8","0,0226, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 104.9"," ,0,1219, ","   33.3","0,0608, ","       0.0","0","       0.0","0","   1529.5"," ,0","        0"," ,0","     26.11","0","     29.41","0","     22.82","0","","","",""
"RQW00011603","1970","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2635.6","","    2635.6","0","       152","0","        95","0","        19","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","         2"," ","       116"," ","   16.7","0,0304, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  75.9"," ,0,1212, ","   33.3","0,0806, ","       0.0","0","       0.0","0","   1597.7"," ,0","        0"," ,0","     25.57","0","     28.92","0","     22.21","0","       150","X","      18.5","X"
"RQW00011603","1971","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2572.8","","    2572.8","0","       160","0","       102","0","        14","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         2","0","","","        98"," ","   17.8","0,0116, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  72.9"," ,0,1108,+","   32.8","0,0820, ","       0.0","0","       0.0","0","   1473.7"," ,0","        0"," ,0","     25.39","0","     28.91","0","     21.87","0","","","",""
"RQW00011603","1972","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2446.3","","    2446.3","0","       141","0","        92","0","        16","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         2","0","","","        92"," ","   16.7","0,0214,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  98.0"," ,0,0517, ","   32.2","0,1009,+","       0.0","0","       0.0","0","   1333.6"," ,0","        0"," ,0","     25.06","0","     28.30","0","     21.82","0","","","",""
"RQW00011603","1973","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","","","","","","","","","","","","","","","","","","","","","","","","","","","        52"," ","","","","","","","","","","","       0.0","0","       0.0","0","","","","","","","","","","","","","",""
"RQW00011603","1975","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2465.3","","    2465.3","0","       143","0","        84","0","        12","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        14","0","","","         1"," ","   16.1","0,0112, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  95.3"," ,0,0811, ","   32.2","0,0924,+","       0.0","0","       0.0","0","   1217.6"," ,0","        0"," ,0","     25.16","0","     28.98","0","     21.33","0","","","",""
"RQW00011603","1976","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2321.1","","    2321.1","0","       132","0","        98","0","        14","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         0","0","","","        13"," ","   15.6","0,1213,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  76.7"," ,0,0623, ","   31.7","0,0919,+","       0.0","0","       0.0","0","   1214.5"," ,0","        0"," ,0","     24.71","0","     28.94","0","     20.48","0","","","",""
"RQW00011603","1977","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0","0","","","","","","","","","","","","","",""
"RQW00011603","1978","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","","","","","","","","","","","","","","","","","","","","","","","","","","","         7"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RQW00011603","1979","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","","","","","       147","0","       114","0","        19","0","        0","","         0","0","         0","0","         0","0","","","","","","","","","","","   15.0","0,0110, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  57.9"," ,0,0830, ","","","","","","","   1554.2"," ,0","        0"," ,0","","","","","     21.22","0","","","",""
"RQW00011603","1980","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","","","","","       113","0","        71","0","         7","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  81.3"," ,0,0528, ","","","       0.0","0","       0.0","0","   1002.4"," ,0","        0"," ,0","","","","","","","","","",""
"RQW00011603","1982","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2812.5","","    2812.5","0","       127","0","        85","0","        18","0","","","         0","0","         0","0","         0","0","         0","0","       363","0","       119","0","","","         1"," ","   13.9","0,0313,+","","","     0"," ,0,1231,+","  73.7"," ,0,1024, ","   35.0","0,0704,+","","","","","   1389.5"," ,0","        0"," ,0","     26.18","0","     31.00","0","     21.35","0","","","",""
"RQW00011603","1983","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0","0","","","","","","","","","","","","","",""
"RQW00011603","1987","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","","","","","","","","","","","","","         0","0","","","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","","","","","","","","","   1622.5"," ,0","        0"," ,0","","","","","","","","","",""
"RQW00011603","1988","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","        0"," ,0","","","","","","","","","",""
"RQW00011603","1989","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2631.6","","    2631.6","0","       108","0","        75","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       358","0","        47","0","","","","","   16.7","0,0312, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 104.1"," ,0,1229, ","   34.4","0,0823, ","       0.0","0","       0.0","0","   1328.6"," ,0","        0"," ,0","     25.76","0","     30.07","0","     21.44","0","","","",""
"RQW00011603","1990","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","   1145.4"," ,0","        0"," ,0","","","","","","","","","",""
"RQW00011603","1999","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","        0"," ,0","","","","","","","","","",""
"RQW00011603","2000","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","        0"," ,0","","","","","","","","","",""
"RQW00011603","2001","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","        0"," ,0","","","","","","","","","",""
"RQW00011603","2002","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2626.6","","    2626.6","0","       135","0","        97","0","         8","0","        0","","         0","0","         0","0","         0","0","         0","0","       360","0","        15","0","","","         5"," ","   18.3","0,1230,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.8"," ,0,0407, ","   32.8","0,0920,+","       0.0","0","       0.0","0","    992.4"," ,0","        0"," ,0","     25.63","0","     29.67","0","     21.58","0","","","",""
"RQW00011603","2003","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","","","","","       140","0","        97","0","        27","0","        0","","         0","0","","","","","","","","","","","","","         5"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  95.3"," ,0,0126, ","","","       0.0","0","       0.0","0","   1749.6"," ,0","        0"," ,0","","","","","","","","","",""
"RQW00011603","2004","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2602.4","","    2602.4","0","       178","0","       116","0","        20","0","        0","","         0","0","         0","0","         0","0","         0","0","       360","0","         3","0","","","","","   17.8","0,0227,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 119.6"," ,0,0916, ","   32.8","0,0808,+","","","","","   1728.9"," ,0","        0"," ,0","     25.56","0","     29.26","0","     21.86","0","","","",""
"RQW00011603","2005","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2564.4","","    2564.4","0","","","","","","","        0","","         0","0","         0","0","         0","0","         0","0","       348","0","         5","0","","","","","   17.2","0,0210,+","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   32.8","0,0311, ","       0.0","0","       0.0","0","   1500.7"," ,0","        0"," ,0","     25.73","0","     29.41","0","     22.04","0","","","",""
"RQW00011603","2010","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","        0"," ,0","","","","","","","","","",""
"RQW00011603","2013","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0","7","   1458.5"," ,7","","","","","","","","","","","",""
