"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"RQW00011603","1942","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2490.5","","    2490.5","6","       155","6","       100","6","        16","6","","","","","         0","6","         0","6","         0","6","       361","6","         1","6","","","","","   17.2","6,0301,+","","","","","  71.4"," ,6,0606, ","   32.8","6,0604, ","","","","","   1525.3"," ,6","","","     25.25","6","     28.64","6","     21.86","6","","","",""
"RQW00011603","1945","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2241.2","","    2241.2","6","       139","6","        77","6","         8","6","","","","","         0","6","         0","6","         0","6","       356","6","         1","6","","","","","   17.2","6,0115, ","","","",""," 111.8"," ,6,0527, ","   33.3","6,1016, ","","","","","   1065.3"," ,6","","","     24.61","6","     27.78","6","     21.43","6","","","",""
"RQW00011603","1948","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0","6","","","","","","","","","","","","","",""
"RQW00011603","1949","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2334.5","","    2334.5","X","       149","X","        94","X","        10","X","        0","","         0","X","         0","X","         0","X","         0","X","       363","X","         1","X","","","        58"," ","   16.7","X,1214, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  58.2"," ,X,1130, ","   32.2","X,0904, ","","","","","   1060.3"," ,X","        0"," ,X","     24.78","X","     27.82","X","     21.73","X","","","",""
"RQW00011603","1950","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2358.8","","    2358.8","X","       162","X","        88","X","         9","X","        0","","         0","X","         0","X","         0","X","         0","X","       364","X","         3","X","","","        72"," ","   17.8","X,0324,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  61.2"," ,X,0615, ","   32.8","X,0912,+","       0.0","0","       0.0","X","   1174.8"," ,X","        0"," ,X","     24.80","X","     28.13","X","     21.48","X","","","",""
"RQW00011603","1951","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2635.7","","    2635.7","X","       142","X","        97","X","        13","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","         7","X","         1"," ","        86"," ","   16.1","X,0126, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  74.7"," ,X,0620, ","   32.8","X,0908, ","       0.0","0","       0.0","X","   1295.3"," ,X","        0"," ,X","     25.54","X","     29.20","X","     21.88","X","","","",""
"RQW00011603","1952","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2711.3","","    2711.3","X","       171","X","       119","X","        13","X","        0","","         0","X","         0","X","         0","X","         0","X","       366","X","         6","X","         1"," ","        86"," ","   17.8","X,1222,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  46.0"," ,X,0501, ","   32.8","X,0903, ","       0.0","0","       0.0","X","   1513.2"," ,X","        0"," ,X","     25.74","X","     29.42","X","     22.06","X","","","",""
"RQW00011603","1953","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2695.1","","    2695.1","X","       135","X","        80","X","        14","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","         6","X","         2"," ","        72"," ","   18.3","X,1226,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  58.7"," ,X,1217, ","   32.8","X,0909, ","       0.0","0","       0.0","X","   1163.2"," ,X","        0"," ,X","     25.71","X","     29.32","X","     22.10","X","","","",""
"RQW00011603","1954","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2460.2","","    2460.2","X","       164","X","       101","X","        19","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","         0","X","","","        63"," ","   17.8","X,0203,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  93.2"," ,X,0906, ","   31.1","X,0907, ","       0.0","0","       0.0","X","   1591.0"," ,X","        0"," ,X","     25.06","X","     28.08","X","     22.04","X","","","",""
"RQW00011603","1955","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2589.7","","    2589.7","0","       148","0","        84","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         3","0","         1"," ","        67"," ","   18.3","0,0408,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  79.8"," ,0,0803, ","   32.8","0,0808, ","       0.0","0","       0.0","0","   1464.5"," ,0","        0"," ,0","     25.42","0","     28.28","0","     22.55","0","","","",""
"RQW00011603","1956","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2593.5","","    2593.5","0","       130","0","        91","0","        17","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         1","0","","","        66"," ","   17.2","0,0222,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 116.8"," ,0,0812, ","   32.8","0,0919, ","       0.0","0","       0.0","0","   1563.3"," ,0","        0"," ,0","     25.41","0","     28.48","0","     22.35","0","","","",""
"RQW00011603","1957","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2708.1","","    2708.1","0","       161","0","        85","0","         7","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","","","        76"," ","   19.4","0,0317,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  38.6"," ,0,0731, ","   32.2","0,1018, ","       0.0","0","       0.0","0","   1024.8"," ,0","        0"," ,0","     25.74","0","     28.94","0","     22.54","0","       135","X","      21.6","X"
"RQW00011603","1958","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2812.7","","    2812.7","0","       159","0","        96","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         2","0","","","        75"," ","   18.3","0,0126,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 140.5"," ,0,0418, ","   32.2","0,1016,+","       0.0","0","       0.0","0","   1508.4"," ,0","        0"," ,0","     26.03","0","     29.24","0","     22.82","0","        90","X","      22.1","X"
"RQW00011603","1959","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2753.0","","    2753.0","0","       172","0","        92","0","        17","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         4","0","         2"," ","       106"," ","   18.3","0,0225, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 110.7"," ,0,0508, ","   32.2","0,0922,+","       0.0","0","       0.0","0","   1604.2"," ,0","        0"," ,0","     25.89","0","     29.25","0","     22.52","0","        90","X","      16.4","X"
"RQW00011603","1960","18.494861","-67.129444","72.2","BORINQUEN AIRPORT, PR US","   2834.7","","    2834.7","0","       176","0","       108","0","        19","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         3","0","","","       112"," ","   19.4","0,0307,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  87.1"," ,0,0421, ","   32.2","0,1004,+","       0.0","0","       0.0","0","   1751.3"," ,0","        0"," ,0","     26.10","0","     29.45","0","     22.75","0","        68","X","      19.0","X"
