"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00293300","1897","35.9","-105.03333","2098.5","FORT UNION, NM US","","","","","        73","6","        68","6","         6","6","","","","","","","","","","","         5"," ","         1"," ","","","  58.4"," ,6,1003, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    740.7"," ,6","","","","","",""
"USC00293300","1898","35.9","-105.03333","2098.5","FORT UNION, NM US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3042.2","2","    3042.2","6","","","","","","","",""
"USC00293300","1899","35.9","-105.03333","2098.5","FORT UNION, NM US","    173.4","","     173.4","6","","","","","","","         5","6","       174","6","         4","6","       175","6","        13","6","","","         1"," ","  -27.2","6,0211, ","","","   33.3","6,0905,+","-1.1","6,1020","-3.9","6,1025","-11.1","6,1101","-11.1","6,1101","-11.1","6,1101","-0.6","6,0531","-5.6","6,0503","-5.6","6,0503","-6.7","6,0420","-8.9","6,0405","","","","","","","      9.94","6","     19.10","6","      0.78","6"
"USC00293300","1900","35.9","-105.03333","2098.5","FORT UNION, NM US","","","","","        69","6","        64","6","         5","6","","","","","","","","","","","","","","","","","  58.4"," ,6,0519, ","","","","","","","","","","","","","","","","","","","","","","","    2928.3","3","    2928.3","6","    641.8"," ,6","","","","","",""
"USC00293300","1901","35.9","-105.03333","2098.5","FORT UNION, NM US","    149.4","","     149.4","6","","","","","","","         4","6","       168","6","         3","6","       171","6","         2","6","","","","","  -20.6","6,0101, ","","","   33.3","6,0708,+","0.0","6,1007","-3.9","6,1012","-4.4","6,1108","-7.2","6,1111","-9.4","6,1201","0.0","6,0502","-2.2","6,0418","-5.6","6,0417","-10.6","6,0416","-10.6","6,0416","","","","","","","     10.36","6","     19.60","6","      1.12","6"
"USC00293300","1902","35.9","-105.03333","2098.5","FORT UNION, NM US","","","","","","","","","","","         2","6","       175","6","         4","6","       181","6","        21","6","","","","","  -21.1","6,1215, ","","","   35.0","6,0623, ","0.0","6,0911","-2.8","6,0929","-5.0","6,1026","-7.2","6,1103","-12.2","6,1115","-0.6","6,0523","-2.2","6,0521","-6.7","6,0421","-6.7","6,0421","-12.2","6,0330","    2796.3","3","    2796.3","6","","","     10.30","6","     20.04","6","      0.56","6"
"USC00293300","1903","35.9","-105.03333","2098.5","FORT UNION, NM US","","","","","","","","","","","         6","6","       196","6","         3","6","       163","6","        21","6","","","","","  -29.4","6,0215, ","","","   36.1","6,0804, ","-1.1","6,0914","-2.8","6,1004","-6.1","6,1013","-6.7","6,1015","-9.4","6,1031","0.0","6,0527","-3.3","6,0522","-5.0","6,0518","-6.7","6,0429","-11.7","6,0323","","","","","","","      9.31","6","     19.52","6","     -0.89","6"
"USC00293300","1904","35.9","-105.03333","2098.5","FORT UNION, NM US","     90.4","","      90.4","6","        52","6","        37","6","         5","6","         5","6","       181","6","         1","6","       188","6","         4","6","","","","","  -20.0","6,1226, ","  58.4"," ,6,0929, ","   33.3","6,0829, ","0.0","6,1017","-6.1","6,1018","-6.1","6,1018","-7.2","6,1019","-10.6","6,1109","0.0","6,0517","-3.3","6,0509","-5.6","6,0508","-8.9","6,0415","-8.9","6,0415","","","","","    472.3"," ,6","     10.17","6","     20.19","6","      0.14","6"
"USC00293300","1905","35.9","-105.03333","2098.5","FORT UNION, NM US","     97.8","","      97.8","6","        71","6","        53","6","         4","6","        12","6","       177","6","         5","6","       165","6","        20","6","         4"," ","","","  -32.8","6,0212, ","  42.9"," ,6,1122, ","   35.6","6,0821,+","-0.6","6,0917","-3.3","6,1009","-7.8","6,1010","-7.8","6,1010","-11.7","6,1019","0.0","6,0511","-2.2","6,0510","-6.7","6,0420","-6.7","6,0420","-11.1","6,0218","    3026.5","5","    3026.5","6","    512.1"," ,6","      9.50","6","     19.07","6","     -0.08","6"
"USC00293300","1906","35.9","-105.03333","2098.5","FORT UNION, NM US","     18.8","","      18.8","6","","","","","","","         3","6","       192","6","         9","6","       144","6","         0","6","","","","","  -22.8","6,0102, ","","","   31.7","6,0610, ","-5.0","6,1004","-5.0","6,1004","-5.0","6,1004","-12.8","6,1022","-12.8","6,1022","-2.8","6,0530","-2.8","6,0530","-4.4","6,0503","-8.9","6,0413","-8.9","6,0413","    3372.4","4","    3372.4","6","","","      8.25","6","     16.94","6","     -0.44","6"
"USC00293300","1907","35.9","-105.03333","2098.5","FORT UNION, NM US","     37.3","","      37.3","6","        60","6","        50","6","         2","6","         3","6","       202","6","         3","6","       147","6","         0","6","","","","","  -18.9","6,1218, ","  44.7"," ,6,0825, ","   31.7","6,0629, ","-1.1","6,0927","-2.2","6,0928","-4.4","6,1008","-8.9","6,1102","-8.9","6,1102","0.0","6,0601","-2.8","6,0516","-6.7","6,0515","-6.7","6,0515","-10.0","6,0422","    3568.9","9","    3568.9","6","    441.3"," ,6","      8.81","6","     18.08","6","     -0.45","6"
"USC00293300","1908","35.9","-105.03333","2098.5","FORT UNION, NM US","      5.9","","       5.9","6","","","","","","","         4","6","       209","6","         6","6","       147","6","         0","6","","","","","  -19.4","6,1201,+","","","   30.6","6,0622,+","-0.6","6,0924","-6.1","6,0927","-6.1","6,0927","-11.1","6,1019","-11.1","6,1019","-1.7","6,0605","-5.0","6,0507","-5.0","6,0507","-7.8","6,0429","-11.7","6,0403","    3619.9","9","    3619.9","6","","","      7.78","6","     17.39","6","     -1.84","6"
