"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00445370","1918","38.25","-78.216667","156.7","MAYHURST, VA US","","","","","        65","6","        63","6","        11","6","","","","","","","","","","","","","","","","","","","  58.4"," ,6,0420, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    990.1"," ,6","","","","","","","",""
"USC00445370","1919","38.25","-78.216667","156.7","MAYHURST, VA US","","","","","","","","","","","         2","6","","","","","","","","","","","","","","","    89"," ,6,1219, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      127"," ,6","","","","","",""
"USC00445370","1920","38.25","-78.216667","156.7","MAYHURST, VA US","    650.8","","     650.8","6","        83","6","        69","6","        15","6","","","         0","6","        92","6","         7","6","       186","6","        26","6","","","  -13.3","6,0105, ","","","  58.4"," ,6,0906, ","   35.0","6,0613, ","0.0","6,1112","-6.1","6,1113","-6.1","6,1113","-6.7","6,1114","","","-2.2","6,0414","-2.2","6,0414","-5.6","6,0309","-9.4","6,0308","-9.4","6,0308","","","","","   1081.0"," ,6","","","     13.77","6","     19.79","6","      7.75","6"
"USC00445370","1921","38.25","-78.216667","156.7","MAYHURST, VA US","    905.7","","     905.7","6","        82","6","        65","6","         7","6","","","         0","6","        63","6","         2","6","       214","6","        51","6","","","  -12.2","6,0119, ","","","  42.7"," ,6,0512, ","   37.2","6,0902, ","0.0","6,1106","-2.8","6,1113","-10.6","6,1222","-10.6","6,1222","-10.6","6,1222","-1.1","6,0330","-3.9","6,0329","-5.0","6,0226","-7.2","6,0225","-12.2","6,0119","    1829.5","5","    1829.5","6","    754.3"," ,6","","","     15.60","6","     21.68","6","      9.52","6"
"USC00445370","1922","38.25","-78.216667","156.7","MAYHURST, VA US","    730.1","","     730.1","6","        95","6","        80","6","        10","6","","","         0","6","        74","6","        11","6","       183","6","        14","6","","","  -13.9","6,0217, ","","","  50.8"," ,6,0128, ","   35.6","6,0702, ","0.0","6,1117","-3.3","6,1122","-5.6","6,1211","-8.3","6,1219","-8.9","6,1220","0.0","6,0422","-5.0","6,0323","-5.0","6,0323","-7.2","6,0218","-13.9","6,0217","    2107.7","7","    2107.7","6","    946.2"," ,6","","","     14.33","6","     19.73","6","      8.93","6"
"USC00445370","1923","38.25","-78.216667","156.7","MAYHURST, VA US","","","","","","","","","","","","","","","","","         2","6","       167","6","        10","6","","","","","","","","","   36.1","6,0721, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     18.81","6","",""
"USC00445370","1924","38.25","-78.216667","156.7","MAYHURST, VA US","","","","","        88","6","        74","6","        16","6","","","","","","","","","","","","","         1"," ","","","","","  91.9"," ,6,0930, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1211.7"," ,6","","","","","","","",""
"USC00445370","1926","38.25","-78.216667","156.7","MAYHURST, VA US","    680.4","","     680.4","6","        88","6","        76","6","         7","6","","","         0","6","       108","6","         3","6","       163","6","        32","6","","","  -15.0","6,0128, ","","","  89.2"," ,6,1117, ","   37.2","6,0815,+","-2.8","6,1026","-2.8","6,1026","-4.4","6,1111","-6.7","6,1205","-8.9","6,1216","-3.3","6,0419","-3.3","6,0419","-4.4","6,0317","-7.8","6,0314","-11.1","6,0313","","","","","   1016.9"," ,6","","","     13.03","6","     18.70","6","      7.37","6"
"USC00445370","1927","38.25","-78.216667","156.7","MAYHURST, VA US","    585.6","","     585.6","6","","","","","","","","","         0","6","        65","6","         5","6","       192","6","        22","6","","","  -13.3","6,0127, ","","","","","   37.2","6,0915, ","-1.7","6,1119","-2.2","6,1120","-5.6","6,1204","-9.4","6,1209","-9.4","6,1209","0.0","6,0425","-2.2","6,0305","-6.1","6,0304","-11.1","6,0128","-11.1","6,0128","    2267.6","6","    2267.6","6","","","","","     14.56","6","     20.61","6","      8.51","6"
"USC00445370","1928","38.25","-78.216667","156.7","MAYHURST, VA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1858.0","0","    1858.0","6","","","","","","","","","",""
