"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00115079","1906","40.152","-89.3387","177.7","LINCOLN, IL US","","","","","","","","","","","","","","","","","","","","","","","","","","","        26"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00115079","1907","40.152","-89.3387","177.7","LINCOLN, IL US","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","        22"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00115079","1908","40.152","-89.3387","177.7","LINCOLN, IL US","","","","","","","","","","","","","","","","","","","","","","","","","","","        22"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00115079","1909","40.152","-89.3387","177.7","LINCOLN, IL US","","","","","","","","","","","","","","","","","","","","","","","","","","","        15"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00115079","1910","40.152","-89.3387","177.7","LINCOLN, IL US","    499.1","","     499.1","0","        81","0","        59","0","         4","0","","","         5","0","         4","0","       135","0","        29","0","       168","0","        22","0","         2"," ","        34"," ","  -20.0","0,0223,+","","","   102"," ,0,0424, ","  41.1"," ,0,0908, ","   37.2","0,0706, ","-1.7","0,1023","-7.8","0,1029","-7.8","0,1029","-7.8","0,1029","-12.2","0,1112","-1.1","0,0514","-7.8","0,0424","-7.8","0,0424","-7.8","0,0424","-10.6","0,0225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    686.0"," ,0","      342"," ,0","     10.76","0","     16.78","0","      4.75","0"
"USC00115079","1911","40.152","-89.3387","177.7","LINCOLN, IL US","    673.3","","     673.3","0","        95","0","        76","0","        10","0","","","         5","0","         3","0","       131","0","        18","0","       163","0","        39","0","         1"," ","        26"," ","  -19.4","0,0118, ","","","   203"," ,0,1216, ","  88.1"," ,0,0925, ","   36.7","0,0705,+","-2.8","0,1024","-2.8","0,1024","-8.3","0,1102","-8.3","0,1102","-10.6","0,1112","0.0","0,0505","-2.2","0,0503","-4.4","0,0407","-10.6","0,0316","-10.6","0,0316","    3108.5","5","","","","","    3108.5","0","","","","","","","","","","","","","","","","","","","","","   1013.5"," ,0","      544"," ,0","     11.76","0","     17.52","0","      6.00","0"
"USC00115079","1912","40.152","-89.3387","177.7","LINCOLN, IL US","","","","","        98","0","        73","0","         6","0","       40","","        12","0","","","","","        47","0","       171","0","        32","0","","","        38"," ","","","   152"," ,0,0221,+","   152"," ,0,0221, ","  35.6"," ,0,1031, ","   36.7","0,0724, ","","","","","","","","","","","","","","","","","","","","","    3640.4","4","","","","","    3640.4","0","","","","","","","","","","","","","","","","","","","","","    845.5"," ,0","      738"," ,0","","","     16.44","0","",""
"USC00115079","1913","40.152","-89.3387","177.7","LINCOLN, IL US","    785.3","","     785.3","0","       105","0","        71","0","         6","0","       20","","         6","0","         6","0","       115","0","        27","0","       170","0","        67","0","","","        49"," ","  -23.3","0,0204, ","   102"," ,0,0326,+","   114"," ,0,0203, ","  45.2"," ,0,0325, ","   40.0","0,0730, ","0.0","0,0922","-3.3","0,1021","-6.7","0,1031","-6.7","0,1031","-10.6","0,1111","0.0","0,0510","-6.7","0,0328","-6.7","0,0328","-6.7","0,0328","-8.9","0,0322","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    862.7"," ,0","      493"," ,0","     12.14","0","     18.59","0","      5.69","0"
"USC00115079","1914","40.152","-89.3387","177.7","LINCOLN, IL US","    753.4","","     753.4","0","        98","0","        56","0","         4","0","       50","","        12","0","        17","0","       126","0","        39","0","       182","0","        59","0","","","        34"," ","  -33.9","0,1226, ","   432"," ,0,0223, ","   330"," ,0,0223, "," 132.6"," ,0,0512, ","   38.3","0,0716, ","-1.1","0,1025","-7.8","0,1027","-7.8","0,1027","-7.8","0,1027","-8.9","0,1117","-0.6","0,0501","-2.2","0,0413","-5.0","0,0412","-10.0","0,0320","-10.0","0,0320","    2977.9","9","","","","","    2977.9","0","","","","","","","","","","","","","","","","","","","","","    702.4"," ,0","     1295"," ,0","     11.62","0","     18.24","0","      5.00","0"
"USC00115079","1915","40.152","-89.3387","177.7","LINCOLN, IL US","","","","","       115","0","        77","0","         7","0","       28","","         7","0","","","","","","","","","","","","","        42"," ","","","   254"," ,0,1225, ","   178"," ,0,1224, ","  81.5"," ,0,0731, ","","","","","","","","","","","","","","","","","","","","","","","    3111.7","7","","","","","    3111.7","0","","","","","","","","","","","","","","","","","","","","","   1065.2"," ,0","      665"," ,0","","","","","",""
"USC00115079","1916","40.152","-89.3387","177.7","LINCOLN, IL US","","","","","       109","0","        67","0","         6","0","       28","","         9","0","         9","0","       134","0","","","","","","","","","        35"," ","  -24.4","0,0208, ","   152"," ,0,0208,+","   160"," ,0,0206, ","  52.1"," ,0,0527, ","","","-0.6","0,0916","-2.2","0,1010","-11.1","0,1114","-11.1","0,1114","-11.1","0,1114","0.0","0,0502","-6.1","0,0409","-6.1","0,0409","-7.8","0,0323","-13.9","0,0304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    804.2"," ,0","      593"," ,0","","","","","      4.59","0"
"USC00115079","1917","40.152","-89.3387","177.7","LINCOLN, IL US","    434.8","","     434.8","0","        93","0","        58","0","         9","0","       16","","         6","0","        16","0","       139","0","        35","0","       152","0","        26","0","         2"," ","        46"," ","  -27.8","0,1211, ","   152"," ,0,1216, ","    46"," ,0,1213, ","  52.6"," ,0,0313, ","   36.1","0,0731,+","0.0","0,0911","-3.3","0,1006","-5.6","0,1009","-7.2","0,1013","-12.2","0,1124","-0.6","0,0508","-3.3","0,0415","-6.1","0,0409","-6.7","0,0309","-14.4","0,0305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    824.6"," ,0","      301"," ,0","      9.67","0","     16.28","0","      3.06","0"
"USC00115079","1918","40.152","-89.3387","177.7","LINCOLN, IL US","    622.6","","     622.6","0","       109","0","        72","0","         7","0","       40","","         4","0","        20","0","       113","0","        41","0","       175","0","        39","0","         1"," ","        39"," ","  -29.4","0,0112, ","   330"," ,0,0114, ","   152"," ,0,0111,+","  64.0"," ,0,0625, ","   40.6","0,0805, ","-0.6","0,0920","-2.8","0,1110","-7.2","0,1124","-7.2","0,1124","-12.8","0,1226","-2.8","0,0501","-2.8","0,0501","-8.3","0,0316","-8.3","0,0316","-11.1","0,0222","    3562.6","6","","","","","    3562.6","0","","","","","","","","","","","","","","","","","","","","","    971.4"," ,0","      500"," ,0","     11.39","0","     17.97","0","      4.81","0"
"USC00115079","1919","40.152","-89.3387","177.7","LINCOLN, IL US","    669.1","","     669.1","0","       103","0","        68","0","         9","0","        6","","         4","0","         4","0","       128","0","        27","0","       170","0","        46","0","         1"," ","        43"," ","  -22.8","0,0103, ","    76"," ,0,0309,+","   102"," ,0,0222, "," 103.9"," ,0,0621, ","   37.2","0,0728, ","0.0","0,1012","-2.8","0,1029","-5.6","0,1105","-10.0","0,1113","-10.0","0,1113","-4.4","0,0426","-4.4","0,0426","-4.4","0,0426","-6.7","0,0401","-10.0","0,0306","    2798.2","2","","","","","    2798.2","0","","","","","","","","","","","","","","","","","","","","","    999.5"," ,0","      334"," ,0","     11.83","0","     18.22","0","      5.44","0"
"USC00115079","1920","40.152","-89.3387","177.7","LINCOLN, IL US","    587.4","","     587.4","0","       101","0","        74","0","         6","0","       21","","         6","0","         6","0","       132","0","        35","0","       170","0","        37","0","         2"," ","        47"," ","  -22.2","0,1228, ","   152"," ,0,1228,+","   152"," ,0,0404, ","  80.0"," ,0,0512, ","   37.2","0,0723, ","-1.7","0,1001","-5.6","0,1029","-5.6","0,1029","-10.6","0,1112","-10.6","0,1112","-1.1","0,0514","-3.9","0,0413","-5.0","0,0406","-10.0","0,0405","-10.0","0,0405","    3352.1","1","","","","","    3352.1","0","","","","","","","","","","","","","","","","","","","","","    815.6"," ,0","      628"," ,0","     11.24","0","     17.41","0","      5.07","0"
"USC00115079","1921","40.152","-89.3387","177.7","LINCOLN, IL US","    842.3","","     842.3","0","       119","0","        68","0","         9","0","        6","","         3","0","         0","0","       107","0","        13","0","       181","0","        62","0","         2"," ","        61"," ","  -15.6","0,0127, ","    51"," ,0,0126, ","    56"," ,0,0126, ","  50.8"," ,0,0811, ","   38.3","0,0713, ","0.0","0,1004","-3.3","0,1102","-7.8","0,1112","-7.8","0,1112","-10.0","0,1221","-0.6","0,0516","-2.8","0,0418","-5.6","0,0411","-7.8","0,0225","-9.4","0,0220","    2566.5","5","","","","","    2566.5","0","","","","","","","","","","","","","","","","","","","","","    955.4"," ,0","      213"," ,0","     13.67","0","     19.79","0","      7.55","0"
"USC00115079","1922","40.152","-89.3387","177.7","LINCOLN, IL US","    671.2","","     671.2","0","       100","0","        74","0","         9","0","       13","","         4","0","         5","0","       116","0","        26","0","       179","0","        48","0","         5"," ","        38"," ","  -22.2","0,1218,+","    76"," ,0,1127,+","   127"," ,0,1127, ","  49.8"," ,0,0314, ","   37.2","0,0902,+","0.0","0,1012","-3.9","0,1018","-4.4","0,1116","-7.2","0,1121","-10.0","0,1125","-1.1","0,0429","-2.2","0,0420","-4.4","0,0322","-7.8","0,0303","-11.1","0,0228","    2815.8","8","","","","","    2815.8","0","","","","","","","","","","","","","","","","","","","","","    927.8"," ,0","      368"," ,0","     12.22","0","     18.77","0","      5.66","0"
"USC00115079","1923","40.152","-89.3387","177.7","LINCOLN, IL US","    604.5","","     604.5","0","       121","0","        75","0","         9","0","        3","","         3","0","         3","0","       126","0","        12","0","       158","0","        36","0","         3"," ","        48"," ","  -20.6","0,0204, ","    25"," ,0,0206,+","    56"," ,0,0405, ","  43.2"," ,0,0512, ","   37.2","0,0722,+","-0.6","0,0914","-4.4","0,1021","-4.4","0,1021","-7.2","0,1031","-9.4","0,1231","-2.8","0,0510","-2.8","0,0510","-5.6","0,0401","-11.1","0,0331","-11.1","0,0331","    3068.5","5","","","","","    3068.5","0","","","","","","","","","","","","","","","","","","","","","    932.7"," ,0","      257"," ,0","     11.56","0","     17.65","0","      5.48","0"
"USC00115079","1924","40.152","-89.3387","177.7","LINCOLN, IL US","    412.1","","     412.1","0","       126","0","        77","0","         5","0","       35","","        10","0","        15","0","       133","0","        44","0","       170","0","        16","0","         1"," ","        50"," ","  -31.1","0,1228, ","   102"," ,0,0320,+","   127"," ,0,0116, ","  59.2"," ,0,0622, ","   35.6","0,0805,+","-2.8","0,1022","-2.8","0,1022","-6.1","0,1023","-8.3","0,1125","-9.4","0,1128","0.0","0,0522","-2.2","0,0410","-4.4","0,0401","-7.8","0,0316","-8.9","0,0310","    3259.5","5","","","","","    3259.5","0","","","","","","","","","","","","","","","","","","","","","   1021.8"," ,0","      771"," ,0","     10.02","0","     16.25","0","      3.80","0"
"USC00115079","1925","40.152","-89.3387","177.7","LINCOLN, IL US","    687.7","","     687.7","0","       104","0","        69","0","         9","0","       23","","         9","0","         4","0","       141","0","        31","0","       162","0","        48","0","         4"," ","        50"," ","  -20.6","0,1227, ","    76"," ,0,0212,+","    61"," ,0,1115,+","  71.9"," ,0,0912, ","   38.3","0,0906,+","-4.4","0,1010","-4.4","0,1010","-4.4","0,1010","-7.2","0,1027","-10.6","0,1029","-1.7","0,0526","-2.2","0,0525","-5.0","0,0401","-9.4","0,0315","-9.4","0,0315","    3115.7","7","","","","","    3115.7","0","","","","","","","","","","","","","","","","","","","","","    929.9"," ,0","      479"," ,0","     11.28","0","     17.65","0","      4.91","0"
"USC00115079","1926","40.152","-89.3387","177.7","LINCOLN, IL US","    578.1","","     578.1","0","       135","0","        93","0","        13","0","       22","","        10","0","         4","0","       142","0","        32","0","       151","0","        33","0","         2"," ","        62"," ","  -21.1","0,0129, ","   203"," ,0,1119,+","   178"," ,0,1117, ","  50.8"," ,0,0909, ","   36.1","0,0721, ","-0.6","0,0926","-2.2","0,1025","-5.6","0,1102","-7.8","0,1110","-10.0","0,1111","-3.3","0,0426","-3.3","0,0426","-5.6","0,0419","-9.4","0,0404","-9.4","0,0404","    3435.2","2","","","","","    3435.2","0","","","","","","","","","","","","","","","","","","","","","   1221.4"," ,0","      909"," ,0","     10.59","0","     16.21","0","      4.98","0"
