"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00510240","1988","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1369.1"," ,0","        0"," ,0"
"USC00510240","1989","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1938.6"," ,0","        0"," ,0"
"USC00510240","1990","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   2085.5"," ,0","        0"," ,0"
"USC00510240","1991","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00510240","1992","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00510240","1993","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00510240","1994","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1378.3"," ,0","        0"," ,0"
"USC00510240","1995","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1375.3"," ,0","        0"," ,0"
"USC00510240","1996","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1689.5"," ,0","        0"," ,0"
"USC00510240","1997","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00510240","1998","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","","","         0","0","","","","","","","     0"," ,0,1231,+","","","        0"," ,0"
"USC00510240","1999","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1614.8"," ,0","        0"," ,0"
"USC00510240","2000","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","    932.5"," ,0","        0"," ,0"
"USC00510240","2001","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1186.1"," ,0","        0"," ,0"
"USC00510240","2002","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1261.8"," ,0","        0"," ,0"
"USC00510240","2003","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00510240","2004","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1820.1"," ,0","        0"," ,0"
"USC00510240","2005","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1109.5"," ,0","        0"," ,0"
"USC00510240","2006","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   2227.0"," ,0","        0"," ,0"
"USC00510240","2007","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1484.9"," ,0","        0"," ,0"
"USC00510240","2008","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1560.6"," ,0","        0"," ,0"
"USC00510240","2009","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1054.1"," ,0","        0"," ,0"
"USC00510240","2010","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1237.8"," ,0","        0"," ,0"
