"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00510240","1952","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1330.5"," ,0","        0"," ,0"
"USC00510240","1953","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","         1"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","    901.8"," ,0","        0"," ,0"
"USC00510240","1954","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1483.4"," ,0","        0"," ,0"
"USC00510240","1955","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1572.6"," ,0","        0"," ,0"
"USC00510240","1956","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","         1"," ","     0"," ,0,1231,+","     0"," ,0,1231,+","   1698.7"," ,0","        0"," ,0"
"USC00510240","1957","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","         4"," ","     0"," ,0,1231,+","     0"," ,0,1231,+","   1684.5"," ,0","        0"," ,0"
"USC00510240","1958","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1151.5"," ,0","        0"," ,0"
"USC00510240","1959","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","    989.4"," ,0","        0"," ,0"
"USC00510240","1960","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1447.1"," ,0","        0"," ,0"
"USC00510240","1961","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1515.5"," ,0","        0"," ,0"
"USC00510240","1962","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1630.4"," ,0","        0"," ,0"
"USC00510240","1963","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1862.4"," ,0","        0"," ,0"
"USC00510240","1964","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   2062.7"," ,0","        0"," ,0"
"USC00510240","1965","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1815.2"," ,0","        0"," ,0"
"USC00510240","1966","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1112.8"," ,0","        0"," ,0"
"USC00510240","1967","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1847.8"," ,0","        0"," ,0"
"USC00510240","1968","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1670.9"," ,0","        0"," ,0"
"USC00510240","1969","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1529.2"," ,0","        0"," ,0"
"USC00510240","1970","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1236.3"," ,0","        0"," ,0"
"USC00510240","1971","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00510240","1972","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1508.4"," ,0","        0"," ,0"
"USC00510240","1973","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1371.4"," ,0","        0"," ,0"
"USC00510240","1974","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   2142.8"," ,0","        0"," ,0"
"USC00510240","1977","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1354.2"," ,0","        0"," ,0"
"USC00510240","1978","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1338.6"," ,0","        0"," ,0"
"USC00510240","1980","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1452.5"," ,0","        0"," ,0"
"USC00510240","1981","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1263.5"," ,0","        0"," ,0"
"USC00510240","1982","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00510240","1983","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","    893.7"," ,0","        0"," ,0"
"USC00510240","1984","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00510240","1985","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","        0","","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   1020.2"," ,0","        0"," ,0"
"USC00510240","1986","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","","","         0","0","","","","","","","     0"," ,0,1231,+","","","        0"," ,0"
"USC00510240","1987","21.9221","-159.5375","219.5","BRYDESWOOD STATION 985, HI US","","","         0","0","","","","","","","     0"," ,0,1231,+","","","        0"," ,0"
