"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00026603","2002","33.7275","-111.8605","781.8","PINNACLE PEAK, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         6"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00026603","2003","33.7275","-111.8605","781.8","PINNACLE PEAK, AZ US","","","","","        34","0","        22","0","         5","0","        0","","         0","0","","","","","","","","","","","","","         1"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  34.0"," ,0,1010, ","","","","","","","","","","","","","","","","","","","    332.3"," ,0","        0"," ,0","","","","","",""
"USC00026603","2004","33.7275","-111.8605","781.8","PINNACLE PEAK, AZ US","   1733.2","","    1733.2","0","        43","0","        23","0","         4","0","        0","","         0","0","         0","0","         2","0","         0","0","       247","0","       126","0","         2"," ","         5"," ","   -0.6","0,1130, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  54.6"," ,0,1229, ","   40.0","0,0808,+","0.0","0,1129","","","","","","","","","","","     793.5","5","     793.5","0","    386.5"," ,0","        0"," ,0","     20.66","0","     26.43","0","     14.88","0"
"USC00026603","2005","33.7275","-111.8605","781.8","PINNACLE PEAK, AZ US","   1758.2","","    1758.2","0","        46","0","        29","0","         6","0","        0","","         0","0","         0","0","         0","0","         0","0","       254","0","       120","0","         3"," ","         5"," ","    1.1","0,0105, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  40.9"," ,0,0212, ","   42.2","0,0712, ","","","","","","","","","","","","","     873.9","9","     873.9","0","    442.4"," ,0","        0"," ,0","     21.16","0","     26.96","0","     15.36","0"
"USC00026603","2006","33.7275","-111.8605","781.8","PINNACLE PEAK, AZ US","   1771.7","","    1771.7","0","        36","0","        28","0","         2","0","        0","","         0","0","         0","0","         6","0","         0","0","       268","0","       124","0","         1"," ","         7"," ","   -1.1","0,1220,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  37.6"," ,0,0909, ","   43.3","0,0721, ","-1.1","0,1130","","","0.0","0,0313","","","","","","","     608.3","3","     608.3","0","    273.6"," ,0","        0"," ,0","     21.32","0","     27.39","0","     15.26","0"
"USC00026603","2007","33.7275","-111.8605","781.8","PINNACLE PEAK, AZ US","   1973.3","","    1973.3","0","        43","0","        22","0","         3","0","        0","","         1","0","         0","0","         7","0","         0","0","       270","0","       128","0","         2"," ","         4"," ","   -5.6","0,0114, ","     0","T,0,0123,+","    25"," ,0,0121, ","  76.5"," ,0,1201, ","   41.1","0,0829,+","0.0","0,1222","","","-1.1","0,0122","-2.2","0,0115","-5.6","0,0114","","","     672.4","4","     672.4","0","    300.7"," ,0","       25"," ,0","     21.54","0","     27.43","0","     15.65","0"
"USC00026603","2008","33.7275","-111.8605","781.8","PINNACLE PEAK, AZ US","","","","","        47","0","        18","0","         2","0","        0","","         0","0","","","","","","","","","","","         7"," ","         2"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  43.4"," ,0,0128, ","","","","","","","","","","","","","","","     827.2","2","     827.2","0","    311.2"," ,0","        0"," ,0","","","","","",""
"USC00026603","2009","33.7275","-111.8605","781.8","PINNACLE PEAK, AZ US","   1856.6","","    1856.6","0","        29","0","        16","0","         0","0","        0","","         0","0","         0","0","         0","0","         0","0","       269","0","       130","0","         3"," ","         5"," ","    0.6","0,1209, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  21.8"," ,0,1207, ","   41.1","0,0828,+","","","","","","","","","","","","","","","","","    151.9"," ,0","        0"," ,0","     21.39","0","     27.33","0","     15.46","0"
"USC00026603","2010","33.7275","-111.8605","781.8","PINNACLE PEAK, AZ US","   1791.8","","    1791.8","0","        48","0","        30","0","         6","0","        0","","         0","0","         0","0","         1","0","         0","0","       248","0","       125","0","         5"," ","         5"," ","   -3.3","0,1231, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.5"," ,0,0122, ","   41.1","0,0824,+","-3.3","0,1231","-3.3","0,1231","","","","","","","","","     873.7","7","     873.7","0","    405.4"," ,0","        0"," ,0","     20.91","0","     26.74","0","     15.08","0"
"USC00026603","2011","33.7275","-111.8605","781.8","PINNACLE PEAK, AZ US","   1826.2","","    1826.2","7","        35","7","        21","7","         1","7","","","","","         0","7","         8","7","         0","7","       248","7","       133","7","         2"," ","         3"," ","   -6.7","7,0203, ","","","","","  27.9"," ,7,0725, ","   42.8","7,0702, ","-1.1","7,1206","","","-0.6","K,0227","-3.3","K,0204","-6.7","K,0203","-6.7","K,0203","     792.1","1","     792.1","7","    238.9"," ,7","","","     20.88","7","     26.92","7","     14.84","7"
