"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SHW00050101","1958","-7.96667","-14.4","83.2","ASCENSION ISLAND, SH","","","","","        69","X","         7","X","         0","X","        0","","         0","X","         0","X","         0","X","         0","X","       364","X","         0","X","         1"," ","","","   18.9","X,0925, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  10.7"," ,X,0625, ","   30.6","X,0406,+","       0.0","0","       0.0","X","     79.8"," ,X","        0"," ,X","     24.79","X","     27.13","X","     22.46","X"
"SHW00050101","1959","-7.96667","-14.4","83.2","ASCENSION ISLAND, SH","   2383.6","","    2383.6","X","        84","X","        17","X","         0","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","         0","X","         1"," ","","","   19.4","X,0903,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  25.1"," ,X,0606, ","   30.6","X,0408,+","       0.0","0","       0.0","X","    158.6"," ,X","        0"," ,X","     25.11","X","     27.33","X","     22.88","X"
"SHW00050101","1960","-7.96667","-14.4","83.2","ASCENSION ISLAND, SH","   2417.7","","    2417.7","X","        90","X","        13","X","         1","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","         0","X","         1"," ","","","   19.4","X,1023,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  43.7"," ,X,0409, ","   30.6","X,0415, ","       0.0","0","       0.0","X","    139.4"," ,X","        0"," ,X","     25.02","X","     27.28","X","     22.77","X"
"SHW00050101","1961","-7.96667","-14.4","83.2","ASCENSION ISLAND, SH","   2488.8","","    2488.8","X","       140","X","        23","X","         0","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","         0","X","         1"," ","","","   19.4","X,1015,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  23.9"," ,X,0405, ","   30.6","X,0413,+","       0.0","0","       0.0","X","    232.8"," ,X","        0"," ,X","     25.17","X","     27.48","X","     22.86","X"
"SHW00050101","1962","-7.96667","-14.4","83.2","ASCENSION ISLAND, SH","   2456.3","","    2456.3","X","        81","X","        11","X","         0","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","         0","X","","","","","   19.4","X,1103, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  16.5"," ,X,0325, ","   30.6","X,0406,+","       0.0","0","       0.0","X","    124.3"," ,X","        0"," ,X","     25.14","X","     27.38","X","     22.91","X"
"SHW00050101","1963","-7.96667","-14.4","83.2","ASCENSION ISLAND, SH","   2525.0","","    2525.0","X","       100","X","        21","X","         3","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","         0","X","         1"," ","         2"," ","   20.0","X,0728, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 169.7"," ,X,0330, ","   31.1","X,0324,+","       0.0","0","       0.0","X","    480.9"," ,X","        0"," ,X","     25.49","X","     27.72","X","     23.25","X"
"SHW00050101","1965","-7.96667","-14.4","83.2","ASCENSION ISLAND, SH","   2429.5","","    2429.5","X","        71","X","        10","X","         1","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","         0","X","","","","","   19.4","X,0901, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  33.3"," ,X,0215, ","   30.6","X,0404,+","       0.0","0","       0.0","X","    125.0"," ,X","        0"," ,X","     25.05","X","     27.25","X","     22.84","X"
"SHW00050101","1966","-7.96667","-14.4","83.2","ASCENSION ISLAND, SH","","","","","        90","X","        15","X","         0","X","        0","","         0","X","","","","","","","","","","","","","","","","","     0"," ,X,1231,+","     0"," ,X,1231,+","   8.1"," ,X,0418, ","","","","","","","    125.1"," ,X","        0"," ,X","","","","","",""
"SHW00050101","1967","-7.96667","-14.4","83.2","ASCENSION ISLAND, SH","","","","","       116","X","        20","X","         1","X","        0","","         0","X","","","","","","","","","","","","","","","","","     0"," ,X,1231,+","     0"," ,X,1231,+","  35.1"," ,X,0324, ","","","","","","","    217.9"," ,X","        0"," ,X","","","","","",""
"SHW00050101","1968","-7.96667","-14.4","83.2","ASCENSION ISLAND, SH","","","","","        92","X","        24","X","         0","X","        0","","         0","X","","","","","","","","","","","","","","","","","     0"," ,X,1231,+","     0"," ,X,1231,+","   6.1"," ,X,0224, ","","","","","","","    143.4"," ,X","        0"," ,X","","","","","",""
