"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BLM00085140","2003","-14.3","-67.367","280.0","REYES, BL","         0","S","         0","S","    9.0","S,0830,+","     19.81","S"
"BLM00085140","2006","-14.3","-67.367","280.0","REYES, BL","         0","S","         0","S","    8.5","S,0906, ","     19.83","S"
"BLM00085140","2008","-14.3","-67.367","280.0","REYES, BL","         0","S","         0","S","   10.2","S,0625, ","     19.44","S"
