"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CAMM","2002","33.3814","-117.2856","325.5","AMMO DUMP CALIFORNIA, CA US","    417.8","","     417.8","U","         0","U","         0","U","         0","U","       215","U","        16","U","    0.6","U,0131,+","   43.9","U,0901, ","","","     852.2","2","     852.2","U","     17.04","U","     22.93","U","     11.14","U"
"USR0000CAMM","2003","33.3814","-117.2856","325.5","AMMO DUMP CALIFORNIA, CA US","    648.2","","     648.2","U","         0","U","         0","U","         0","U","       229","U","        38","U","    1.1","U,1227, ","   39.4","U,1021,+","","","     833.6","6","     833.6","U","     17.88","U","     23.79","U","     11.96","U"
"USR0000CAMM","2005","33.3814","-117.2856","325.5","AMMO DUMP CALIFORNIA, CA US","    590.7","","     590.7","U","         0","U","         0","U","         0","U","       255","U","        32","U","    3.3","U,0105, ","   39.4","U,0929, ","","","     807.1","1","     807.1","U","     18.10","U","     24.18","U","     12.01","U"
"USR0000CAMM","2006","33.3814","-117.2856","325.5","AMMO DUMP CALIFORNIA, CA US","    773.5","","     773.5","U","         0","U","         0","U","         0","U","       252","U","        52","U","    2.2","U,1220,+","   46.7","U,0722, ","","","     732.7","7","     732.7","U","     18.33","U","     24.91","U","     11.74","U"
"USR0000CAMM","2007","33.3814","-117.2856","325.5","AMMO DUMP CALIFORNIA, CA US","","","","","","","","","         0","U","       274","U","        48","U","","","   43.9","U,0903, ","","","     755.9","9","     755.9","U","","","     24.79","U","",""
"USR0000CAMM","2008","33.3814","-117.2856","325.5","AMMO DUMP CALIFORNIA, CA US","    853.3","","     853.3","U","         0","U","         0","U","         0","U","       250","U","        58","U","    1.1","U,0215, ","   40.0","U,0930, ","","","","","","","     18.40","U","     24.81","U","     11.98","U"
"USR0000CAMM","2009","33.3814","-117.2856","325.5","AMMO DUMP CALIFORNIA, CA US","    723.2","","     723.2","U","         0","U","         0","U","         0","U","       265","U","        43","U","    1.1","U,0210, ","   42.2","U,0827, ","","","     722.1","1","     722.1","U","     18.24","U","     24.62","U","     11.86","U"
"USR0000CAMM","2010","33.3814","-117.2856","325.5","AMMO DUMP CALIFORNIA, CA US","    431.3","","     431.3","U","         0","U","         1","U","         0","U","       227","U","        27","U","    0.0","U,1231, ","   44.4","U,0927, ","0.0","U,1231","     819.4","4","     819.4","U","     17.07","U","     23.02","U","     11.11","U"
"USR0000CAMM","2011","33.3814","-117.2856","325.5","AMMO DUMP CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","     906.7","7","     906.7"," ","","","","","",""
