"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1COLA0004","2004","37.1767","-104.1025","1702.0","TRINCHERA 9.8 NNW, CO US","        11","N","   254"," ,N,0423, ","      968"," ,N"
"US1COLA0004","2005","37.1767","-104.1025","1702.0","TRINCHERA 9.8 NNW, CO US","        17","N","   305"," ,N,0401, ","     1702"," ,N"
