"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UPM00033788","1936","47.417","32.467","84.0","BASTANKA, UP","       107","I","        42","I","         1","I","","","","","","","  27.3"," ,I,0412, ","","","","","","","","","","","","","","","","","","","","","    334.3"," ,I","",""
"UPM00033788","1937","47.417","32.467","84.0","BASTANKA, UP","       110","I","        41","I","         1","I","","","","","","","  29.7"," ,I,0805, ","","","","","","","","","","","","","","","","","","","","","    439.6"," ,I","",""
"UPM00033788","1938","47.417","32.467","84.0","BASTANKA, UP","       109","I","        43","I","         1","I","","","","","","","  25.7"," ,I,1009, ","","","","","","","","","","","","","","","","","","","","","    410.6"," ,I","",""
"UPM00033788","1939","47.417","32.467","84.0","BASTANKA, UP","       118","I","        45","I","         0","I","","","","","","","  15.9"," ,I,1025, ","","","","","","","","","","","","","","","","","","","","","    388.8"," ,I","",""
"UPM00033788","1940","47.417","32.467","84.0","BASTANKA, UP","       105","I","        53","I","         1","I","","","","","","","  25.9"," ,I,0706, ","","","","","","","","","","","","","","","","","","","","","    482.0"," ,I","",""
"UPM00033788","1945","47.417","32.467","84.0","BASTANKA, UP","       103","I","        36","I","         0","I","","","","","","","  24.0"," ,I,0730, ","","","","","","","","","","","","","","","","","","","","","    341.0"," ,I","",""
"UPM00033788","1946","47.417","32.467","84.0","BASTANKA, UP","        88","I","        37","I","         1","I","","","","","","","  26.2"," ,I,0528, ","","","","","","","","","","","","","","","","","","","","","    288.3"," ,I","",""
"UPM00033788","1947","47.417","32.467","84.0","BASTANKA, UP","       107","I","        47","I","         1","I","","","","","","","  26.3"," ,I,0829, ","","","","","","","","","","","","","","","","","","","","","    368.7"," ,I","",""
"UPM00033788","1948","47.417","32.467","84.0","BASTANKA, UP","        78","I","        31","I","         3","I","","","","","","","  46.8"," ,I,0625, ","","","","","","","","","","","","","","","","","","","","","    317.5"," ,I","",""
"UPM00033788","1950","47.417","32.467","84.0","BASTANKA, UP","        95","I","        35","I","         2","I","","","","","","","  69.6"," ,I,0822, ","","","","","","","","","","","","","","","","","","","","","    418.4"," ,I","",""
