"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SG000061612","1923","16.633","-14.917","7.0","PODOR, SG","","","","","        24","I","        16","I","         2","I","","","","","","","","","","","","","  49.1"," ,I,0824, ","","","","","","","    180.2"," ,I","","","","","",""
"SG000061612","1934","16.633","-14.917","7.0","PODOR, SG","","","","","        20","I","        13","I","         2","I","","","","","","","","","","","","","  46.6"," ,I,0724, ","","","","","","","    220.3"," ,I","","","","","",""
"SG000061612","1935","16.633","-14.917","7.0","PODOR, SG","","","","","        22","I","        22","I","         4","I","","","","","","","","","","","","","  38.4"," ,I,0821, ","","","","","","","    361.4"," ,I","","","","","",""
"SG000061612","1937","16.633","-14.917","7.0","PODOR, SG","","","","","        15","I","        15","I","         5","I","","","","","","","","","","","","","  50.4"," ,I,0827, ","","","","","","","    272.2"," ,I","","","","","",""
"SG000061612","1939","16.633","-14.917","7.0","PODOR, SG","","","","","        26","I","        19","I","         4","I","","","","","","","","","","","","","  51.7"," ,I,0731, ","","","","","","","    312.5"," ,I","","","","","",""
"SG000061612","1945","16.633","-14.917","7.0","PODOR, SG","","","","","        28","I","        19","I","         4","I","","","","","","","","","","","","","  52.7"," ,I,0818, ","","","","","","","    310.4"," ,I","","","","","",""
"SG000061612","1949","16.633","-14.917","7.0","PODOR, SG","   3638.1","","    3638.1","I","        28","I","        19","I","         3","I","         0","I","         0","I","         0","I","       360","I","       295","I","   10.8","I,0101, ","  78.0"," ,I,0818, ","   46.2","I,0604, ","","","","","    329.0"," ,I","     28.44","I","     35.95","I","     20.92","I"
"SG000061612","1950","16.633","-14.917","7.0","PODOR, SG","","","","","        31","I","        21","I","         5","I","         0","I","         0","I","","","","","","","   10.8","I,0106, ","  49.4"," ,I,0817, ","","","","","","","    335.7"," ,I","","","","","     21.55","I"
"SG000061612","1951","16.633","-14.917","7.0","PODOR, SG","   3775.4","","    3775.4","I","        39","I","        23","I","         5","I","         0","I","         0","I","         0","I","       364","I","       275","I","   10.4","I,0207,+","  55.0"," ,I,1011, ","   46.0","I,0524, ","       0.0","0","       0.0","I","    383.5"," ,I","     28.69","I","     35.91","I","     21.48","I"
"SG000061612","1952","16.633","-14.917","7.0","PODOR, SG","   3573.9","","    3573.9","I","        34","I","        25","I","         7","I","         0","I","         0","I","         0","I","       366","I","       290","I","    9.7","I,0121,+","  43.4"," ,I,0628, ","   46.1","I,0618, ","       5.6","6","       5.6","I","    366.2"," ,I","     28.08","I","     35.67","I","     20.49","I"
