"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00093075","1999","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       2.8","W","","","","","        52","W","        22","W","         0","W","","","","","","","","","","","","","","","","","","","","","","","  20.8"," ,W,0713, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    178.7"," ,W","","","","","","","","","       160","W","       220","W","      19.7","W","      24.6","W"
"USW00093075","2000","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       2.9","W","    867.5","","     867.5","W","        72","W","        24","W","         0","W","","","         0","W","       131","W","         3","W","       183","W","        93","W","","","","","","","  -14.4","W,0106, ","","","  10.4"," ,W,0829, ","   40.0","W,0802,+","-0.6","W,1013","-2.2","W,1103","-7.8","W,1108","-7.8","W,1108","-9.4","W,1117","0.0","W,0512","-3.3","W,0322","-5.0","W,0319","-6.7","W,0316","-10.0","W,0110","","","","","    160.3"," ,W","","","     12.97","W","     20.69","W","      5.25","W","       240","W","       240","W","      23.7","W","      27.3","W"
"USW00093075","2001","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       2.7","W","    802.1","","     802.1","W","        65","W","        19","W","         0","W","","","         0","W","       130","W","        11","W","       187","W","        93","W","","","","","","","  -14.4","W,1226,+","","","  11.4"," ,W,0709, ","   40.6","W,0704,+","-0.6","W,1010","-4.4","W,1025","-4.4","W,1025","-8.3","W,1124","-12.2","W,1128","-2.2","W,0423","-2.2","W,0423","-4.4","W,0413","-9.4","W,0201","-9.4","W,0201","    3007.6","6","    3007.6","W","    145.0"," ,W","","","     12.61","W","     20.33","W","      4.90","W","        50","W","        50","W","      21.5","W","      25.0","W"
"USW00093075","2002","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       2.8","W","    778.3","","     778.3","W","        49","W","        13","W","         1","W","","","         0","W","       157","W","         6","W","       185","W","        87","W","","","","","","","  -16.7","W,0119, ","","","  39.4"," ,W,0912, ","   41.7","W,0714, ","0.0","W,1013","-2.2","W,1015","-6.7","W,1103","-6.7","W,1103","-8.9","W,1128","-2.2","W,0422","-2.2","W,0422","-6.7","W,0320","-6.7","W,0320","-14.4","W,0309","    3028.5","5","    3028.5","W","    127.9"," ,W","","","     11.87","W","     20.29","W","      3.45","W","       310","W","       310","W","      23.7","W","      26.4","W"
"USW00093075","2003","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       2.8","W","    848.8","","     848.8","W","        53","W","        14","W","         0","W","","","         0","W","       125","W","         5","W","       182","W","        81","W","","","","","","","  -13.3","W,1228,+","","","  22.4"," ,W,0317, ","   41.1","W,0714,+","-0.6","W,1014","-6.1","W,1104","-6.1","W,1104","-7.2","W,1120","-13.3","W,1123","-2.2","W,0409","-2.2","W,0409","-5.0","W,0404","-9.4","W,0212","-9.4","W,0212","    2900.8","8","    2900.8","W","    142.7"," ,W","","","     13.03","W","     20.73","W","      5.33","W","       220","W","       240","W","      19.2","W","      25.9","W"
"USW00093075","2004","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       2.8","W","    691.1","","     691.1","W","        68","W","        27","W","         0","W","","","         1","W","       123","W","        36","W","       178","W","        76","W","","","","","","","  -17.8","W,0108, ","","","  14.5"," ,W,0429, ","   38.9","W,0712, ","0.0","W,1015","-3.3","W,1101","-5.0","W,1102","-8.3","W,1129","-10.0","W,1130","0.0","W,0412","-3.9","W,0329","-4.4","W,0303","-8.3","W,0216","-11.7","W,0215","    3009.2","2","    3009.2","W","    209.4"," ,W","","","     11.80","W","     19.04","W","      4.56","W","       290","W","       250","W","      19.2","W","      27.3","W"
"USW00093075","2005","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       2.7","B","    678.3","","     678.3","B","        67","B","        32","B","         0","B","","","         0","B","       127","B","         4","B","       173","B","        74","B","","","","","","","  -16.7","B,1209,+","","","  14.2"," ,B,0816, ","   42.2","B,0721, ","-0.6","B,1005","-2.2","B,1106","-5.0","B,1115","-7.2","B,1116","-8.9","B,1125","-0.6","W,0430","-2.2","W,0412","-6.7","W,0401","-6.7","W,0401","-11.7","W,0315","    2816.0","0","    2816.0","B","    207.5"," ,B","","","     12.48","B","     20.33","B","      4.63","B","       230","B","       220","B","      20.6","B","      28.6","B"
"USW00093075","2006","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       2.8","W","    773.8","","     773.8","W","        58","W","        23","W","         2","W","","","         0","W","       142","W","         8","W","       167","W","        86","W","        41"," ","         8"," ","        58"," ","  -14.3","W,0111, ","","","  40.4"," ,W,1006, ","   41.1","W,0717,+","0.0","W,1019","-3.8","W,1111","-6.6","W,1128","-12.7","W,1129","-12.7","W,1129","0.0","W,0529","-4.9","W,0420","-4.9","W,0420","-7.7","W,0225","-9.9","W,0224","    2916.6","6","    2916.6","W","    226.7"," ,W","","","     12.10","W","     19.98","W","      4.21","W","       260","W","       230","W","      23.3","W","      26.4","W"
"USW00093075","2007","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       2.5","W","    914.3","","     914.3","W","        39","W","        18","W","         0","W","","","         0","W","       136","W","        24","W","       179","W","        91","W","        39"," ","         5"," ","        41"," ","  -17.1","W,1228, ","","","  17.0"," ,W,0827, ","   40.6","W,0702, ","0.0","W,1018","-3.8","W,1022","-4.9","W,1105","-7.7","W,1121","-9.9","W,1122","0.0","W,0507","-3.8","W,0411","-6.6","W,0330","-11.6","W,0303","-11.6","W,0303","    2946.0","0","    2946.0","W","    155.1"," ,W","","","     12.54","W","     20.57","W","      4.51","W","       280","W","       260","W","      21.0","W","      25.9","W"
"USW00093075","2008","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","","","","","","","        46","W","        19","W","         0","W","","","","","","","","","","","","","        35"," ","         6"," ","        34"," ","","","","","  12.7"," ,W,0316, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    133.7"," ,W","","","","","","","","","","","","","","","",""
"USW00093075","2009","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       2.7","W","","","","","        43","W","        13","W","         0","W","","","","","","","","","","","","","        57"," ","        21"," ","        41"," ","","","","","   9.4"," ,W,0523, ","","","","","","","","","","","","","","","","","","","","","","","    3052.3","3","    3052.3","W","     94.2"," ,W","","","","","","","","","       270","W","       290","W","      21.0","W","      26.8","W"
"USW00093075","2010","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       2.7","W","    696.2","","     696.2","W","        63","W","        24","W","         0","W","","","        15","W","       143","W","        42","W","       173","W","        84","W","        86"," ","        35"," ","        36"," ","  -27.7","W,0108, ","","","  12.7"," ,W,0207, ","   40.6","W,0719,+","-1.0","W,1026","-5.5","W,1110","-5.5","W,1110","-11.6","W,1124","-11.6","W,1124","-2.7","W,0507","-2.7","W,0507","-7.1","W,0302","-7.1","W,0302","-12.7","W,0226","","","","","    175.6"," ,W","","","     10.72","W","     18.29","W","      3.16","W","       280","W","       270","W","      23.3","W","      27.3","W"
"USW00093075","2011","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","","","    353.6","","     353.6","7","        41","7","        31","7","         0","7","        11","7","         6","7","       152","7","        21","7","       158","7","        44","7","         3"," ","","","        11"," ","  -22.8","7,0101, ","   178"," ,7,0227, ","  24.6"," ,7,0307, ","   36.7","7,0626, ","-1.7","7,1007","-3.9","7,1027","-6.1","7,1102","-9.4","7,1103","-9.4","7,1103","0.0","7,0518","-3.9","7,0502","-7.2","7,0501","-7.2","7,0501","-10.6","7,0211","    3076.7","7","    3076.7","7","    270.3"," ,7","      927"," ,7","     10.02","7","     18.08","7","      1.95","7","","","","","","","",""
"USW00093075","2012","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","","","    479.7","","     479.7","7","        39","7","        12","7","         0","7","","","         2","7","       138","7","         5","7","       177","7","        47","7","        11"," ","","","        26"," ","  -20.6","7,1220, ","","","  10.9"," ,7,1012, ","   37.8","7,0710, ","-0.5","W,1007","-3.8","W,1025","-7.1","W,1026","-7.1","W,1026","-9.4","7,1111","-1.7","7,0416","-3.3","7,0408","-4.4","7,0407","-8.3","7,0405","-9.4","7,0303","    3025.9","9","    3025.9","7","     84.7"," ,7","","","     11.94","7","     20.05","7","      3.82","7","","","","","","","",""
"USW00093075","2014","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       2.7","W","    785.8","","     785.8","W","        43","W","        22","W","         0","W","","","         1","W","       130","W","        15","W","       179","W","        80","W","        26"," ","         3"," ","        17"," ","  -18.2","W,0105, ","","","  21.1"," ,W,0511, ","   40.6","W,0723, ","-1.0","W,1028","-4.9","W,1104","-4.9","W,1104","-7.7","W,1111","-10.5","W,1117","-2.1","W,0429","-2.7","W,0324","-4.9","W,0221","-8.2","W,0206","-10.5","W,0202","","","","","    187.6"," ,W","","","     12.78","W","     20.30","W","      5.26","W","       230","W","       230","W","      23.3","W","      31.7","W"
"USW00093075","2015","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","","","    773.3","","     773.3","W","        62","W","        30","W","         1","W","","","         0","W","       137","W","        17","W","       186","W","        79","W","        62"," ","         6"," ","        46"," ","  -17.1","W,1228, ","","","  26.7"," ,W,0605, ","   41.1","W,0630, ","-0.5","W,1105","-3.2","W,1107","-4.9","W,1114","-8.2","W,1122","-9.3","W,1130","0.0","W,0417","-4.3","W,0416","-5.5","W,0404","-7.1","W,0403","-9.3","W,0108","    2661.6","6","    2661.6","W","    222.2"," ,W","","","     12.92","W","     20.62","W","      5.22","W","       220","W","       230","W","      19.7","W","      26.4","W"
"USW00093075","2016","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       2.8","W","    886.4","","     886.4","W","        49","W","        22","W","         0","W","","","         4","W","       122","W","        16","W","       184","W","        83","W","        37"," ","         8"," ","        35"," ","  -19.9","W,0204, ","","","   9.1"," ,W,0922, ","   41.7","W,0728,+","-0.5","W,1110","-3.8","W,1118","-5.5","W,1126","-7.1","W,1130","-9.3","W,1207","-0.5","W,0418","-3.2","W,0401","-6.0","W,0224","-9.3","W,0210","-9.3","W,0210","    2880.4","4","    2880.4","W","    139.8"," ,W","","","     13.32","W","     20.82","W","      5.81","W","       240","W","       200","W","      23.3","W","      28.2","W"
"USW00093075","2017","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       2.9","W","    942.6","","     942.6","W","        37","W","        13","W","         0","W","","","         2","W","       112","W","         6","W","       190","W","       102","W","        31"," ","         9"," ","        34"," ","  -22.1","W,1222, ","","","  11.4"," ,W,0725, ","   41.7","W,0706, ","-1.6","W,1015","-5.5","W,1108","-5.5","W,1108","-7.1","W,1118","-9.3","W,1119","-1.0","W,0430","-2.7","W,0410","-5.5","W,0307","-7.1","W,0303","-9.3","W,0108","    2436.2","2","    2436.2","W","    112.2"," ,W","","","     13.70","W","     21.79","W","      5.62","W","       280","W","       280","W","      22.8","W","      29.5","W"
"USW00093075","2018","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       3.0","W","    975.0","","     975.0","W","        45","W","        21","W","         0","W","","","         1","W","       140","W","         8","W","       174","W","       101","W","        42"," ","         9"," ","        24"," ","  -18.8","W,1204, ","","","  15.7"," ,W,0502, ","   40.6","W,0627, ","-3.8","W,1015","-3.8","W,1015","-5.5","W,1107","-7.1","W,1109","-9.3","W,1121","0.0","W,0419","-4.9","W,0418","-4.9","W,0418","-9.3","W,0307","-9.3","W,0307","    2730.9","9","    2730.9","W","    157.8"," ,W","","","     13.03","W","     20.65","W","      5.40","W","       250","W","       240","W","      21.9","W","      28.2","W"
"USW00093075","2019","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       2.8","W","    796.1","","     796.1","W","        57","W","        20","W","         0","W","","","         1","W","       145","W","        24","W","       167","W","        85","W","        59"," ","        14"," ","        23"," ","  -19.3","W,1229, ","","","  17.8"," ,W,0313, ","   40.0","W,0722, ","0.0","W,1010","-7.7","W,1011","-7.7","W,1011","-7.7","W,1011","-9.9","W,1030","0.0","W,0414","-2.7","W,0320","-4.9","W,0227","-9.9","W,0226","-9.9","W,0226","    3263.3","3","    3263.3","W","    206.3"," ,W","","","     11.62","W","     19.16","W","      4.08","W","       280","W","       250","W","      20.1","W","      29.5","W"
"USW00093075","2020","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       2.8","W","    901.5","","     901.5","W","        31","W","         7","W","         0","W","","","         1","W","       143","W","        31","W","       194","W","        97","W","        43"," ","        12"," ","        15"," ","  -21.6","W,1230, ","","","  20.8"," ,W,0606, ","   40.6","W,0819, ","0.0","W,1016","-4.3","W,1025","-7.1","W,1026","-7.1","W,1026","-9.9","W,1111","-1.0","W,0417","-5.5","W,0414","-5.5","W,0414","-7.1","W,0228","-9.3","W,0221","    3097.9","9","    3097.9","W","     81.8"," ,W","","","     12.33","W","     20.64","W","      4.02","W","       160","W","       220","W","      25.9","W","      34.4","W"
"USW00093075","2021","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       2.9","W","    917.3","","     917.3","W","        49","W","        18","W","         1","W","","","         6","W","       133","W","        12","W","       174","W","        88","W","        37"," ","         4"," ","        26"," ","  -18.8","W,0112,+","","","  27.9"," ,W,0819, ","   42.8","W,0709, ","-1.0","W,1015","-6.0","W,1121","-6.0","W,1121","-7.1","W,1123","-12.1","W,1211","-0.5","W,0420","-6.0","W,0401","-6.0","W,0401","-10.5","W,0302","-10.5","W,0302","    3083.8","8","    3083.8","W","    193.4"," ,W","","","     12.82","W","     20.66","W","      4.98","W","       240","W","       240","W","      24.6","W","      31.3","W"
"USW00093075","2022","38.75006","-109.76267","1387.1","MOAB CANYONLAND AIRPORT, UT US","       2.8","W","    879.5","","     879.5","W","        55","W","        24","W","         0","W","","","         0","W","       148","W","         9","W","       189","W","        90","W","        29"," ","         5"," ","        35"," ","  -14.9","W,0103, ","","","  10.9"," ,W,1023, ","   40.0","W,0722,+","-1.0","W,1024","-3.2","W,1110","-5.5","W,1111","-7.7","W,1116","-10.5","W,1119","-2.1","W,0504","-6.6","W,0414","-6.6","W,0414","-7.1","W,0313","-12.1","W,0311","    2913.7","7","    2913.7","W","    170.6"," ,W","","","     12.36","W","     20.10","W","      4.61","W","       240","W","       220","W","      21.0","W","      31.3","W"
