"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00518570","1950","21.96667","-159.41667","118.9","RESERVOIR 5 1011, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1480.0"," ,0","        0"," ,0"
"USC00518570","1951","21.96667","-159.41667","118.9","RESERVOIR 5 1011, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2037.3"," ,0","        0"," ,0"
"USC00518570","1952","21.96667","-159.41667","118.9","RESERVOIR 5 1011, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1527.2"," ,0","        0"," ,0"
"USC00518570","1953","21.96667","-159.41667","118.9","RESERVOIR 5 1011, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1108.4"," ,0","        0"," ,0"
"USC00518570","1954","21.96667","-159.41667","118.9","RESERVOIR 5 1011, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00518570","1955","21.96667","-159.41667","118.9","RESERVOIR 5 1011, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1900.5"," ,0","        0"," ,0"
"USC00518570","1956","21.96667","-159.41667","118.9","RESERVOIR 5 1011, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1843.9"," ,0","        0"," ,0"
"USC00518570","1957","21.96667","-159.41667","118.9","RESERVOIR 5 1011, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1690.1"," ,0","        0"," ,0"
"USC00518570","1958","21.96667","-159.41667","118.9","RESERVOIR 5 1011, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1423.9"," ,0","        0"," ,0"
"USC00518570","1959","21.96667","-159.41667","118.9","RESERVOIR 5 1011, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1275.9"," ,0","        0"," ,0"
"USC00518570","1960","21.96667","-159.41667","118.9","RESERVOIR 5 1011, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1594.4"," ,0","        0"," ,0"
"USC00518570","1961","21.96667","-159.41667","118.9","RESERVOIR 5 1011, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1640.2"," ,0","        0"," ,0"
"USC00518570","1962","21.96667","-159.41667","118.9","RESERVOIR 5 1011, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1781.4"," ,0","        0"," ,0"
