"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN010100700","1956","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","       121","I","        86","I","        10","I","","","","","","","","","","","","","  82.3"," ,I,0429, ","","","   1079.9"," ,I","","","",""
"IN010100700","1957","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","       138","I","        97","I","        22","I","","","","","","","","","","","","","  94.2"," ,I,0601, ","","","   1713.8"," ,I","","","",""
"IN010100700","1958","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","       140","I","        91","I","        17","I","","","","","","","","","","","","","  92.6"," ,I,0628, ","","","   1380.3"," ,I","","","",""
"IN010100700","1959","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","       135","I","        97","I","        30","I","","","","","","","","","","","",""," 135.2"," ,I,0717, ","","","   2225.0"," ,I","","","",""
"IN010100700","1960","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","       151","I","       116","I","        29","I","","","","","","","","","","","",""," 102.8"," ,I,0612, ","","","   2262.2"," ,I","","","",""
"IN010100700","1961","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","       146","I","       105","I","        23","I","","","","","","","","","","","",""," 146.4"," ,I,0604, ","","","   2216.3"," ,I","","","",""
"IN010100700","1962","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","       150","I","        96","I","        25","I","","","","","","","","","","","",""," 106.2"," ,I,1009, ","","","   1923.1"," ,I","","","",""
"IN010100700","1963","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","       134","I","        99","I","        16","I","","","","","","","","","","","","","  74.6"," ,I,1102, ","","","   1522.2"," ,I","","","",""
"IN010100700","1964","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","       120","I","        82","I","        13","I","","","","","","","","","","","",""," 168.4"," ,I,1018, ","","","   1310.7"," ,I","","","",""
"IN010100700","1965","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","       133","I","        89","I","        22","I","","","","","","","","","","","",""," 139.0"," ,I,1204, ","","","   1611.5"," ,I","","","",""
"IN010100700","1966","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","       119","I","        84","I","        17","I","","","","","","","","","","","","","  92.4"," ,I,0929, ","","","   1549.5"," ,I","","","",""
"IN010100700","1967","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","       126","I","        93","I","        21","I","","","","","","","","","","","",""," 101.2"," ,I,0921, ","","","   1539.5"," ,I","","","",""
"IN010100700","1968","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","       127","I","        93","I","        26","I","","","","","","","","","","","",""," 160.8"," ,I,0909, ","","","   2061.9"," ,I","","","",""
"IN010100700","1969","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","       121","I","        83","I","        11","I","","","","","","","","","","","",""," 122.6"," ,I,1016, ","","","   1216.9"," ,I","","","",""
"IN010100700","1970","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","       123","I","        88","I","        11","I","","","","","","","","","","","","","  93.0"," ,I,1018, ","","","   1417.4"," ,I","","","",""
"IN010100700","2017","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","","","","","","","","","","","         0","S","       341","S","       114","S","","","","","   34.4","S,0511,+","","","     31.84","S","",""
"IN010100700","2021","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","","","","","","","         0","S","         0","S","","","","","","","   20.0","S,1229, ","","","","","","","","","     23.73","S"
"IN010100700","2022","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","","","","","","","         0","S","         0","S","","","","","","","   20.8","S,1231,+","","","","","","","","","     23.75","S"
"IN010100700","2023","8.467","76.95","8.0","THIRUVANANTHAPURAM, IN","","","","","","","         0","S","         0","S","","","","","","","   19.6","S,0113, ","","","","","","","","","     24.38","S"
