"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES"
"USC00206690","1911","42.8564","-84.9122","219.5","PORTLAND, MI US","         1"," "
"USC00206690","1914","42.8564","-84.9122","219.5","PORTLAND, MI US","         3"," "
"USC00206690","1915","42.8564","-84.9122","219.5","PORTLAND, MI US","         1"," "
"USC00206690","1916","42.8564","-84.9122","219.5","PORTLAND, MI US","         3"," "
"USC00206690","1917","42.8564","-84.9122","219.5","PORTLAND, MI US","         1"," "
"USC00206690","1919","42.8564","-84.9122","219.5","PORTLAND, MI US","         7"," "
"USC00206690","1920","42.8564","-84.9122","219.5","PORTLAND, MI US","         2"," "
"USC00206690","1921","42.8564","-84.9122","219.5","PORTLAND, MI US","         2"," "
"USC00206690","1922","42.8564","-84.9122","219.5","PORTLAND, MI US","         1"," "
"USC00206690","1924","42.8564","-84.9122","219.5","PORTLAND, MI US","         1"," "
"USC00206690","1925","42.8564","-84.9122","219.5","PORTLAND, MI US","         2"," "
"USC00206690","1927","42.8564","-84.9122","219.5","PORTLAND, MI US","         3"," "
"USC00206690","1928","42.8564","-84.9122","219.5","PORTLAND, MI US","         2"," "
"USC00206690","1930","42.8564","-84.9122","219.5","PORTLAND, MI US","         2"," "
"USC00206690","1932","42.8564","-84.9122","219.5","PORTLAND, MI US","         1"," "
"USC00206690","1933","42.8564","-84.9122","219.5","PORTLAND, MI US","         2"," "
"USC00206690","1936","42.8564","-84.9122","219.5","PORTLAND, MI US","         1"," "
"USC00206690","1937","42.8564","-84.9122","219.5","PORTLAND, MI US","         2"," "
"USC00206690","1938","42.8564","-84.9122","219.5","PORTLAND, MI US","         3"," "
"USC00206690","1939","42.8564","-84.9122","219.5","PORTLAND, MI US","         2"," "
"USC00206690","1944","42.8564","-84.9122","219.5","PORTLAND, MI US","         1"," "
"USC00206690","1961","42.8564","-84.9122","219.5","PORTLAND, MI US","         1"," "
"USC00206690","1963","42.8564","-84.9122","219.5","PORTLAND, MI US","         1"," "
"USC00206690","1964","42.8564","-84.9122","219.5","PORTLAND, MI US","         1"," "
