"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00015612","1960","-23.2044","131.9156","608.0","PAPUNYA, AS","        26","a","        18","a","         2","a","","","","","","","","","","","","","  39.4"," ,a,0110, ","","","","","","","    222.3"," ,a","","","","","",""
"ASN00015612","1962","-23.2044","131.9156","608.0","PAPUNYA, AS","        24","a","        16","a","         2","a","","","","","","","","","","","","","  80.0"," ,a,0302, ","","","","","","","    256.5"," ,a","","","","","",""
"ASN00015612","1963","-23.2044","131.9156","608.0","PAPUNYA, AS","        16","a","        10","a","         0","a","","","","","","","","","","","","","  17.8"," ,a,0515, ","","","","","","","     71.5"," ,a","","","","","",""
"ASN00015612","1964","-23.2044","131.9156","608.0","PAPUNYA, AS","        28","a","         9","a","         0","a","","","","","","","","","","","","","  22.6"," ,a,0926, ","","","","","","","    112.6"," ,a","","","","","",""
"ASN00015612","1965","-23.2044","131.9156","608.0","PAPUNYA, AS","        22","a","         9","a","         1","a","","","","","","","","","","","","","  61.0"," ,a,0307, ","","","","","","","    158.8"," ,a","","","","","",""
"ASN00015612","1966","-23.2044","131.9156","608.0","PAPUNYA, AS","        33","a","        21","a","         3","a","","","","","","","","","","","","","  33.0"," ,a,0606, ","","","","","","","    286.6"," ,a","","","","","",""
"ASN00015612","1967","-23.2044","131.9156","608.0","PAPUNYA, AS","        32","a","        16","a","         5","a","","","","","","","","","","","","","  55.9"," ,a,0207, ","","","","","","","    328.3"," ,a","","","","","",""
"ASN00015612","1968","-23.2044","131.9156","608.0","PAPUNYA, AS","        53","a","        33","a","         6","a","","","","","","","","","","","","","  82.6"," ,a,0428, ","","","","","","","    594.7"," ,a","","","","","",""
"ASN00015612","1969","-23.2044","131.9156","608.0","PAPUNYA, AS","        46","a","        30","a","         4","a","","","","","","","","","","","","","  38.1"," ,a,0225, ","","","","","","","    361.9"," ,a","","","","","",""
"ASN00015612","1970","-23.2044","131.9156","608.0","PAPUNYA, AS","        30","a","        19","a","         2","a","","","","","","","","","","","","","  44.5"," ,a,0422, ","","","","","","","    207.3"," ,a","","","","","",""
