"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00015612","1971","-23.2044","131.9156","608.0","PAPUNYA, AS","        32","a","        18","a","         1","a","","","","","","","","","","","","","  57.4"," ,a,1119, ","","","","","","","    204.7"," ,a","","","","","",""
"ASN00015612","1973","-23.2044","131.9156","608.0","PAPUNYA, AS","        66","a","        38","a","         3","a","","","","","","","","","","","",""," 137.2"," ,a,1125, ","","","","","","","    598.8"," ,a","","","","","",""
"ASN00015612","1977","-23.2044","131.9156","608.0","PAPUNYA, AS","        36","a","        29","a","         2","a","","","","","","","","","","","","","  57.5"," ,a,0217, ","","","","","","","    314.6"," ,a","","","","","",""
"ASN00015612","1978","-23.2044","131.9156","608.0","PAPUNYA, AS","        43","a","        28","a","         0","a","","","","","","","","","","","","","  24.0"," ,a,0708, ","","","","","","","    381.0"," ,a","","","","","",""
"ASN00015612","1979","-23.2044","131.9156","608.0","PAPUNYA, AS","        41","a","        31","a","         2","a","","","","","","","","","","","","","  26.5"," ,a,0525,+","","","","","","","    340.4"," ,a","","","","","",""
"ASN00015612","1980","-23.2044","131.9156","608.0","PAPUNYA, AS","        22","a","        14","a","         1","a","","","","","","","","","","","","","  32.0"," ,a,0418, ","","","","","","","    179.0"," ,a","","","","","",""
"ASN00015612","1981","-23.2044","131.9156","608.0","PAPUNYA, AS","        42","a","        26","a","         5","a","","","","","","","","","","","","","  34.0"," ,a,1212, ","","","","","","","    358.9"," ,a","","","","","",""
"ASN00015612","1982","-23.2044","131.9156","608.0","PAPUNYA, AS","        26","a","        20","a","         4","a","","","","","","","","","","","",""," 101.0"," ,a,0213, ","","","","","","","    402.3"," ,a","","","","","",""
"ASN00015612","1983","-23.2044","131.9156","608.0","PAPUNYA, AS","        41","a","        30","a","         6","a","","","","","","","","","","","","","  64.0"," ,a,0318, ","","","","","","","    458.9"," ,a","","","","","",""
"ASN00015612","1985","-23.2044","131.9156","608.0","PAPUNYA, AS","        28","a","        16","a","         2","a","","","","","","","","","","","","","  38.0"," ,a,0204, ","","","","","","","    217.6"," ,a","","","","","",""
"ASN00015612","1986","-23.2044","131.9156","608.0","PAPUNYA, AS","        32","a","        18","a","         4","a","","","","","","","","","","","","","  63.4"," ,a,0630, ","","","","","","","    306.7"," ,a","","","","","",""
"ASN00015612","1987","-23.2044","131.9156","608.0","PAPUNYA, AS","        26","a","        15","a","         2","a","","","","","","","","","","","","","  47.4"," ,a,1224, ","","","","","","","    240.8"," ,a","","","","","",""
"ASN00015612","1990","-23.2044","131.9156","608.0","PAPUNYA, AS","        19","a","        12","a","         2","a","","","","","","","","","","","","","  42.0"," ,a,0109, ","","","","","","","    168.4"," ,a","","","","","",""
"ASN00015612","1994","-23.2044","131.9156","608.0","PAPUNYA, AS","        17","a","        12","a","         0","a","","","","","","","","","","","","","  18.4"," ,a,0218, ","","","","","","","     99.3"," ,a","","","","","",""
"ASN00015612","2002","-23.2044","131.9156","608.0","PAPUNYA, AS","        17","a","         8","a","         0","a","         0","a","         0","a","         0","a","       344","a","       205","a","    0.5","a,0702, ","  21.4"," ,a,1125, ","   43.4","a,1229, ","     322.1","1","     322.1","a","    100.1"," ,a","     23.91","a","     32.30","a","     15.51","a"
"ASN00015612","2003","-23.2044","131.9156","608.0","PAPUNYA, AS","        33","a","        24","a","         2","a","","","","","         0","a","       330","a","       173","a","","","  67.6"," ,a,0220, ","   42.1","a,0204, ","","","","","    294.7"," ,a","","","     31.26","a","",""
"ASN00015612","2004","-23.2044","131.9156","608.0","PAPUNYA, AS","        48","a","        30","a","         4","a","","","","","         0","a","       315","a","       185","a","","","  54.3"," ,a,0518, ","   44.5","a,0120, ","","","","","    396.0"," ,a","","","     31.07","a","",""
"ASN00015612","2006","-23.2044","131.9156","608.0","PAPUNYA, AS","        36","a","        23","a","         2","a","","","","","","","","","","","","","  26.1"," ,a,0204, ","","","","","","","    253.7"," ,a","","","","","",""
"ASN00015612","2007","-23.2044","131.9156","608.0","PAPUNYA, AS","        34","a","        19","a","         1","a","","","","","","","","","","","","","  51.0"," ,a,1103, ","","","","","","","    224.5"," ,a","","","","","",""
"ASN00015612","2008","-23.2044","131.9156","608.0","PAPUNYA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    167.0"," ,a","","","","","",""
"ASN00015612","2009","-23.2044","131.9156","608.0","PAPUNYA, AS","        15","a","         8","a","         0","a","","","","","","","","","","","","","  21.5"," ,a,0119, ","","","","","","","     90.0"," ,a","","","","","",""
"ASN00015612","2011","-23.2044","131.9156","608.0","PAPUNYA, AS","        47","a","        29","a","         3","a","","","","","","","","","","","","","  74.4"," ,a,0314, ","","","","","","","    406.8"," ,a","","","","","",""
