"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00307664","1916","42.78333","-74.66667","415.1","SHARON SPRINGS 2 SW, NY US","    236.7","","     236.7","6","       115","6","        87","6","         5","6","        10","6","       160","6","        73","6","       109","6","         7","6","","","","","  -25.6","6,0221, ","  60.2"," ,6,0923, ","   35.6","6,0822, ","-3.3","6,1001","-3.3","6,1001","-6.1","6,1114","-13.3","6,1115","-13.3","6,1115","-1.1","6,0419","-2.2","6,0416","-6.7","6,0326","-6.7","6,0326","-11.7","6,0324","","","","","    972.3"," ,6","      6.84","6","     12.25","6","      1.43","6"
"USC00307664","1917","42.78333","-74.66667","415.1","SHARON SPRINGS 2 SW, NY US","    156.2","","     156.2","6","       116","6","        93","6","         5","6","        23","6","       175","6","        70","6","        96","6","         5","6","","","","","  -29.4","6,1231,+","  44.5"," ,6,1030, ","   33.3","6,0801, ","-2.8","6,0911","-2.8","6,0911","-5.6","6,1022","-8.9","6,1105","-8.9","6,1105","0.0","6,0518","-5.6","6,0425","-5.6","6,0425","-6.7","6,0410","-13.3","6,0320","    4449.3","3","    4449.3","6","    970.5"," ,6","      5.49","6","     10.48","6","      0.50","6"
"USC00307664","1918","42.78333","-74.66667","415.1","SHARON SPRINGS 2 SW, NY US","    210.9","","     210.9","6","       117","6","        93","6","         6","6","        18","6","       152","6","        58","6","        96","6","         8","6","","","","","  -31.1","6,0205, ","  52.1"," ,6,0926, ","   35.0","6,0807, ","-0.6","6,0911","-3.3","6,1008","-7.2","6,1112","-7.2","6,1112","-8.9","6,1126","0.0","6,0505","-3.9","6,0426","-4.4","6,0420","-7.8","6,0328","-13.3","6,0316","    4616.3","3","    4616.3","6","    943.3"," ,6","      7.17","6","     12.67","6","      1.67","6"
"USC00307664","1919","42.78333","-74.66667","415.1","SHARON SPRINGS 2 SW, NY US","    215.6","","     215.6","6","       116","6","        95","6","         3","6","        13","6","       156","6","        56","6","       110","6","         7","6","","","","","  -26.1","6,1218, ","  35.8"," ,6,0214, ","   34.4","6,0604, ","0.0","6,0918","-4.4","6,1008","-4.4","6,1008","-6.7","6,1110","-12.2","6,1120","-0.6","6,0508","-7.2","6,0426","-7.2","6,0426","-7.2","6,0426","-8.9","6,0425","    3847.5","5","    3847.5","6","    898.3"," ,6","      7.71","6","     12.92","6","      2.52","6"
"USC00307664","1921","42.78333","-74.66667","415.1","SHARON SPRINGS 2 SW, NY US","    280.6","","     280.6","6","       102","6","        75","6","        10","6","        11","6","       136","6","        52","6","       135","6","         5","6","","","","","  -25.6","6,0118, ","  68.6"," ,6,1129, ","   33.9","6,0708, ","-0.6","6,1013","-6.1","6,1026","-6.1","6,1026","-9.4","6,1108","-9.4","6,1108","-1.7","6,0412","-5.6","6,0411","-5.6","6,0411","-11.1","6,0330","-11.1","6,0330","    3646.1","1","    3646.1","6","    967.0"," ,6","      8.64","6","     14.33","6","      2.95","6"
"USC00307664","1922","42.78333","-74.66667","415.1","SHARON SPRINGS 2 SW, NY US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4132.7","7","    4132.7","6","","","","","","","",""
"USC00307664","1923","42.78333","-74.66667","415.1","SHARON SPRINGS 2 SW, NY US","    156.0","","     156.0","6","        98","6","        80","6","         7","6","        16","6","       152","6","        61","6","       119","6","         0","6","","","","","  -23.9","6,0131, ","  44.5"," ,6,0101, ","   31.7","6,0619, ","-1.1","6,0915","-4.4","6,1028","-4.4","6,1028","-7.8","6,1115","-8.9","6,1215","0.0","6,0524","-3.3","6,0511","-4.4","6,0419","-6.7","6,0414","-12.8","6,0402","","","","","    868.3"," ,6","      6.89","6","     12.40","6","      1.37","6"
"USC00307664","1924","42.78333","-74.66667","415.1","SHARON SPRINGS 2 SW, NY US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4190.6","6","    4190.6","6","","","","","","","",""
"USC00307664","1925","42.78333","-74.66667","415.1","SHARON SPRINGS 2 SW, NY US","    172.7","","     172.7","6","       107","6","        96","6","        14","6","        15","6","       151","6","        50","6","       100","6","         1","6","","","","","  -30.6","6,0128, ","  72.4"," ,6,1025, ","   32.2","6,0608, ","-2.8","6,0926","-2.8","6,0926","-4.4","6,1010","-12.8","6,1031","-12.8","6,1031","0.0","6,0525","-9.4","6,0421","-9.4","6,0421","-9.4","6,0421","-9.4","6,0421","","","","","   1441.2"," ,6","      7.33","6","     12.72","6","      1.93","6"
"USC00307664","1926","42.78333","-74.66667","415.1","SHARON SPRINGS 2 SW, NY US","    125.1","","     125.1","6","        98","6","        88","6","        11","6","        15","6","       177","6","        63","6","       104","6","         2","6","","","","","  -23.3","6,0209, ","  52.1"," ,6,0204, ","   34.4","6,0722, ","0.0","6,1010","-3.3","6,1016","-6.1","6,1028","-10.6","6,1112","-10.6","6,1112","-2.8","6,0505","-2.8","6,0505","-6.1","6,0420","-6.7","6,0419","-8.9","6,0415","    4411.0","0","    4411.0","6","   1041.5"," ,6","      5.95","6","     11.54","6","      0.35","6"
"USC00307664","1927","42.78333","-74.66667","415.1","SHARON SPRINGS 2 SW, NY US","    127.3","","     127.3","6","       102","6","        93","6","         9","6","         8","6","       153","6","        53","6","       106","6","         2","6","","","","","  -25.6","6,0127, ","  46.2"," ,6,1103, ","   32.8","6,0714,+","-1.1","6,1009","-2.8","6,1011","-7.2","6,1108","-7.2","6,1108","-16.1","6,1204","-0.6","6,0508","-2.8","6,0501","-6.1","6,0411","-6.7","6,0409","-11.7","6,0323","    4281.3","3","    4281.3","6","   1099.3"," ,6","      7.66","6","     13.14","6","      2.17","6"
"USC00307664","1928","42.78333","-74.66667","415.1","SHARON SPRINGS 2 SW, NY US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4124.9","9","    4124.9","6","","","","","","","",""
"USC00307664","1929","42.78333","-74.66667","415.1","SHARON SPRINGS 2 SW, NY US","    226.0","","     226.0","6","","","","","","","         8","6","       153","6","        62","6","       110","6","         3","6","","","","","  -24.4","6,1212, ","","","   34.4","6,0728, ","-2.2","6,0920","-2.2","6,0920","-6.1","6,1011","-6.7","6,1122","-14.4","6,1123","-1.1","6,0523","-2.2","6,0510","-7.2","6,0411","-7.2","6,0411","-10.6","6,0317","","","","","","","      7.41","6","     12.73","6","      2.08","6"
"USC00307664","1930","42.78333","-74.66667","415.1","SHARON SPRINGS 2 SW, NY US","    254.7","","     254.7","6","       114","6","        82","6","         5","6","        11","6","       156","6","        55","6","       127","6","         8","6","","","","","  -24.4","6,0217, ","  40.9"," ,6,0823, ","   34.4","6,0721, ","-1.1","6,1004","-2.8","6,1020","-6.7","6,1023","-6.7","6,1023","-13.9","6,1128","-3.3","6,0429","-3.3","6,0429","-6.7","6,0424","-6.7","6,0424","-10.0","6,0323","    4035.3","3","    4035.3","6","    692.2"," ,6","      8.04","6","     13.56","6","      2.52","6"
"USC00307664","1931","42.78333","-74.66667","415.1","SHARON SPRINGS 2 SW, NY US","    250.9","","     250.9","6","","","","","","","         8","6","       142","6","        48","6","       130","6","         4","6","","","","","  -25.0","6,0203, ","","","   33.9","6,0701, ","-3.3","6,1010","-3.3","6,1010","-6.7","6,1107","-6.7","6,1107","-13.3","6,1128","-0.6","6,0518","-2.8","6,0425","-4.4","6,0412","-6.7","6,0319","-11.1","6,0314","    3969.2","2","    3969.2","6","","","      8.53","6","     13.79","6","      3.27","6"
"USC00307664","1932","42.78333","-74.66667","415.1","SHARON SPRINGS 2 SW, NY US","    143.5","","     143.5","6","       116","6","        86","6","        10","6","         2","6","       158","6","        48","6","       112","6","         0","6","","","","","  -26.1","6,1217, "," 119.9"," ,6,1006, ","   31.7","6,0901, ","0.0","6,0919","-4.4","6,1103","-4.4","6,1103","-7.8","6,1104","-8.9","6,1122","0.0","6,0608","-2.8","6,0428","-5.0","6,0425","-6.7","6,0405","-13.3","6,0325","    3697.0","0","    3697.0","6","   1110.4"," ,6","      7.75","6","     13.12","6","      2.38","6"
