"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1TNGN0017","2023","36.1512298","-83.0248605","365.8","MIDWAY 2.3 SW, TN US","   1239.2"," ,N"
"US1TNGN0017","2024","36.1512298","-83.0248605","365.8","MIDWAY 2.3 SW, TN US","   1179.9"," ,N"
