"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"CA001098138","1983","52.9167","-119.3833","777.0","TETE JAUNE, BC CA","       143","C","        68","C","         0","C","        10","C","    90"," ,C,1225, ","  24.0"," ,C,1026, ","","","","","    579.6"," ,C","      620"," ,C"
"CA001098138","1984","52.9167","-119.3833","777.0","TETE JAUNE, BC CA","","","","","","","","","","","","","    5178.4","4","    5178.4","C","","","",""
