"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA005011275","1967","50.0333","-100.5","472.0","HARDING, MB CA","     98.0","","      98.0","C","        54","C","        36","C","         1","C","        14","C","        86","C","       206","C","       127","C","        98","C","         4","C","  -37.8","C,0215, ","   127"," ,C,1217, ","  35.6"," ,C,0807, ","   34.4","C,0719, ","-3.9","C,0927","-3.9","C,0927","-5.0","C,1021","-9.4","C,1103","-9.4","C,1103","-1.1","C,0515","-2.2","C,0514","-4.4","C,0505","-7.8","C,0504","-10.0","C,0423","    374.3"," ,C","     1006"," ,C","      1.01","C","      7.18","C","     -5.16","C"
"CA005011275","1968","50.0333","-100.5","472.0","HARDING, MB CA","","","","","        63","C","        50","C","         2","C","        14","C","        62","C","       191","C","","","","","","","  -40.6","C,0104, ","   102"," ,C,1112,+","  45.7"," ,C,0815, ","","","0.0","C,0814","-2.8","C,1003","-6.1","C,1004","-9.4","C,1108","-9.4","C,1108","-1.1","C,0520","-6.7","C,0511","-6.7","C,0511","-6.7","C,0511","-8.9","C,0404","    421.3"," ,C","      718"," ,C","","","","","     -4.25","C"
"CA005011275","1969","50.0333","-100.5","472.0","HARDING, MB CA","","","","","        78","C","        49","C","         4","C","        21","C","        73","C","       197","C","","","","","","","  -38.3","C,0101, ","   254"," ,C,0226,+","  29.7"," ,C,0717, ","","","-0.6","C,0916","-4.4","C,1008","-4.4","C,1008","-6.7","C,1016","-9.4","C,1027","-1.7","C,0620","-2.8","C,0613","-4.4","C,0428","-8.3","C,0405","-10.6","C,0403","    491.0"," ,C","     1490"," ,C","","","","","     -4.72","C"
"CA005011275","1970","50.0333","-100.5","472.0","HARDING, MB CA","","","","","        79","C","        55","C","         2","C","        30","C","","","","","       123","C","        96","C","         9","C","","","   127"," ,C,0302, ","  45.7"," ,C,1025, ","   35.0","C,0905, ","","","","","","","","","","","","","","","","","","","","","    518.8"," ,C","     1777"," ,C","","","      6.75","C","",""
"CA005011275","1971","50.0333","-100.5","472.0","HARDING, MB CA","","","","","        69","C","        46","C","         3","C","        18","C","        79","C","       195","C","","","","","","","  -37.2","C,0112, ","    76"," ,C,1104, ","  52.3"," ,C,0614, ","","","-3.9","C,0918","-3.9","C,0918","-9.4","C,1028","-9.4","C,1028","-9.4","C,1028","0.0","C,0519","-3.9","C,0511","-4.4","C,0426","-7.8","C,0412","-11.1","C,0404","    487.9"," ,C","      839"," ,C","","","","","     -4.38","C"
"CA005011275","1973","50.0333","-100.5","472.0","HARDING, MB CA","","","","","        67","C","        49","C","         3","C","        12","C","        56","C","       204","C","       108","C","        99","C","         2","C","  -37.2","C,1231, ","    76"," ,C,1216, ","  42.4"," ,C,0724, ","   33.3","C,0602, ","-3.3","C,0914","-3.3","C,0914","-5.0","C,1016","-9.4","C,1103","-9.4","C,1103","0.0","C,0607","-2.8","C,0516","-4.4","C,0502","-11.7","C,0416","-11.7","C,0416","    465.5"," ,C","      507"," ,C","      2.86","C","      8.86","C","     -3.13","C"
"CA005011275","1974","50.0333","-100.5","472.0","HARDING, MB CA","","","","","        70","C","        40","C","         2","C","        16","C","","","","","","","","","","","","","   102"," ,C,0427,+","  36.8"," ,C,0707, ","","","","","","","","","","","","","","","","","","","","","","","    408.8"," ,C","     1057"," ,C","","","","","",""
"CA005011275","1975","50.0333","-100.5","472.0","HARDING, MB CA","","","","","        76","C","        63","C","         6","C","        21","C","","","","","","","","","","","","","   152"," ,C,0327, ","  46.0"," ,C,0807, ","","","","","","","","","","","","","","","","","","","","","","","    653.4"," ,C","     1494"," ,C","","","","","",""
"CA005011275","1977","50.0333","-100.5","472.0","HARDING, MB CA","","","","","        52","C","        40","C","         6","C","         8","C","","","","","","","","","","","","","    76"," ,C,1208, ","  34.5"," ,C,0504, ","","","","","","","","","","","","","","","","","","","","","","","    432.6"," ,C","      423"," ,C","","","","","",""
"CA005011275","1978","50.0333","-100.5","472.0","HARDING, MB CA","","","","","","","","","","","        14","C","","","","","","","","","","","","","    51"," ,C,1126,+","","","","","","","","","","","","","","","","","","","","","","","","","","","      582"," ,C","","","","","",""
"CA005011275","1981","50.0333","-100.5","472.0","HARDING, MB CA","","","","","","","","","","","         5","C","","","","","","","","","","","","","    76"," ,C,0124, ","","","","","","","","","","","","","","","","","","","","","","","","","    412.9"," ,C","      267"," ,C","","","","","",""
