"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FMC00914892","1990","10.03333","139.8","1.8","ULITHI, FM FM","   3319.4","","    3319.4","0","       239","0","       146","0","        24","0","        0","","         0","0","         0","0","         0","0","         0","0","       358","0","        64","0","   21.7","0,1224,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 121.9"," ,0,0121, ","   33.9","0,0622,+","","","","","   2537.4"," ,0","        0"," ,0","     27.62","0","     30.86","0","     24.39","0"
"FMC00914892","1991","10.03333","139.8","1.8","ULITHI, FM FM","   3232.6","","    3232.6","0","       209","0","       129","0","        31","0","        0","","         0","0","         0","0","         0","0","         0","0","       355","0","        50","0","   20.0","0,1025, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 128.3"," ,0,0720, ","   35.0","0,0723, ","       0.0","0","       0.0","0","   2572.5"," ,0","        0"," ,0","     27.44","0","     30.80","0","     24.07","0"
"FMC00914892","1993","10.03333","139.8","1.8","ULITHI, FM FM","   3101.0","","    3101.0","0","","","","","","","        0","","         0","0","         0","0","         0","0","         0","0","       355","0","        39","0","   21.1","0,0807,+","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   33.9","0,1016, ","       0.0","0","       0.0","0","   2518.8"," ,0","        0"," ,0","     27.06","0","     30.68","0","     23.44","0"
"FMC00914892","1994","10.03333","139.8","1.8","ULITHI, FM FM","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","        0"," ,0","","","","","",""
"FMC00914892","1995","10.03333","139.8","1.8","ULITHI, FM FM","   3167.7","","    3167.7","0","       243","0","       151","0","        32","0","        0","","         0","0","         0","0","         0","0","         0","0","       359","0","        46","0","   20.6","0,1115,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 104.4"," ,0,0910, ","   37.2","0,0904, ","       0.0","0","       0.0","0","   2537.2"," ,0","        0"," ,0","     27.15","0","     30.82","0","     23.49","0"
"FMC00914892","1997","10.03333","139.8","1.8","ULITHI, FM FM","   3162.6","","    3162.6","0","       238","0","       156","0","        25","0","        0","","         0","0","         0","0","         0","0","         0","0","       363","0","        37","0","   19.4","0,0207, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 171.2"," ,0,0622, ","   34.4","0,0530, ","","","","","   2588.7"," ,0","        0"," ,0","     27.04","0","     30.57","0","     23.51","0"
"FMC00914892","1998","10.03333","139.8","1.8","ULITHI, FM FM","   3441.4","","    3441.4","0","       225","0","       132","0","        12","0","","","         0","0","         0","0","         0","0","         0","0","       365","0","        85","0","   17.8","0,0727, ","","","     0"," ,0,1231,+","  77.0"," ,0,1014, ","   35.6","0,1013, ","       0.0","0","       0.0","0","   1696.8"," ,0","        0"," ,0","     27.76","0","     31.34","0","     24.18","0"
"FMC00914892","1999","10.03333","139.8","1.8","ULITHI, FM FM","   3559.0","","    3559.0","0","       261","0","       161","0","        32","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        72","0","   21.1","0,1111,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 122.4"," ,0,0802, ","   33.3","0,1120,+","       0.0","0","       0.0","0","   2854.6"," ,0","        0"," ,0","     28.09","0","     31.14","0","     25.04","0"
"FMC00914892","2000","10.03333","139.8","1.8","ULITHI, FM FM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0","0","","","","","","","","","",""
"FMC00914892","2001","10.03333","139.8","1.8","ULITHI, FM FM","   3665.3","","    3665.3","0","       232","0","       153","0","        38","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","       113","0","   20.0","0,0703, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 128.8"," ,0,1105, ","   34.4","0,0612, ","","","","","   2935.1"," ,0","        0"," ,0","     28.38","0","     31.36","0","     25.39","0"
"FMC00914892","2002","10.03333","139.8","1.8","ULITHI, FM FM","   3620.2","","    3620.2","0","       246","0","       151","0","        26","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        84","0","   21.7","0,1219,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 111.8"," ,0,0816, ","   33.3","0,1210,+","       0.0","0","       0.0","0","   2494.2"," ,0","        0"," ,0","     28.25","0","     31.08","0","     25.43","0"
"FMC00914892","2003","10.03333","139.8","1.8","ULITHI, FM FM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0"," ","","","","","","","","","",""
"FMC00914892","2004","10.03333","139.8","1.8","ULITHI, FM FM","","","","","       252","0","       162","0","        41","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 128.8"," ,0,0727, ","","","","","","","   3416.5"," ,0","        0"," ,0","","","","","",""
"FMC00914892","2006","10.03333","139.8","1.8","ULITHI, FM FM","","","","","       257","0","       156","0","        36","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 191.5"," ,0,0807, ","","","","","","","   3217.6"," ,0","        0"," ,0","","","","","",""
"FMC00914892","2007","10.03333","139.8","1.8","ULITHI, FM FM","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","        0"," ,0","","","","","",""
"FMC00914892","2011","10.03333","139.8","1.8","ULITHI, FM FM","","","","","       281","K","       190","K","        45","K","","","","","","","","","","","","","","","","","","","",""," 130.6"," ,K,0804, ","","","","","","","   3626.4"," ,K","","","","","","","",""
"FMC00914892","2020","10.03333","139.8","1.8","ULITHI, FM FM","","","","","       264","7","       160","7","        30","7","","","","","","","","","","","","","","","","","","","",""," 177.3"," ,7,0110, ","","","","","","","   2591.8"," ,7","","","","","","","",""
"FMC00914892","2022","10.03333","139.8","1.8","ULITHI, FM FM","","","","","       293","7","       181","7","        32","7","","","","","","","","","","","","","","","","","","","",""," 153.9"," ,7,0410, ","","","","","","","   2909.1"," ,7","","","","","","","",""
"FMC00914892","2023","10.03333","139.8","1.8","ULITHI, FM FM","","","","","       290","7","       199","7","        37","7","","","","","","","","","","","","","","","","","","","",""," 120.7"," ,7,0806, ","","","","","","","   3151.8"," ,7","","","","","","","",""
