"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CTE2","2003","34.4806","-118.7556","347.5","TEMESCAL LPF CALIFORNIA, CA US","    895.3","","     895.3","U","         0","U","         4","U","         0","U","       244","U","       108","U","    0.0","U,1228,+","   42.2","U,0716, ","0.0","U,1227","","","0.0","U,0209","","","","","","","     17.81","U","     25.99","U","      9.64","U"
"USR0000CTE2","2004","34.4806","-118.7556","347.5","TEMESCAL LPF CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","     969.5","5","     969.5","U","","","","","",""
"USR0000CTE2","2006","34.4806","-118.7556","347.5","TEMESCAL LPF CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","    1066.9","9","    1066.9","U","","","","","",""
"USR0000CTE2","2008","34.4806","-118.7556","347.5","TEMESCAL LPF CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","     973.2","2","     973.2"," ","","","","","",""
"USR0000CTE2","2009","34.4806","-118.7556","347.5","TEMESCAL LPF CALIFORNIA, CA US","    864.6","","     864.6","U","         0","U","         2","U","         0","U","       264","U","        91","U","    0.0","U,0215,+","   42.2","U,0829,+","","","","","0.0","U,0215","","","","","","","     18.20","U","     25.77","U","     10.63","U"
"USR0000CTE2","2010","34.4806","-118.7556","347.5","TEMESCAL LPF CALIFORNIA, CA US","    610.2","","     610.2","U","         0","U","         3","U","         0","U","       236","U","        61","U","   -0.6","U,1231, ","   44.4","U,0927, ","0.0","U,1127","","","","","","","     954.1","1","     954.1","U","     17.15","U","     24.63","U","      9.67","U"
"USR0000CTE2","2011","34.4806","-118.7556","347.5","TEMESCAL LPF CALIFORNIA, CA US","    668.0","","     668.0","U","         0","U","         7","U","         0","U","       252","U","        78","U","    0.0","U,0409,+","   42.2","U,0827, ","","","","","0.0","U,0409","","","    1131.0","0","    1131.0","U","     16.99","U","     24.91","U","      9.07","U"
"USR0000CTE2","2012","34.4806","-118.7556","347.5","TEMESCAL LPF CALIFORNIA, CA US","    879.4","","     879.4","U","         0","U","        10","U","         0","U","       266","U","        93","U","   -0.6","U,1221, ","   41.1","U,1001,+","0.0","U,1215","","","0.0","U,0229","","","     998.5","5","     998.5","U","     18.08","U","     26.27","U","      9.89","U"
"USR0000CTE2","2013","34.4806","-118.7556","347.5","TEMESCAL LPF CALIFORNIA, CA US","    787.3","","     787.3","U","         0","U","        16","U","         0","U","       281","U","        71","U","   -1.7","U,0113, ","   42.8","U,0630, ","0.0","U,1205","","","0.0","U,0222","","","     938.1","1","     938.1","U","     18.01","U","     25.94","U","     10.08","U"
"USR0000CTE2","2014","34.4806","-118.7556","347.5","TEMESCAL LPF CALIFORNIA, CA US","    911.9","","     911.9","U","         0","U","         2","U","         0","U","       296","U","        90","U","    0.0","U,1229,+","   41.1","U,0916,+","0.0","U,1228","","","","","","","     674.1","1","     674.1","U","     19.05","U","     26.82","U","     11.29","U"
