"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00044025","1992","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","    239.5","","     239.5","0","        48","0","        32","0","         1","0","        0","","         0","0","         0","0","        28","0","         0","0","       229","0","        29","0","","","   -2.8","0,1219, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  32.5"," ,0,0215, ","   36.7","0,1007, ","0.0","0,1111","-2.8","0,1219","","","","","","","-1.7","0,0124","-2.2","0,0123","","","","","    1296.4","4","    1296.4","0","    339.9"," ,0","        0"," ,0","     15.55","0","     22.78","0","      8.31","0"
"USC00044025","1993","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","    217.0","","     217.0","0","        61","0","        37","0","         4","0","        0","","         0","0","         0","0","        25","0","         0","0","       207","0","        28","0","","","   -4.4","0,1124,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  29.7"," ,0,0209, ","   41.7","0,0801, ","-1.7","0,1115","-4.4","0,1124","-4.4","0,1124","","","","","0.0","0,0215","-2.8","0,0105","-4.4","0,0104","","","    1332.2","2","    1332.2","0","    452.8"," ,0","        0"," ,0","     14.96","0","     22.13","0","      7.79","0"
"USC00044025","1994","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","    128.8","","     128.8","0","        58","0","        35","0","         0","0","        0","","         0","0","         0","0","        32","0","         0","0","       185","0","        14","0","","","   -2.8","0,1209, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  17.8"," ,0,1110, ","   38.9","0,0609, ","-0.6","0,1114","-2.2","0,1119","","","","","","","0.0","0,0329","-2.2","0,0212","","","","","    1529.7","7","    1529.7","0","    271.5"," ,0","        0"," ,0","     13.98","0","     21.18","0","      6.79","0"
"USC00044025","1995","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","","","","","        77","0","        44","0","         2","0","        0","","         0","0","","","","","         0","0","       194","0","        23","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  52.1"," ,0,0310, ","   41.1","0,0624, ","","","","","","","","","","","","","","","","","","","    1690.6","6","    1690.6","0","    494.6"," ,0","        0"," ,0","","","     21.85","0","",""
"USC00044025","1996","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","","","","","        68","0","        42","0","         3","0","        0","","         0","0","         0","0","         5","0","","","","","","","","","   -1.7","0,1203, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  46.5"," ,0,1117, ","","","0.0","0,1202","","","","","","","","","0.0","0,0226","","","","","","","","","","","    555.3"," ,0","        0"," ,0","","","","","      8.39","0"
"USC00044025","1997","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","","","","","        43","0","        30","0","         3","0","        0","","         0","0","         0","0","        11","0","","","","","","","","","   -3.3","0,0114, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  47.2"," ,0,1126, ","","","-1.1","0,1223","-2.2","0,1226","","","","","","","0.0","0,0305","-3.3","0,0114","","","","","","","","","    371.9"," ,0","        0"," ,0","","","","","      8.61","0"
"USC00044025","1998","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","","","","","        89","0","        55","0","         3","0","","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","  59.2"," ,0,0203, ","","","","","","","","","","","","","","","","","","","","","","","","","    657.1"," ,0","        0"," ,0","","","","","",""
"USC00044025","1999","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","","","","","        47","0","        24","0","         0","0","        0","","         0","0","         0","0","        36","0","","","","","","","","","   -2.8","0,0211, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  24.6"," ,0,0210, ","","","0.0","0,1204","","","","","","","","","-1.7","0,0410","-2.2","0,0310","","","","","","","","","    199.0"," ,0","        0"," ,0","","","","","      6.69","0"
"USC00044025","2001","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","    322.1","","     322.1","0","        42","0","        27","0","         3","0","        0","","         0","0","         0","0","         7","0","         0","0","       210","0","        32","0","","","   -1.7","0,1215,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  31.0"," ,0,1203, ","   40.6","0,0530, ","-1.7","0,1127","","","","","","","","","-0.6","0,0117","","","","","","","","","","","    361.0"," ,0","        0"," ,0","     15.74","0","     22.26","0","      9.22","0"
"USC00044025","2002","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","    228.2","","     228.2","0","        41","0","        26","0","         4","0","        0","","         0","0","         0","0","        25","0","         0","0","       185","0","        27","0","","","   -3.9","0,0318,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.8"," ,0,1215, ","   40.0","0,0809,+","-0.6","0,1223","","","","","","","","","0.0","0,0408","-2.8","0,0401","","","","","    1792.2","2","    1792.2","0","    300.7"," ,0","        0"," ,0","     14.40","0","     21.25","0","      7.54","0"
"USC00044025","2004","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","    289.1","","     289.1","0","        42","0","        26","0","         2","0","        0","","         0","0","         0","0","        18","0","         0","0","       205","0","        27","0","","","   -3.9","0,1203, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  32.5"," ,0,0226, ","   39.4","0,0907, ","0.0","0,1122","-2.8","0,1129","","","","","","","0.0","0,0211","-2.8","0,0104","","","","","","","","","    317.8"," ,0","        0"," ,0","     15.26","0","     22.15","0","      8.37","0"
"USC00044025","2005","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","","","","","","","","","","","","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","    461.8"," ,0","        0"," ,0","","","","","",""
"USC00044025","2006","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","     0","T,0,0202, ","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","","","",""
"USC00044025","2007","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","    211.4","","     211.4","0","        25","0","        20","0","         0","0","        0","","         0","0","         0","0","        31","0","         0","0","       202","0","        22","0","","","   -6.7","0,0113, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  18.0"," ,0,1112, ","   38.9","0,0614, ","0.0","0,1123","-2.2","0,1222","","","","","","","0.0","0,0301","-2.2","0,0122","-5.6","0,0116","-6.7","0,0113","    1548.7","7","    1548.7","0","    192.2"," ,0","        0"," ,0","     14.56","0","     21.70","0","      7.42","0"
"USC00044025","2009","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","","","","","        37","0","        24","0","         2","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  58.7"," ,0,1013, ","","","","","","","","","","","","","","","","","","","","","","","","","    308.8"," ,0","        0"," ,0","","","","","",""
"USC00044025","2010","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","    151.1","","     151.1","0","        52","0","        40","0","         5","0","        0","","         0","0","         0","0","         7","0","         0","0","       170","0","        15","0","","","   -2.8","0,1125, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  35.8"," ,0,0405, ","   41.7","0,0824, ","-1.7","0,1124","-2.8","0,1125","","","","","","","","","","","","","","","    1520.4","4","    1520.4","0","    457.8"," ,0","        0"," ,0","     14.25","0","     20.67","0","      7.83","0"
"USC00044025","2011","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1743.6","6","    1743.6","K","","","","","","","","","",""
"USC00044025","2013","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1362.8","8","    1362.8","7","    103.5"," ,7","","","","","","","",""
"USC00044025","2014","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","    279.9","","     279.9","7","","","","","","","","","","","         0","7","         1","7","         0","7","       237","7","        21","7","","","   -0.6","7,1227, ","","","","","","","   37.8","7,0516, ","-0.6","7,1227","","","","","","","","","","","","","","","","","","","","","","","","","     16.27","7","     23.15","7","      9.39","7"
"USC00044025","2015","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","    348.0","","     348.0","7","","","","","","","","","","","         0","7","        22","7","         0","7","       217","7","        27","7","","","   -3.3","7,1227,+","","","","","","","   38.9","7,0816, ","0.0","7,1125","-2.8","7,1226","","","","","","","0.0","7,0104","-2.2","7,0102","","","","","    1094.4","4","    1094.4","7","","","","","     15.69","7","     22.76","7","      8.62","7"
"USC00044025","2016","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","    155.9","","     155.9","7","","","","","","","","","","","         0","7","         9","7","         0","7","       197","7","        20","7","","","   -2.8","7,1218, ","","","","","","","   37.8","7,0926, ","-2.2","7,1217","-2.2","7,1217","","","","","","","-1.1","7,0101","","","","","","","    1352.9","9","    1352.9","7","","","","","     14.99","7","     21.65","7","      8.32","7"
"USC00044025","2017","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","    297.0","","     297.0","7","","","","","","","","","","","         0","7","        18","7","         0","7","       202","7","        29","7","","","   -2.2","7,0401, ","","","","","","","   43.3","7,0902, ","0.0","7,1204","","","","","","","","","0.0","7,0403","-2.2","7,0401","","","","","    1438.6","6","    1438.6","7","","","","","     15.33","7","     22.33","7","      8.34","7"
"USC00044025","2019","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1369.7","7","    1369.7"," ","","","","","","","","","",""
"USC00044025","2024","36.8483","-121.4213","83.8","HOLLISTER 2, CA US","    359.3","","     359.3","7","","","","","","","","","","","         0","7","         3","7","         0","7","       207","7","        35","7","","","   -0.6","7,0112, ","","","","","","","   40.6","7,1003,+","0.0","7,1210","","","","","","","","","-0.6","7,0112","","","","","","","    1242.0","0","    1242.0","7","","","","","     15.87","7","     22.85","7","      8.89","7"
